('0.360', '4.200')
('4.500', '7.020')
('7.320', '11.310')
('11.640', '17.610')
('18.720', '20.370')
('20.520', '23.760')
('24.810', '29.910')
('30.450', '32.220')
('32.370', '34.380')
('34.920', '35.550')
('36.180', '38.700')
('39.390', '42.360')
('43.410', '49.800')
('49.830', '51.240')
('51.480', '56.940')
('57.210', '60.930')
('61.110', '65.880')
('66.420', '70.440')
('71.400', '73.620')
('73.890', '77.640')
('77.670', '78.360')
('79.440', '82.620')
('82.620', '84.870')
('85.230', '86.190')
('86.280', '87.480')
('87.480', '89.790')
('90.060', '91.920')
('92.130', '93.090')
('93.270', '94.200')
('94.530', '102.630')
('102.630', '103.890')
('104.400', '109.770')
('110.040', '114.450')
('114.780', '117.570')
('117.750', '120.450')
('121.320', '122.460')
('122.850', '125.190')
('125.520', '126.780')
('126.780', '128.520')
('128.580', '129.840')
('130.110', '130.710')
('130.710', '131.760')
('131.820', '133.230')
('133.410', '135.300')
('135.480', '137.910')
('138.900', '140.970')
('141.720', '143.820')
('144.660', '147.570')
('148.320', '150.030')
('150.030', '155.250')
('155.430', '157.140')
('157.140', '159.060')
('159.120', '159.810')
('159.960', '160.680')
('160.860', '161.730')
('161.730', '165.150')
('165.330', '166.560')
('167.010', '167.730')
('168.090', '168.900')
('168.930', '171.810')
('171.960', '174.540')
('174.660', '177.120')
('177.600', '181.320')
('181.440', '183.270')
('185.760', '187.230')
('188.130', '190.050')
('190.050', '192.510')
('193.170', '193.950')
('194.820', '196.980')
('197.130', '198.630')
('199.170', '200.700')
('203.220', '204.480')
('204.480', '205.500')
('205.740', '210.990')
('211.320', '212.730')
('212.760', '214.410')
('214.410', '215.100')
('215.400', '216.120')

