('0.000', '14.820')
('14.820', '20.040')
('20.100', '22.110')
('22.110', '28.920')
('29.040', '37.620')
('37.770', '40.800')
('40.890', '44.070')
('44.070', '47.130')
('47.130', '50.730')
('50.880', '53.220')
('53.220', '59.400')
('59.430', '61.740')
('61.800', '62.400')
('62.430', '72.390')
('72.390', '74.100')
('74.100', '74.760')
('74.760', '75.750')
('75.780', '82.830')
('82.830', '87.600')
('87.750', '91.290')
('91.350', '95.550')
('95.550', '97.710')
('98.040', '103.110')
('103.110', '112.320')
('112.320', '114.570')
('114.570', '116.520')
('116.520', '121.530')
('121.530', '123.450')
('123.450', '128.910')
('128.910', '130.320')
('130.440', '133.920')
('134.010', '135.330')
('135.570', '136.260')
('136.500', '138.990')
('139.080', '140.010')
('140.010', '142.710')
('142.800', '147.240')
('147.360', '149.280')
('149.280', '150.420')
('150.720', '152.760')
('152.760', '154.200')
('154.350', '155.880')
('155.970', '157.200')
('157.200', '159.990')
('159.990', '161.520')
('161.550', '162.870')
('162.870', '168.450')
('168.720', '170.340')
('170.340', '179.700')
('179.700', '182.760')
('182.760', '185.040')
('185.280', '188.070')
('188.100', '193.260')
('193.260', '196.020')
('196.020', '198.330')
('198.330', '202.860')
('202.890', '205.740')
('205.740', '206.700')
('206.700', '211.680')
('211.770', '214.800')
('214.920', '222.930')
('222.990', '225.960')
('225.960', '229.590')
('229.590', '232.260')
('232.290', '233.520')
('233.520', '235.200')
('235.200', '239.880')
('239.910', '242.730')
('242.730', '247.500')
('247.500', '249.450')
('249.450', '251.970')
('251.970', '254.730')
('255.630', '258.060')
('258.360', '259.350')
('259.350', '260.310')
('260.460', '264.060')
('264.180', '266.880')
('266.880', '268.380')
('269.040', '270.570')
('270.570', '273.090')
('273.150', '273.930')
('274.230', '275.550')
('275.580', '280.350')
('280.350', '281.640')
('281.640', '283.590')
('283.590', '288.270')
('288.360', '297.390')
('297.390', '302.340')
('302.400', '306.030')
('306.240', '307.860')
('307.890', '311.580')
('311.910', '319.890')
('319.950', '323.490')
('323.490', '325.170')
('325.170', '327.510')
('327.510', '328.260')
('328.260', '331.590')
('331.620', '333.510')
('333.510', '342.300')
('342.300', '343.680')
('344.250', '345.180')
('345.390', '346.740')
('346.800', '349.590')
