('0.000', '9.990')
('10.080', '12.360')
('12.360', '14.670')
('14.700', '16.980')
('17.010', '20.880')
('21.030', '25.680')
('25.770', '31.650')
('31.650', '36.120')
('36.120', '36.960')
('36.960', '41.190')
('41.220', '44.460')
('44.640', '47.940')
('48.090', '49.140')
('49.230', '53.190')
('53.190', '54.060')
('54.060', '56.460')
('56.460', '59.220')
('59.820', '63.540')
('63.660', '66.780')
('66.780', '68.160')
('68.160', '70.110')
('70.110', '71.400')
('71.430', '72.030')
('72.030', '73.350')
('73.410', '74.580')
('75.480', '76.680')
('76.800', '78.480')
('78.690', '79.650')
('79.650', '80.700')
('81.180', '83.490')
('83.820', '85.620')
('85.740', '87.780')
('87.870', '88.530')
('88.680', '89.700')
('89.700', '91.440')
('91.440', '93.150')
('97.260', '101.100')
('101.760', '102.780')
('109.350', '110.370')
('111.630', '113.040')
('113.670', '117.090')
('118.530', '120.120')
('120.330', '121.590')
('122.310', '125.880')
('125.970', '126.630')
('126.630', '128.940')
('129.360', '130.380')
('131.250', '132.180')
('132.870', '133.530')
('133.650', '139.560')
('139.710', '141.060')
('142.350', '144.390')
('145.380', '145.980')
('146.700', '147.600')
('147.600', '149.160')
('151.020', '151.800')
('152.700', '154.080')
('155.730', '156.870')
('157.470', '159.690')
('160.380', '161.760')
('162.960', '163.560')
('163.590', '164.580')
('165.060', '165.660')
('165.660', '168.660')
('169.050', '174.330')
('175.740', '182.640')
('182.790', '184.470')
('184.800', '187.050')
('187.080', '192.150')
('193.350', '195.000')
('195.270', '196.140')
('196.770', '199.680')
('201.180', '201.840')
('201.990', '204.060')
('204.930', '206.550')
('210.900', '211.800')
('212.430', '213.750')
('214.410', '215.070')
('215.400', '216.120')
('216.480', '219.780')
('221.280', '221.910')
('223.080', '224.460')
('225.090', '226.080')
('226.170', '229.560')
('230.940', '232.710')
('234.180', '237.180')
('237.390', '238.590')
('238.920', '241.500')
('242.550', '245.430')
('245.430', '246.990')
('247.050', '247.680')
('247.740', '250.890')
('251.430', '254.790')
('255.600', '256.200')
('257.370', '259.080')
('260.370', '263.280')
('264.420', '268.320')
('269.160', '271.080')
('271.260', '272.520')
('273.420', '274.800')
('275.280', '277.200')
('279.480', '280.680')
('281.070', '282.120')
('282.900', '283.890')
('285.720', '289.200')
('289.740', '291.210')
('292.410', '295.410')
('296.280', '297.780')
('299.130', '302.040')
('302.250', '303.150')
('303.570', '307.860')
('307.860', '309.870')
('309.930', '313.230')
('313.350', '314.100')
('314.340', '316.320')
('316.710', '321.360')
('321.450', '323.550')
('323.910', '325.860')
('325.980', '326.580')
('326.640', '330.270')
('330.270', '331.350')
('331.350', '332.130')
('332.310', '333.720')
('335.550', '336.180')
('336.510', '339.690')
('339.810', '341.310')
('342.090', '343.170')
('346.140', '349.740')
('350.130', '352.440')
('352.740', '354.120')
('354.300', '355.920')
('355.920', '360.720')
('360.990', '368.730')
('369.240', '370.170')
('370.170', '371.910')
('372.060', '376.260')
('376.440', '379.770')
('379.920', '386.430')
('386.700', '395.070')
('395.070', '398.010')
('398.520', '401.190')
('401.550', '405.000')
('405.000', '411.780')
('411.870', '413.400')
('413.400', '417.360')
('417.360', '418.440')
('419.190', '423.180')

