('7.590', '8.280')
('8.400', '10.650')
('11.640', '14.790')
('14.970', '17.190')
('17.820', '18.990')
('19.140', '21.240')
('21.810', '25.980')
('26.400', '29.520')
('29.640', '31.350')
('31.980', '33.360')
('33.450', '35.280')
('35.340', '36.780')
('37.110', '38.880')
('38.880', '42.480')
('43.380', '46.140')
('46.260', '48.210')
('48.300', '50.610')
('51.090', '52.620')
('54.630', '59.250')
('59.460', '61.380')
('61.980', '64.830')
('64.950', '66.630')
('66.900', '67.500')
('68.190', '69.120')
('69.240', '71.100')
('71.970', '72.570')
('72.630', '74.040')
('74.190', '76.590')
('76.740', '78.960')
('79.170', '80.280')
('80.280', '83.310')
('83.370', '84.930')
('84.930', '85.530')
('85.920', '87.570')
('87.570', '89.460')
('90.240', '91.260')
('91.350', '94.740')
('95.700', '100.110')
('100.860', '102.000')
('102.240', '106.350')
('106.440', '107.940')
('108.960', '111.150')
('111.870', '114.360')
('114.360', '115.200')
('115.740', '117.240')
('117.270', '119.520')
('120.720', '121.830')
('121.890', '125.400')
('125.730', '128.550')
('128.610', '129.750')
('129.750', '131.130')
('132.030', '134.370')
('134.490', '135.780')
('136.860', '140.970')
('141.150', '142.710')
('143.010', '144.480')
('145.170', '145.860')
('145.860', '149.100')
('150.180', '155.640')
('155.640', '156.840')
('157.170', '158.730')
('160.830', '162.630')
('163.500', '164.700')
('165.000', '167.190')
('168.060', '170.550')
('170.910', '172.560')
('172.650', '173.550')
('173.670', '175.980')
('176.280', '177.510')
('179.400', '181.050')
('181.050', '181.680')
('181.680', '182.970')
('183.000', '183.600')
('184.410', '185.160')
('186.330', '187.710')
('188.550', '189.480')
('189.960', '191.310')
('191.820', '192.510')
('192.510', '194.340')
('194.670', '195.270')
('195.630', '196.920')
('197.430', '198.450')
('199.740', '200.850')
('201.570', '202.650')
('202.800', '205.560')
('205.710', '207.330')
('207.420', '208.680')
('209.310', '211.650')
('213.060', '214.350')
('214.800', '216.180')
('216.480', '218.340')
('218.520', '219.510')
('219.540', '220.140')
('220.380', '221.910')
('222.990', '223.860')
('225.030', '227.280')
('227.400', '228.330')
('228.990', '230.670')
('230.940', '231.960')
('232.740', '234.450')
('235.290', '235.950')
('236.070', '237.030')
('237.120', '238.320')
('239.130', '241.530')
('241.650', '242.280')
('242.490', '243.930')
('244.140', '245.580')
('245.580', '246.510')
('246.900', '249.780')
('250.320', '252.270')
('252.480', '253.620')
('253.890', '255.210')
('255.360', '256.740')
('257.580', '260.520')
('261.450', '262.440')
('263.250', '263.910')
('264.030', '265.320')
('265.320', '266.820')
('266.940', '268.020')
('270.240', '271.500')
('272.400', '274.200')
('274.290', '275.760')
('275.790', '276.900')
('277.170', '278.280')
('279.660', '281.580')
('282.180', '282.960')

