('0.000', '1.920')
('1.920', '3.030')
('3.060', '6.480')
('6.540', '8.910')
('8.910', '11.190')
('11.280', '12.300')
('13.110', '17.940')
('18.750', '24.090')
('24.180', '25.530')
('26.340', '28.350')
('28.530', '30.600')
('32.250', '35.700')
('35.700', '37.260')
('37.680', '41.970')
('42.150', '43.260')
('43.260', '47.610')
('48.090', '49.080')
('49.080', '51.210')
('51.570', '53.340')
('53.550', '55.650')
('55.950', '58.530')
('59.130', '64.410')
('64.650', '66.330')
('67.410', '71.850')
('71.880', '74.430')
('74.430', '75.180')
('75.180', '76.050')
('76.590', '79.320')
('79.620', '80.580')
('80.940', '81.690')
('81.780', '82.800')
('83.460', '84.150')
('84.150', '85.140')
('85.380', '90.090')
('90.090', '91.020')
('91.020', '91.830')
('93.630', '94.980')
('94.980', '97.080')
('98.310', '99.600')
('101.100', '101.970')
('104.190', '106.230')
('106.260', '108.150')
('108.570', '110.220')
('111.120', '112.140')
('114.990', '116.520')
('117.840', '118.980')
('119.070', '121.620')
('123.030', '124.050')
('125.400', '126.000')
('126.570', '127.800')
('128.160', '128.940')
('129.480', '130.170')
('130.650', '133.110')
('133.830', '135.210')
('135.210', '137.790')
('138.690', '140.250')
('141.210', '142.710')
('143.070', '144.120')
('145.440', '146.430')
('146.430', '150.480')
('150.540', '152.190')
('153.630', '155.190')
('156.150', '158.640')
('159.090', '160.680')
('164.520', '165.420')
('166.470', '167.880')
('167.970', '169.440')
('169.770', '172.980')
('172.980', '173.610')
('174.180', '175.440')
('177.180', '178.470')
('178.470', '179.220')
('179.850', '180.720')
('181.440', '182.550')
('182.550', '183.450')
('183.510', '184.680')
('185.550', '188.040')
('188.700', '191.220')
('191.400', '193.320')
('194.070', '194.910')
('195.450', '197.640')
('198.000', '200.160')
('200.310', '202.950')
('203.370', '204.000')
('205.980', '206.790')
('206.820', '207.780')
('208.890', '210.450')
('210.690', '212.340')
('212.790', '215.280')
('216.270', '218.130')
('219.000', '220.500')
('221.820', '222.600')
('224.640', '226.230')
('229.800', '230.400')
('231.000', '232.470')
('233.730', '234.330')
('234.540', '236.430')
('236.460', '237.060')
('237.510', '238.200')
('238.200', '239.070')
('243.930', '246.450')
('249.120', '249.750')
('249.990', '250.620')
('251.790', '253.770')
('256.860', '258.540')
('258.540', '259.170')
('259.680', '262.140')
('263.790', '264.690')
('264.900', '265.560')
('265.800', '266.430')
('268.560', '269.490')
('270.420', '271.860')
('274.860', '276.030')
('276.570', '277.470')
('277.470', '278.370')
('279.120', '281.520')
('282.780', '283.740')
('285.120', '285.960')
('287.490', '288.450')
('289.800', '290.610')
('291.630', '292.230')

