('0.000', '2.760')
('3.870', '5.220')
('6.240', '12.210')
('12.840', '15.270')
('15.570', '16.440')
('16.770', '17.910')
('17.940', '19.110')
('19.110', '20.520')
('21.240', '23.490')
('23.490', '24.090')
('24.600', '25.200')
('25.710', '28.800')
('28.860', '30.720')
('31.470', '34.230')
('34.230', '35.550')
('35.880', '38.340')
('38.910', '40.350')
('40.920', '42.840')
('42.960', '44.520')
('44.730', '47.910')
('48.150', '49.080')
('49.080', '51.690')
('52.080', '52.830')
('53.250', '55.440')
('56.700', '57.900')
('58.500', '60.540')
('60.630', '66.210')
('66.510', '70.470')
('70.530', '73.050')
('73.050', '73.770')
('73.830', '78.750')
('78.750', '80.460')
('80.760', '84.510')
('85.110', '87.570')
('87.570', '90.780')
('90.780', '91.680')
('92.850', '94.200')
('94.620', '97.500')
('99.330', '101.010')
('101.400', '102.660')
('103.590', '105.180')
('105.180', '105.810')
('106.680', '108.300')
('108.300', '111.210')
('111.390', '112.410')
('112.860', '113.880')
('114.030', '116.040')
('116.550', '117.270')
('117.660', '120.240')
('120.390', '123.030')
('123.210', '124.830')
('125.610', '127.410')
('127.980', '129.480')
('129.540', '132.000')
('132.270', '133.800')
('133.800', '136.800')
('136.980', '139.440')
('139.680', '140.460')
('140.610', '141.630')
('142.590', '143.970')
('145.110', '146.190')
('146.310', '147.390')
('147.510', '148.320')
('148.800', '150.990')
('151.470', '152.490')
('152.670', '153.360')
('154.770', '156.570')
('156.900', '158.550')
('160.560', '161.160')
('164.880', '166.290')
('166.350', '166.980')
('167.160', '168.300')
('170.070', '171.000')
('171.750', '173.130')
('173.370', '174.660')
('175.050', '179.490')
('180.360', '181.350')
('182.970', '184.260')
('185.010', '186.660')
('188.010', '189.450')
('191.280', '192.540')
('195.000', '196.320')
('196.890', '197.910')
('199.980', '201.000')
('202.020', '202.920')
('203.130', '204.210')
('204.870', '205.560')
('206.130', '206.880')
('208.230', '210.540')
('213.240', '214.140')
('214.920', '215.520')
('215.670', '216.330')
('216.480', '217.710')
('217.890', '219.240')
('220.020', '220.950')
('223.740', '224.550')
('224.970', '225.870')
('227.280', '229.260')
('230.550', '231.870')
('233.580', '234.540')

