('0.060', '8.520')
('8.670', '9.420')
('9.900', '10.800')
('10.800', '15.900')
('16.830', '18.840')
('18.870', '20.580')
('20.610', '21.360')
('21.390', '23.220')
('23.910', '27.390')
('27.690', '29.160')
('29.280', '31.770')
('31.950', '35.550')
('36.030', '39.330')
('39.990', '40.680')
('40.830', '42.600')
('42.720', '46.140')
('46.860', '50.910')
('51.060', '53.790')
('53.940', '56.100')
('56.160', '58.770')
('58.980', '61.560')
('61.560', '63.900')
('65.010', '67.800')
('68.070', '70.830')
('70.830', '74.520')
('75.270', '76.620')
('76.620', '79.050')
('79.230', '82.290')
('82.440', '86.220')
('87.090', '92.280')
('92.310', '93.960')
('95.310', '97.920')
('98.010', '99.870')
('99.990', '101.700')
('103.080', '106.470')
('106.560', '108.480')
('108.480', '110.370')
('110.580', '112.320')
('112.560', '116.520')
('116.700', '118.380')
('118.380', '121.590')
('121.710', '123.660')
('123.660', '126.510')
('126.510', '129.420')
('130.770', '134.760')
('135.330', '136.200')
('136.320', '137.850')
('137.850', '140.280')
('140.730', '142.560')
('142.560', '145.020')
('146.190', '146.850')
('146.970', '151.590')
('152.130', '155.010')
('155.040', '157.170')
('158.250', '162.960')
('162.960', '165.600')
('165.600', '166.560')
('167.940', '168.900')
('169.020', '171.450')
('171.630', '174.930')
('175.050', '176.760')
('176.820', '178.950')
('179.940', '181.230')
('181.470', '184.410')
('185.130', '187.050')
('187.500', '191.040')

