('8.100', '22.050')
('22.350', '25.170')
('25.320', '27.330')
('27.330', '28.890')
('29.040', '30.930')
('30.990', '33.900')
('34.080', '36.180')
('37.200', '39.930')
('40.170', '44.010')
('44.310', '45.030')
('45.450', '48.000')
('48.000', '48.990')
('48.990', '49.770')
('50.040', '56.400')
('57.840', '60.540')
('60.840', '61.890')
('61.920', '63.450')
('63.480', '64.260')
('64.590', '69.300')
('69.540', '82.410')
('82.830', '86.130')
('86.160', '92.940')
('94.080', '97.710')
('97.710', '99.690')
('100.050', '101.070')
('101.640', '102.420')
('102.660', '106.710')
('106.800', '107.640')
('110.040', '110.700')
('110.760', '111.540')
('112.650', '114.150')
('114.720', '116.010')
('116.640', '117.270')
('117.930', '119.070')
('120.390', '121.740')
('121.860', '122.790')
('122.970', '125.010')
('125.190', '126.000')
('126.570', '127.320')
('127.710', '130.470')
('131.040', '133.950')
('134.790', '135.870')
('135.870', '137.070')
('137.100', '138.180')
('141.210', '142.860')
('143.400', '145.620')
('145.800', '147.660')
('147.960', '151.650')
('151.650', '153.240')
('153.240', '154.110')
('154.110', '162.270')
('165.300', '165.930')
('166.170', '167.580')
('167.580', '168.180')
('168.180', '168.900')
('170.040', '173.280')
('177.000', '177.750')
('180.720', '181.320')
('182.190', '182.910')
('183.570', '184.170')
('184.950', '185.760')
('187.470', '188.130')
('193.800', '194.400')
('202.530', '203.160')
('207.000', '208.320')
('212.430', '213.390')
('214.140', '215.190')
('219.630', '222.870')
('222.870', '223.740')
('224.970', '226.290')
('226.440', '227.040')
('228.840', '239.580')
('242.520', '243.120')
('246.540', '247.140')
('248.100', '248.700')
('250.770', '252.090')
('253.170', '254.700')
('259.200', '259.800')
('259.950', '261.330')
('263.520', '264.240')
('265.680', '267.090')
('269.460', '270.390')
('271.620', '272.760')
('273.990', '275.340')
('275.430', '276.240')
('281.640', '282.390')
('282.480', '283.230')
('283.770', '284.370')
('286.560', '287.340')
('293.670', '294.570')
('294.630', '297.420')
('300.090', '300.780')
('303.120', '304.200')
('305.310', '308.010')
('308.460', '309.060')
('311.340', '312.270')
('316.530', '331.260')

