('0.000', '11.610')
('12.030', '12.630')
('16.860', '18.360')
('18.600', '23.430')
('24.330', '27.870')
('28.020', '31.140')
('31.140', '33.180')
('33.540', '36.390')
('36.600', '41.070')
('41.790', '43.020')
('47.970', '49.200')
('49.380', '50.130')
('50.370', '51.390')
('51.480', '55.860')
('55.860', '57.000')
('57.060', '59.220')
('61.410', '63.810')
('63.840', '66.120')
('66.120', '68.250')
('68.550', '71.820')
('72.000', '77.430')
('77.430', '82.020')
('82.020', '84.420')
('84.750', '88.560')
('88.920', '93.330')
('93.990', '96.330')
('96.900', '99.240')
('99.660', '101.190')
('101.190', '104.790')
('104.970', '108.390')
('108.690', '111.600')
('112.200', '113.910')
('114.240', '117.630')
('118.050', '120.480')
('120.720', '124.980')
('125.100', '128.100')
('128.340', '131.100')
('131.100', '136.560')
('136.560', '140.010')
('140.340', '143.970')
('144.480', '148.170')
('148.410', '150.180')
('156.570', '159.420')
('162.000', '167.160')
('167.550', '171.420')
('171.420', '174.120')
('174.450', '177.960')
('178.830', '182.310')
('183.120', '187.230')
('187.650', '192.150')
('192.420', '198.000')
('199.590', '202.470')
('202.680', '207.000')
('207.960', '212.310')
('212.400', '215.040')
('215.220', '216.000')
('216.000', '216.780')
('216.780', '218.130')
('218.430', '221.970')
('222.210', '225.030')
('225.030', '226.290')
('226.560', '230.190')
('230.430', '234.360')
('235.890', '239.130')
('239.460', '245.670')
('246.000', '249.540')
('249.600', '250.410')

