('0.000', '6.030')
('11.730', '12.390')
('12.480', '13.830')
('13.890', '18.690')
('18.900', '20.160')
('20.160', '23.010')
('23.220', '24.420')
('24.420', '25.440')
('25.440', '27.810')
('27.810', '30.300')
('30.600', '32.520')
('32.550', '34.080')
('34.230', '36.450')
('36.630', '43.020')
('43.020', '44.520')
('44.700', '45.720')
('46.170', '48.990')
('49.020', '51.840')
('52.020', '52.620')
('52.830', '54.720')
('54.720', '56.880')
('56.940', '59.790')
('60.090', '61.230')
('61.290', '63.000')
('63.030', '66.330')
('66.450', '69.840')
('69.870', '72.450')
('72.510', '73.320')
('73.350', '79.650')
('79.710', '80.550')
('80.700', '85.110')
('85.170', '86.280')
('86.280', '88.050')
('88.050', '89.130')
('89.190', '90.510')
('91.110', '91.740')
('91.740', '92.610')
('93.330', '95.190')
('97.320', '100.560')
('100.710', '103.020')
('103.080', '104.010')
('104.340', '105.630')
('106.440', '107.970')
('108.060', '109.170')
('109.470', '112.740')
('113.070', '116.100')
('116.100', '117.030')
('117.090', '118.260')
('118.440', '121.770')
('121.950', '123.870')
('124.020', '126.360')
('126.360', '127.470')
('127.560', '131.430')
('131.430', '132.060')
('132.270', '135.030')
('135.150', '137.400')
('137.520', '139.590')
('139.620', '141.570')
('141.900', '142.530')
('142.890', '144.780')
('144.930', '149.940')
('150.120', '152.940')
('153.540', '154.500')
('154.710', '157.290')
('157.380', '158.370')
('158.580', '161.580')
('161.760', '162.690')
('162.690', '163.890')
('164.130', '165.120')
('165.240', '168.300')
('168.480', '169.470')
('169.530', '171.510')
('171.510', '174.780')
('174.780', '176.430')
('176.610', '179.160')
('179.160', '181.410')
('181.680', '183.300')
('183.300', '185.670')
('185.670', '187.500')
('188.850', '191.610')
('191.880', '193.320')
('193.410', '196.950')
('197.040', '198.090')
('198.270', '199.620')
('199.860', '201.300')
('201.840', '202.830')
('207.540', '208.770')
('208.860', '211.350')
('211.440', '212.970')
('212.970', '215.610')
('215.670', '218.640')
('218.640', '219.750')
('219.750', '220.590')
('220.740', '223.770')
('223.770', '225.510')
('226.650', '228.090')
('228.090', '229.110')
('229.230', '234.360')
('234.390', '235.920')
('235.920', '238.080')
('238.350', '238.950')
('239.160', '240.420')
('240.570', '243.570')
('243.600', '247.440')
('247.470', '251.280')
('251.400', '255.180')
('255.510', '256.800')
('257.070', '259.950')
('259.950', '263.550')
('263.580', '266.220')
('266.400', '270.120')
('270.180', '271.710')
('271.950', '272.580')
('272.640', '277.410')
('277.410', '278.700')
('279.660', '280.740')
('281.340', '284.970')
('284.970', '286.770')
('286.770', '288.810')
('288.810', '290.220')
('290.220', '291.780')
('292.050', '293.910')
('294.030', '296.160')
('296.160', '297.000')
('297.000', '298.050')
('298.320', '300.210')
('301.020', '301.680')
('301.680', '304.950')
('305.160', '306.660')
('307.740', '309.510')
('309.750', '314.880')
('314.940', '315.840')
('316.140', '317.010')
('317.010', '317.610')
('318.000', '319.800')
('319.800', '320.880')
('320.910', '321.750')
('322.560', '324.240')
('324.540', '325.680')
('326.310', '329.250')
('329.400', '330.690')
('331.140', '332.100')
('332.400', '333.600')
('334.290', '336.540')
('339.540', '341.280')
('341.400', '344.010')
('344.010', '344.670')
('344.670', '346.440')
('346.560', '348.810')
('348.810', '349.410')
('349.410', '352.110')
('352.110', '352.710')
('352.890', '356.730')
('357.030', '358.080')
('358.260', '362.610')
('363.360', '366.240')
('366.480', '369.750')
('369.840', '371.010')
('371.250', '372.270')
('372.300', '373.800')
('374.400', '377.850')
('377.850', '378.450')
('378.540', '381.360')
('381.450', '383.280')
('383.280', '384.120')
('384.120', '385.230')
('385.470', '387.870')
('388.830', '389.790')
('389.910', '391.380')
('391.500', '392.670')
('393.450', '394.560')
('395.010', '396.570')
('397.140', '397.740')
('398.310', '402.120')
('402.120', '406.710')
('406.710', '408.210')
('408.330', '410.550')
('410.640', '413.640')
('414.090', '417.720')
('417.720', '419.910')
('420.030', '423.180')
('423.330', '424.230')
('424.380', '425.160')
('425.490', '429.210')
('429.360', '431.610')
('431.940', '435.330')
('435.810', '436.710')
('436.800', '438.210')
('438.600', '440.580')
('440.640', '443.040')
('443.160', '447.810')
('447.840', '449.040')
('449.040', '453.300')
('453.420', '454.800')
('455.190', '455.970')
('456.030', '457.620')
('458.100', '459.660')
('459.660', '460.950')
('461.310', '463.650')
('463.860', '466.590')
('466.650', '468.810')
('469.230', '469.920')
('469.920', '473.880')
('474.090', '475.200')

