('0.030', '30.840')
('30.930', '32.940')
('33.240', '45.030')
('45.030', '45.900')
('46.200', '49.320')
('49.320', '54.870')
('54.930', '59.430')
('59.550', '60.330')
('60.330', '63.000')
('63.000', '66.990')
('67.110', '68.490')
('68.580', '69.540')
('69.540', '72.720')
('72.810', '76.290')
('76.830', '78.660')
('79.410', '80.640')
('80.640', '82.200')
('82.470', '85.410')
('85.740', '89.130')
('89.130', '94.470')
('95.430', '98.520')
('98.550', '101.220')
('101.220', '101.910')
('102.000', '103.650')
('103.920', '106.680')
('106.830', '108.990')
('110.190', '111.180')
('111.210', '113.400')
('113.400', '116.580')
('117.330', '118.440')
('118.770', '122.070')
('122.340', '125.400')
('125.400', '126.270')
('126.570', '129.720')
('130.440', '131.250')
('131.250', '134.220')
('134.550', '136.170')
('136.320', '138.540')
('138.720', '141.750')
('142.140', '144.210')
('144.480', '145.770')
('145.890', '148.710')
('148.920', '150.210')
('150.210', '151.110')
('151.230', '153.810')
('153.870', '155.730')
('156.030', '156.690')
('156.960', '157.920')
('158.010', '158.670')
('158.730', '160.350')
('160.620', '162.990')
('163.050', '165.240')
('165.480', '166.560')
('166.830', '170.520')
('171.000', '173.970')
('174.720', '176.250')
('176.250', '177.270')
('177.390', '179.970')
('180.090', '180.690')
('180.750', '181.410')
('181.410', '182.520')
('182.520', '183.870')
('184.530', '185.340')
('185.400', '186.510')
('186.510', '189.720')
('189.930', '191.730')
('192.360', '193.230')
('193.380', '195.720')
('195.840', '196.740')
('196.860', '198.210')
('198.780', '199.980')
('200.580', '201.210')
('201.210', '201.930')
('202.380', '203.760')
('204.360', '206.850')
('206.910', '208.680')
('209.010', '209.670')
('210.000', '211.050')
('211.260', '212.160')
('212.310', '213.900')
('213.990', '218.400')
('218.400', '219.270')
('219.270', '222.390')
('222.840', '224.280')
('225.000', '230.160')
('230.370', '231.810')
('232.050', '234.510')
('234.570', '235.860')
('235.860', '236.940')
('237.120', '237.870')
('238.500', '240.750')
('241.920', '242.520')
('243.750', '245.250')
('245.550', '246.240')
('246.240', '248.940')
('249.120', '250.050')
('250.410', '252.270')
('252.360', '253.560')
('253.560', '254.160')
('254.310', '255.660')
('256.020', '259.440')
('259.920', '261.390')
('261.480', '262.560')
('262.830', '264.240')
('264.240', '265.890')
('266.280', '267.480')
('267.690', '269.130')
('269.760', '272.760')
('273.090', '274.530')
('274.740', '275.370')
('275.700', '277.620')
('277.920', '279.360')
('279.390', '280.110')
('280.110', '280.980')
('281.370', '282.360')
('282.480', '284.850')
('285.060', '287.460')
('287.730', '289.080')
('289.080', '289.710')
('290.250', '291.600')
('292.260', '293.220')
('293.700', '295.110')
('295.170', '295.770')
('296.070', '298.620')
('298.860', '303.060')
('303.090', '305.580')
('306.810', '310.620')
('310.620', '312.090')
('312.210', '313.050')
('313.230', '314.850')
('315.150', '316.470')
('316.560', '317.400')
('317.490', '318.120')
('318.630', '319.290')
('319.320', '321.570')
('321.630', '323.430')
('324.420', '325.470')
('325.530', '328.140')
('329.310', '330.450')
('331.080', '333.960')
('334.200', '337.440')
('337.770', '339.450')
('339.720', '340.920')
('340.920', '342.840')
('343.170', '344.310')
('344.370', '346.920')
('347.310', '348.930')
('349.200', '350.160')
('350.580', '352.290')
('352.380', '353.100')
('353.430', '357.000')
('357.180', '359.310')
('359.490', '360.330')
('360.390', '361.800')
('362.100', '363.510')
('363.510', '366.510')
('367.170', '368.280')
('368.340', '369.060')
('369.060', '369.720')
('369.870', '373.500')
('373.650', '374.820')
('374.910', '376.230')
('376.470', '377.790')
('378.240', '379.770')
('380.460', '381.930')
('382.170', '384.450')
('385.350', '387.150')
('387.990', '390.390')
('390.900', '393.300')
('393.480', '394.110')
('394.170', '396.030')
('396.150', '397.800')
('398.100', '398.700')
('398.820', '399.900')
('400.200', '402.090')
('402.150', '402.750')
('402.810', '404.460')
('404.490', '405.720')
('405.750', '406.710')
('407.040', '408.510')
('408.720', '410.670')
('410.850', '411.930')
('411.990', '414.240')
('415.050', '415.770')
('415.770', '417.810')
('417.930', '420.150')
('420.150', '422.550')
('422.610', '424.380')
('424.440', '425.610')
('425.880', '428.310')
('428.460', '431.040')
('431.130', '432.900')
('433.770', '437.520')
('438.930', '442.080')
('442.950', '446.190')
('446.190', '447.930')
('448.380', '449.520')
('451.530', '454.050')
('454.350', '455.970')
