('0.630', '5.490')
('5.520', '11.760')
('11.760', '13.380')
('13.770', '18.270')
('18.420', '19.770')
('19.770', '23.010')
('23.010', '23.880')
('24.090', '30.210')
('30.330', '32.130')
('32.130', '35.700')
('36.090', '39.390')
('39.390', '41.130')
('41.130', '43.110')
('43.290', '45.900')
('45.900', '46.740')
('46.740', '48.780')
('49.140', '52.470')
('52.470', '55.020')
('55.050', '59.040')
('59.040', '60.090')
('60.570', '64.950')
('64.980', '66.000')
('66.720', '69.210')
('69.210', '72.570')
('72.570', '75.330')
('75.330', '77.790')
('78.210', '79.920')
('79.980', '81.810')
('81.990', '84.720')
('84.960', '87.210')
('88.170', '88.770')
('88.830', '92.100')
('92.400', '94.890')
('95.640', '96.660')
('96.840', '98.100')
('98.160', '100.290')
('100.860', '105.090')
('105.150', '108.180')
('108.270', '109.830')
('110.340', '111.270')
('111.270', '114.060')
('114.420', '115.500')
('116.280', '117.300')
('117.360', '118.770')
('119.280', '121.080')
('121.890', '123.330')
('123.420', '124.200')
('124.950', '125.940')
('126.030', '127.290')
('129.240', '130.980')
('131.160', '132.360')
('132.420', '133.530')
('133.590', '134.490')
('135.450', '138.810')
('139.410', '140.940')
('141.870', '143.490')
('143.700', '144.450')
('144.660', '145.680')
('145.680', '146.520')
('146.880', '148.470')
('150.030', '150.690')
('150.690', '153.030')
('153.540', '154.710')
('155.040', '155.880')
('155.880', '157.110')
('157.380', '159.240')
('159.300', '160.590')
('161.220', '162.630')
('162.660', '163.260')
('163.260', '164.340')
('164.370', '165.720')
('165.720', '166.980')
('167.430', '168.660')
('168.930', '170.850')
('170.850', '172.440')
('172.440', '175.950')
('176.340', '177.810')
('179.010', '180.720')
('184.140', '185.250')
('187.530', '189.060')
('192.810', '194.130')
('194.220', '195.180')
('195.720', '196.860')
('196.950', '197.550')
('197.550', '198.270')
('198.270', '198.990')
('200.280', '201.750')
('201.930', '202.890')
('203.130', '204.540')
('204.540', '205.170')
('205.290', '206.580')
('207.390', '209.310')
('209.340', '210.060')
('210.150', '211.470')
('213.450', '215.010')
('215.010', '216.180')
('216.330', '217.920')
('218.220', '219.570')
('219.570', '220.290')
('220.620', '222.390')
('222.570', '224.100')
('224.760', '227.160')
('227.460', '228.750')
('229.740', '230.340')
('230.370', '232.440')
('232.770', '236.160')
('236.640', '239.370')
('239.430', '241.410')
('241.530', '242.430')
('242.580', '243.240')
('245.010', '246.660')
('246.930', '248.490')
('248.490', '249.630')
('249.630', '251.490')
('251.970', '253.140')
('253.320', '254.880')
('256.530', '258.270')
('258.420', '260.490')
('260.490', '261.870')
('261.870', '262.740')
('262.740', '265.110')
('265.920', '267.600')
('268.140', '269.160')
('269.490', '270.540')
('270.960', '271.770')
('271.770', '274.950')
('275.040', '275.940')
('277.320', '278.490')
('279.000', '280.320')
('280.410', '281.820')
('282.510', '283.290')
('283.650', '285.630')
('285.660', '286.800')
('287.730', '288.540')
('288.540', '289.320')
('289.350', '290.490')
('290.520', '291.420')
('292.170', '293.250')
('295.590', '296.190')
('296.280', '298.200')
('299.640', '300.870')
('300.870', '301.620')
('301.620', '302.430')
('305.970', '306.720')
('306.810', '307.410')
('307.470', '308.490')
('308.790', '310.140')
('311.160', '311.760')
('312.270', '313.140')
('314.190', '315.150')
('315.690', '316.710')
('316.710', '318.420')
('319.200', '320.160')
('320.670', '321.330')
('322.260', '322.920')
('323.070', '324.750')
('324.930', '325.530')
('325.800', '327.570')
('327.720', '328.860')
('328.860', '334.620')
('334.620', '335.370')
('335.550', '336.810')
('337.830', '338.700')
('339.870', '341.370')
('342.090', '343.440')
('343.770', '345.060')
('345.060', '346.020')
('346.470', '347.940')
('347.940', '349.740')
('350.070', '351.240')
('351.840', '352.620')
('353.760', '354.630')
('354.660', '355.380')
('355.680', '356.640')
('356.670', '357.870')
('357.930', '358.680')
('358.680', '360.090')
('360.690', '361.860')
('362.010', '363.210')
('364.200', '365.040')
('366.570', '367.680')
('368.310', '369.210')
('369.360', '370.350')
('372.000', '373.470')
('373.770', '374.370')
('374.430', '375.450')
('376.920', '377.730')
('377.730', '378.900')
('379.500', '381.300')
('381.420', '382.230')
('382.260', '383.460')
('383.910', '384.750')
('384.960', '386.400')
('387.030', '388.080')
('389.040', '390.270')
('390.330', '390.960')
('391.050', '392.040')
('393.630', '394.770')
('395.790', '397.080')
('398.820', '399.750')
('399.750', '401.340')
('401.970', '404.160')
('405.300', '406.170')
('407.160', '408.510')
('408.570', '409.620')
('409.620', '410.520')
('410.520', '411.900')
('412.260', '413.970')
('415.260', '415.920')
('415.980', '417.150')
('417.180', '417.930')
('418.290', '419.640')
('419.880', '420.720')
('421.650', '422.490')
('422.550', '423.510')
('423.660', '424.560')
('425.730', '427.110')
('430.020', '430.980')
('431.160', '432.240')
('432.480', '433.860')
('435.000', '436.710')
('437.160', '438.600')
('438.810', '439.500')
('439.590', '440.790')
('441.150', '441.750')
('441.960', '443.130')
('443.220', '443.820')
('444.930', '446.310')
('447.420', '448.980')
('449.100', '450.510')
('451.320', '452.250')
('453.360', '454.680')
('456.660', '457.380')
('458.490', '459.870')
('460.290', '461.100')
('461.370', '463.770')
('464.100', '465.510')
('465.690', '466.710')
('466.860', '467.730')
('468.090', '469.410')
('471.000', '471.990')
('472.710', '473.730')
('473.790', '475.050')
('476.100', '477.450')
('481.110', '482.760')
('485.310', '486.210')
('487.320', '488.520')
('488.520', '489.480')
('489.870', '491.610')
('491.610', '493.470')
('493.710', '494.490')
('494.700', '495.600')
('496.560', '497.700')
('498.150', '499.530')
('500.880', '501.810')
('502.830', '503.940')
('505.380', '506.130')
('508.770', '509.760')
('510.600', '512.460')
('512.460', '513.240')
('513.750', '515.130')
('515.340', '516.330')
