('1.350', '10.080')
('10.230', '42.180')
('42.180', '46.800')
('46.890', '47.700')
('47.850', '51.330')
('51.330', '53.460')
('53.670', '56.970')
('57.030', '60.660')
('61.020', '64.410')
('64.560', '66.540')
('66.660', '68.640')
('69.150', '74.220')
('75.030', '77.340')
('77.700', '78.720')
('78.720', '86.610')
('86.610', '92.550')
('92.550', '97.110')
('97.110', '102.570')
('102.630', '103.740')
('104.010', '106.020')
('106.110', '108.180')
('108.180', '112.560')
('112.830', '117.210')
('117.540', '120.150')
('120.150', '125.070')
('125.070', '128.100')
('128.190', '128.820')
('128.910', '132.090')
('132.540', '136.530')
('137.250', '139.410')
('139.620', '140.370')
('140.460', '143.400')
('143.700', '154.860')
('154.950', '156.180')
('156.360', '166.350')
('166.380', '167.520')
('167.670', '172.050')
('172.050', '176.940')
('177.630', '182.250')
('182.370', '187.500')
('187.980', '192.150')
('192.390', '194.370')
('194.370', '195.360')
('195.360', '197.640')

