('0.000', '2.760')
('3.870', '5.220')
('6.090', '7.800')
('8.940', '12.420')
('12.420', '14.490')
('14.640', '16.080')
('16.740', '19.350')
('19.980', '24.180')
('24.450', '25.560')
('25.710', '31.980')
('32.070', '33.240')
('34.080', '36.120')
('36.630', '37.890')
('38.010', '39.720')
('39.990', '41.430')
('41.670', '46.260')
('46.440', '49.350')
('49.410', '51.720')
('52.050', '53.700')
('53.730', '57.120')
('57.180', '58.320')
('58.350', '60.210')
('60.450', '62.610')
('63.150', '64.380')
('64.800', '66.360')
('66.450', '70.320')
('70.620', '73.200')
('73.380', '74.250')
('74.820', '79.170')
('79.380', '81.780')
('81.870', '84.510')
('84.510', '85.110')
('85.140', '88.020')
('88.320', '89.520')
('89.610', '91.380')
('92.040', '96.000')
('96.270', '98.190')
('98.430', '99.390')
('99.510', '100.770')
('100.800', '101.430')
('101.760', '105.420')
('105.750', '107.640')
('108.360', '109.890')
('110.430', '111.180')
('111.360', '113.340')
('113.640', '114.240')
('114.600', '115.800')
('116.520', '119.490')
('119.610', '121.020')
('121.380', '122.580')
('123.390', '124.260')
('124.410', '125.610')
('125.610', '126.390')
('126.960', '127.650')
('127.860', '129.390')
('129.630', '131.490')
('132.450', '133.560')
('133.590', '134.850')
('135.060', '136.950')
('136.950', '138.990')
('138.990', '139.740')
('139.830', '141.330')
('141.420', '143.610')
('144.090', '145.290')
('146.160', '148.680')
('150.330', '151.530')
('151.650', '153.300')
('154.800', '156.540')
('157.710', '158.880')
('158.940', '159.540')
('159.840', '160.800')
('161.040', '162.690')
('163.290', '165.060')
('165.270', '166.410')
('166.500', '168.090')
('168.180', '170.550')
('171.240', '172.650')
('172.650', '174.180')
('174.390', '175.650')
('175.950', '176.940')
('177.300', '178.320')
('178.590', '180.690')
('181.080', '184.590')
('184.980', '186.180')
('186.300', '187.020')
('187.290', '188.160')
('189.570', '192.060')
('193.440', '196.650')
('196.650', '198.060')
('198.540', '200.940')
('201.150', '202.860')
('202.860', '204.120')
('204.510', '207.300')
('207.960', '209.250')
('209.490', '210.600')
('211.080', '212.340')
('212.340', '212.940')
('213.000', '215.670')
('216.000', '217.830')
('217.950', '221.550')
('222.510', '224.190')
('224.190', '225.420')
('225.900', '227.760')
('227.760', '229.410')
('229.500', '231.150')
('231.150', '231.840')
('232.650', '234.030')
('234.300', '235.440')
('235.710', '238.290')
('238.530', '239.490')
('239.790', '243.330')
('244.170', '245.910')
('246.030', '248.010')
('248.040', '249.180')
('249.630', '250.830')
('251.550', '252.480')
('253.170', '254.070')
('254.220', '257.670')
('258.300', '260.190')
('260.220', '261.450')
('261.510', '263.070')
('263.430', '264.270')
('264.390', '267.360')
('267.570', '269.520')
('270.540', '272.310')
('272.700', '274.320')
('274.320', '277.080')
('277.080', '278.820')
('279.510', '280.950')
('281.040', '282.090')
('282.720', '283.710')
('284.100', '285.330')
('285.540', '287.910')
('288.030', '289.440')
('289.680', '291.210')
('291.600', '292.560')
('292.560', '295.230')
('295.440', '297.630')
('297.750', '299.700')
('299.970', '301.800')
('301.980', '304.530')
('304.800', '306.030')
('306.270', '307.650')
('308.550', '309.270')
('309.510', '310.800')
('311.310', '313.020')
('313.320', '314.370')
('314.730', '316.350')
('316.590', '317.790')
('317.850', '318.540')
('318.570', '319.980')
('320.100', '320.730')
('321.030', '323.160')
('323.520', '324.630')
('324.870', '326.280')
('326.370', '327.840')
('327.900', '329.100')
('329.250', '330.180')
('330.180', '331.980')
('332.520', '333.660')
('333.900', '336.000')
('336.150', '337.170')
('337.920', '340.560')
('340.560', '341.730')
('341.910', '344.400')
('344.730', '345.900')
('346.470', '348.930')
('348.930', '349.530')
('349.590', '351.720')
('352.080', '354.990')
('355.410', '357.720')
('357.930', '358.890')
('358.890', '360.780')
('360.960', '362.550')
('362.730', '363.360')
('363.510', '365.640')
('366.000', '367.050')
('367.980', '370.320')
('370.800', '372.150')
('372.540', '373.140')
('373.350', '374.370')
('374.430', '375.690')
('375.990', '377.730')
('377.940', '382.050')
('382.050', '383.880')
('384.240', '385.980')
('386.310', '387.780')
('388.860', '390.930')
('391.350', '392.460')
('392.730', '394.890')
('395.820', '397.620')
('397.680', '399.510')
