('0.000', '6.030')
('10.560', '11.700')
('11.790', '14.400')
('14.400', '16.140')
('16.260', '19.080')
('19.080', '21.180')
('21.510', '22.470')
('22.470', '23.730')
('23.730', '25.020')
('25.050', '26.340')
('26.940', '27.840')
('28.230', '29.250')
('29.250', '30.270')
('30.300', '32.610')
('33.540', '38.460')
('38.460', '42.030')
('42.450', '45.060')
('45.060', '47.550')
('47.550', '48.630')
('48.960', '51.630')
('51.660', '54.390')
('54.390', '56.850')
('57.540', '62.490')
('63.150', '65.610')
('65.670', '68.100')
('68.220', '75.510')
('75.510', '79.770')
('79.830', '81.930')
('82.200', '83.820')
('84.090', '86.130')
('86.490', '87.960')
('87.960', '91.800')
('91.800', '93.450')
('93.660', '94.740')
('94.740', '96.120')
('96.210', '97.290')
('97.470', '99.390')
('99.570', '100.230')
('100.230', '102.690')
('103.080', '106.530')
('106.530', '109.740')
('109.950', '118.410')
('118.920', '122.340')
('122.700', '124.980')
('125.850', '129.750')
('129.750', '131.940')
('132.060', '134.130')
('134.130', '136.320')
('136.320', '138.390')
('138.720', '141.870')
('141.870', '142.890')
('142.890', '143.790')
('144.210', '146.430')
('146.490', '147.690')
('147.690', '149.580')
('149.640', '150.510')
('150.930', '154.200')
('154.380', '158.580')
('159.300', '160.020')
('160.110', '162.750')
('162.990', '164.400')
('164.430', '167.100')
('167.490', '169.980')
('170.100', '171.450')
('171.480', '173.880')
('174.330', '175.470')
('175.800', '179.700')
('179.730', '182.100')
('182.100', '184.530')
('185.100', '193.110')
('193.200', '195.360')
('195.390', '197.070')
('197.130', '198.660')
('198.750', '202.260')
('202.350', '203.880')
('204.420', '205.320')
('205.380', '208.530')
('208.530', '212.550')
('212.670', '215.280')
('215.520', '220.350')
('220.380', '221.940')
('221.940', '223.740')
('223.740', '226.140')
('226.350', '228.720')
('229.230', '229.860')
('229.860', '232.980')
('233.340', '235.620')
('235.650', '237.000')
('237.000', '238.560')
('238.950', '239.790')
('239.970', '241.080')
('241.170', '242.160')
('242.370', '244.980')
('245.250', '248.130')
('248.280', '249.810')
('250.110', '253.590')
('253.590', '255.720')
('255.780', '257.400')
('257.400', '260.190')
('260.190', '263.970')
('264.120', '272.550')
('272.550', '274.110')
('274.410', '275.910')
('276.180', '281.610')
('281.670', '284.220')
('284.370', '285.330')
('285.330', '287.160')
('287.310', '289.350')
('289.470', '291.510')
('291.510', '293.910')
('294.270', '295.320')
('295.320', '298.650')
('299.610', '301.650')
('302.490', '303.630')
('303.630', '304.650')
('304.680', '306.000')
('306.210', '307.440')
('307.470', '308.460')
('308.910', '309.930')
('309.930', '313.710')
('314.040', '317.070')
('317.070', '321.390')
('321.390', '322.530')
('322.740', '324.600')
('324.630', '325.920')
('326.010', '327.780')
('327.870', '328.530')
('328.740', '329.760')
('329.820', '331.440')
('331.890', '332.850')
('332.850', '333.990')
('334.770', '335.760')
('335.820', '337.140')
('337.320', '338.820')
('338.820', '340.290')
('340.320', '341.850')
('342.300', '343.170')
('343.410', '347.040')
('347.040', '348.930')
('349.170', '356.250')
('356.250', '357.660')
('357.960', '363.060')
('363.240', '365.790')
('365.940', '367.770')
('367.920', '376.230')
('376.350', '379.410')
('379.500', '382.050')
('382.410', '383.790')
('383.790', '385.350')
('385.710', '387.480')
('387.540', '388.620')
('388.770', '390.180')
('390.180', '391.050')
('391.500', '392.460')
('392.460', '394.350')
('394.650', '397.770')
('398.010', '399.660')
('399.690', '403.890')
('403.890', '406.470')
('406.590', '407.790')
('407.790', '414.450')
('414.540', '416.190')

