('0.000', '2.760')
('3.870', '5.220')
('5.880', '8.760')
('9.060', '10.080')
('10.080', '11.130')
('11.190', '12.870')
('13.290', '14.010')
('14.520', '18.810')
('18.840', '20.400')
('20.400', '22.350')
('22.410', '26.190')
('26.520', '28.110')
('28.770', '31.170')
('31.350', '32.910')
('32.940', '35.220')
('35.520', '36.570')
('36.780', '37.980')
('38.100', '39.300')
('39.450', '40.890')
('41.730', '42.510')
('42.600', '45.720')
('46.200', '47.940')
('48.060', '48.990')
('49.200', '50.250')
('50.250', '50.850')
('51.120', '53.370')
('53.580', '54.750')
('54.780', '56.190')
('56.250', '59.820')
('60.270', '63.030')
('63.210', '63.930')
('64.410', '66.900')
('66.990', '69.480')
('69.960', '71.670')
('72.120', '72.900')
('73.140', '74.430')
('74.430', '76.320')
('76.530', '78.330')
('79.200', '81.270')
('81.600', '85.830')
('86.430', '88.470')
('88.560', '90.120')
('90.330', '92.640')
('92.970', '95.340')
('95.850', '98.700')
('98.910', '100.500')
('102.330', '103.500')
('103.560', '105.390')
('106.440', '107.220')
('107.760', '109.620')
('109.740', '112.920')
('113.010', '115.350')
('115.590', '118.110')
('118.290', '120.030')
('120.240', '123.660')
('124.590', '125.820')
('125.880', '127.320')
('127.380', '129.570')
('129.750', '131.850')
('131.880', '132.720')
('132.810', '134.010')
('134.040', '135.750')
('136.470', '138.030')
('138.210', '139.830')
('140.130', '143.070')
('143.550', '145.380')
('145.500', '146.220')
('146.760', '149.760')
('150.570', '151.830')
('152.220', '153.180')
('153.420', '154.740')
('154.740', '156.090')
('156.390', '158.280')
('158.640', '162.270')
('162.510', '164.190')
('164.460', '169.200')
('169.200', '171.630')
('171.750', '172.590')
('172.740', '174.810')
('175.140', '177.090')
('177.540', '179.100')
('179.910', '180.660')
('180.750', '182.340')
('182.400', '183.450')
('184.260', '185.760')
('185.820', '186.720')
('187.290', '188.280')
('188.580', '191.490')
('192.000', '193.290')
('193.620', '194.280')
('194.820', '197.430')
('197.610', '199.140')
('199.530', '201.240')
('201.630', '203.130')
('203.190', '204.060')
('204.270', '205.260')
('205.500', '206.520')
('206.700', '207.690')
('207.900', '209.460')
('209.460', '211.920')
('212.400', '213.930')
('215.160', '217.290')
('217.620', '218.220')
('218.460', '219.570')
('220.320', '221.610')
('223.110', '224.790')
('225.390', '227.520')
('228.090', '229.020')
('229.020', '229.950')
('230.550', '231.300')
('231.390', '233.640')
('234.090', '235.170')
('235.170', '236.190')
('236.280', '238.560')
('238.800', '242.010')
('242.460', '244.200')
('244.320', '245.610')
('246.000', '247.770')
('247.860', '249.540')
('249.780', '251.910')
('252.270', '253.740')
('254.130', '255.030')
('255.060', '257.460')
('258.060', '259.890')
('260.430', '261.330')
('261.330', '262.860')
('264.510', '267.000')
('267.000', '267.600')
('267.720', '268.830')
('269.220', '271.230')
('271.620', '273.210')
('273.270', '274.320')
('274.500', '275.160')
('275.250', '277.650')
('278.160', '280.350')
('281.010', '282.510')
('283.410', '285.750')
('286.170', '287.610')
('287.610', '288.660')
('289.620', '291.780')
('293.430', '294.720')
('294.960', '296.130')
('296.130', '297.000')
('298.110', '299.130')
('299.640', '300.870')
('301.260', '302.760')
('302.820', '303.720')
('305.520', '306.120')
('306.180', '308.940')
('309.540', '310.920')
('311.850', '312.930')
('313.860', '314.460')
('314.460', '316.800')
('317.520', '319.320')
('320.100', '320.850')
('320.910', '322.440')
('324.240', '326.010')
('327.810', '330.570')
('331.020', '332.280')
('332.520', '334.830')
('334.920', '335.880')
('336.570', '338.040')
('338.040', '339.720')
('339.720', '340.500')
('341.160', '342.000')
('342.180', '343.530')
('344.490', '347.460')
('348.120', '349.740')
('350.340', '351.600')
('352.050', '353.010')
('353.220', '354.240')
('357.180', '358.800')
('359.400', '361.680')
('362.220', '363.450')
('363.810', '365.580')
('366.810', '368.550')
('369.810', '371.430')
('371.700', '374.760')
('375.030', '375.810')
('375.870', '377.400')
('377.520', '379.050')
('381.120', '383.100')
('385.530', '386.850')
('387.450', '389.550')
('389.760', '391.110')
('391.980', '393.450')
('394.110', '394.770')
('394.830', '396.150')
('396.150', '397.020')
('397.170', '397.830')
('398.250', '399.360')
('399.510', '401.520')
('401.880', '403.320')
('404.220', '406.890')
('407.490', '409.110')
('409.590', '411.870')
('412.080', '412.770')
('413.220', '415.050')
('415.080', '415.770')
('416.460', '417.480')
('417.570', '419.970')
('420.360', '422.730')
('423.210', '424.440')
('424.740', '426.540')
('426.990', '427.950')
('429.240', '429.840')
('432.510', '433.110')
('433.410', '434.190')

