('0.000', '2.760')
('3.870', '5.220')
('5.850', '8.340')
('8.340', '14.610')
('15.240', '18.060')
('18.060', '19.680')
('19.830', '23.160')
('23.700', '29.490')
('29.550', '30.480')
('30.570', '32.040')
('32.940', '37.500')
('37.560', '40.140')
('40.140', '41.760')
('42.300', '43.980')
('44.640', '47.220')
('47.580', '50.220')
('50.280', '51.060')
('51.390', '56.190')
('56.220', '59.040')
('60.060', '64.650')
('65.130', '68.460')
('69.030', '71.790')
('71.880', '72.990')
('74.880', '76.500')
('77.700', '79.020')
('79.470', '81.480')
('81.600', '82.560')
('83.280', '85.530')
('86.160', '88.260')
('89.070', '90.360')
('91.380', '92.730')
('92.730', '94.770')
('94.770', '96.600')
('96.600', '98.280')
('99.090', '100.200')
('100.350', '105.150')
('105.150', '107.490')
('107.700', '108.480')
('108.690', '109.830')
('109.830', '113.220')
('113.550', '114.960')
('115.800', '118.200')
('118.800', '120.420')
('121.110', '122.730')
('123.270', '124.770')
('124.770', '125.790')
('126.210', '127.500')
('127.980', '129.600')
('130.020', '130.740')
('130.830', '131.610')
('131.760', '133.230')
('134.070', '136.440')
('136.500', '138.330')
('139.110', '140.010')
('140.010', '140.790')
('140.790', '142.950')
('143.130', '143.760')
('144.150', '145.470')
('146.730', '148.500')
('148.860', '149.820')
('150.750', '152.880')
('153.150', '153.990')
('155.160', '155.760')
('155.760', '156.900')
('157.170', '157.830')
('158.040', '159.360')
('160.170', '161.850')
('163.470', '164.670')
('165.810', '166.740')
('167.760', '168.480')
('168.540', '169.380')
('170.100', '171.900')
('175.170', '176.400')
('177.780', '179.010')
('179.070', '181.440')
('182.700', '183.930')
('184.080', '185.130')
('185.400', '187.230')
('187.560', '188.550')
('190.980', '191.910')
('194.550', '195.720')
('197.100', '198.030')
('198.360', '199.110')
('199.350', '200.670')
('202.710', '203.310')
('203.310', '203.970')
('204.060', '205.050')
('205.710', '206.610')
('206.610', '208.680')
('208.680', '209.640')
('211.140', '212.280')
('213.810', '214.710')
('215.490', '218.730')
('218.730', '219.600')
('221.880', '222.750')
('223.800', '225.030')
('226.080', '227.040')
('227.400', '228.240')
('228.600', '229.410')
('230.220', '231.060')
('231.960', '232.860')
('233.880', '234.480')
('235.560', '237.030')
('238.500', '239.100')
('239.100', '239.820')
('241.770', '242.670')
('243.210', '244.440')
('247.290', '248.190')
('252.600', '253.200')
('255.600', '258.090')
('258.960', '260.010')
('261.210', '262.020')
('262.590', '265.770')
('266.460', '267.480')
('269.280', '271.320')
('272.760', '273.870')
('278.250', '280.920')
('281.100', '282.060')
('284.880', '285.930')
('287.310', '288.240')
('290.940', '291.870')
('294.390', '295.290')
('296.280', '297.060')
('298.020', '298.980')
('300.390', '301.500')
('302.400', '303.630')
('303.630', '304.260')
('304.470', '305.070')
('306.270', '306.870')

