('7.230', '9.180')
('9.180', '11.160')
('11.160', '12.390')
('12.600', '15.810')
('16.020', '17.640')
('17.670', '18.810')
('18.810', '23.160')
('23.940', '28.920')
('28.950', '30.750')
('30.750', '32.160')
('32.400', '35.430')
('35.520', '37.200')
('37.290', '39.150')
('39.150', '39.990')
('39.990', '45.210')
('45.270', '45.870')
('46.170', '50.070')
('50.100', '53.700')
('53.820', '56.880')
('56.940', '58.380')
('58.560', '59.160')
('59.190', '61.200')
('61.200', '62.400')
('62.400', '68.220')
('68.250', '69.270')
('69.480', '70.410')
('70.410', '75.840')
('75.840', '76.560')
('77.010', '77.970')
('77.970', '78.690')
('78.720', '81.060')
('81.060', '82.890')
('83.370', '87.750')
('88.050', '89.850')
('90.030', '93.060')
('93.690', '95.430')
('96.090', '98.490')
('98.550', '99.420')
('99.420', '100.530')
('100.530', '102.270')
('102.960', '103.920')
('104.520', '106.140')
('106.170', '107.850')
('107.940', '108.840')
('108.960', '110.670')
('110.850', '113.160')
('113.580', '114.780')
('114.990', '117.630')
('117.990', '119.550')
('119.550', '121.260')
('121.350', '122.790')
('122.940', '124.170')
('124.170', '124.980')
('124.980', '126.660')
('126.930', '128.070')
('128.280', '130.050')
('130.050', '131.280')
('131.280', '132.660')
('133.470', '134.340')
('134.340', '135.630')
('135.990', '136.620')
('136.680', '139.200')
('141.000', '142.950')
('143.220', '145.560')
('147.390', '149.640')
('150.210', '151.170')
('151.260', '152.370')
('152.580', '154.260')
('155.220', '156.390')
('156.810', '157.980')
('158.250', '159.540')
('160.320', '161.130')
('161.130', '164.070')
('164.310', '165.330')
('165.330', '166.110')
('166.350', '167.850')
('168.090', '170.370')
('171.060', '172.140')
('172.440', '173.370')
('173.370', '174.330')
('175.740', '176.580')
('176.580', '177.930')
('177.930', '179.310')
('179.580', '181.950')
('182.460', '184.920')
('184.950', '185.610')
('185.790', '187.320')
('187.680', '188.910')
('189.030', '190.050')
('190.140', '191.160')
('191.910', '197.310')
('197.970', '199.260')
('200.670', '201.780')
('202.200', '203.550')
('204.000', '204.990')
('205.080', '207.990')
('208.710', '210.690')
('211.560', '214.230')
('214.350', '215.490')
('216.690', '218.370')
('218.490', '219.960')
('220.620', '221.850')
('222.570', '224.010')
('224.130', '225.090')
('225.240', '228.480')
('228.960', '230.970')
('231.060', '232.140')
('232.200', '232.800')
('233.100', '234.150')
('234.240', '235.410')
('235.410', '236.250')
('236.310', '237.630')
('239.310', '239.910')
('240.870', '242.250')
('244.740', '245.430')
('245.430', '246.540')
('246.720', '247.860')
('248.700', '249.660')
('250.140', '251.370')
('251.370', '252.450')
('252.810', '254.160')
('254.160', '255.270')
('255.420', '256.680')
('257.520', '258.420')
('258.630', '259.890')
('262.050', '263.190')
('263.790', '264.630')
('264.900', '265.830')
('265.980', '266.580')
('266.730', '269.130')
('269.130', '270.300')
('270.480', '271.560')
('273.510', '274.530')
('275.010', '276.060')
('277.500', '278.310')
('278.460', '280.950')
('280.950', '283.230')
('283.590', '285.030')
('285.300', '287.010')
('287.280', '289.290')
('289.770', '291.660')
('291.780', '293.910')
('294.000', '295.710')
('295.710', '296.460')
('297.060', '297.900')
('299.340', '300.030')
('300.420', '301.560')
('301.770', '302.490')
('302.490', '304.620')
('304.710', '306.030')
('306.510', '307.500')
('307.800', '308.400')
('308.970', '309.570')
('309.600', '310.740')
('311.100', '312.030')
('313.800', '314.910')

