('0.030', '14.460')
('14.790', '17.520')
('17.520', '19.830')
('19.890', '24.690')
('24.750', '27.840')
('27.840', '29.730')
('30.000', '31.860')
('31.890', '34.650')
('34.920', '37.500')
('38.160', '40.110')
('40.710', '43.140')
('43.620', '45.720')
('46.620', '49.110')
('50.340', '51.060')
('53.550', '54.510')
('56.010', '57.150')
('57.720', '59.340')
('62.460', '63.690')
('64.770', '67.050')
('70.260', '71.520')
('71.940', '73.380')
('74.310', '75.150')
('75.240', '78.720')
('78.720', '80.970')
('81.870', '83.940')
('85.230', '85.950')
('86.160', '87.060')
('87.270', '89.340')
('89.790', '91.530')
('92.130', '93.690')
('94.680', '95.520')
('96.630', '97.260')
('97.500', '99.360')
('99.540', '100.770')
('100.770', '101.370')
('101.550', '102.480')
('102.930', '104.970')
('105.330', '106.620')
('106.620', '109.140')
('113.580', '114.660')
('115.350', '118.140')
('119.400', '120.180')
('120.420', '121.860')
('123.030', '123.750')
('123.930', '126.840')
('127.470', '128.160')
('128.400', '130.110')
('133.290', '134.400')
('137.130', '138.030')
('138.300', '139.110')
('139.530', '141.000')
('141.690', '142.470')
('143.610', '145.890')
('146.070', '146.700')
('147.090', '147.810')
('149.970', '150.750')
('154.020', '154.800')
('155.580', '158.790')
('159.630', '160.620')
('160.710', '162.150')
('163.170', '163.980')
('164.040', '165.060')
('165.390', '168.210')
('168.810', '170.610')
('171.390', '172.140')
('172.350', '173.790')
('174.390', '175.500')
('177.510', '178.890')
('179.520', '180.450')
('180.570', '181.380')
('182.130', '182.760')
('182.880', '184.230')
('184.710', '185.490')
('186.990', '191.490')
('191.670', '192.840')
('193.200', '193.830')
('194.040', '197.430')
('197.460', '198.480')
('198.930', '199.740')
('202.020', '202.650')
('202.950', '203.550')
('205.920', '206.670')
('208.440', '209.580')
('210.240', '211.710')
('212.700', '213.300')
('214.320', '215.130')
('215.340', '216.180')
('216.450', '217.920')
('219.090', '219.690')
('219.690', '220.920')
('224.580', '226.050')
('226.050', '227.760')
('228.840', '229.440')
('230.550', '231.420')
('232.260', '233.730')
('233.730', '236.310')
('236.490', '238.290')
('238.740', '239.850')
('240.120', '240.990')
