('0.000', '14.250')
('14.250', '16.080')
('16.080', '17.640')
('17.640', '23.880')
('23.880', '30.750')
('30.780', '35.250')
('35.700', '41.220')
('41.580', '45.900')
('45.900', '49.470')
('49.470', '53.310')
('53.310', '61.950')
('61.950', '73.020')
('73.050', '79.260')
('79.260', '84.360')
('84.420', '88.980')
('89.010', '94.470')
('94.470', '98.190')
('98.190', '108.270')
('108.270', '111.330')
('111.600', '121.290')
('121.290', '123.210')
('123.210', '129.210')
('129.360', '141.900')
('142.170', '143.430')
('143.460', '148.110')
('148.110', '160.950')
('161.160', '162.990')
('162.990', '173.070')
('173.070', '176.490')
('176.580', '181.230')
('181.230', '191.160')
('191.160', '193.440')
('193.440', '196.830')
('196.830', '201.990')
('202.290', '204.270')
('204.270', '210.690')
('210.960', '214.200')
('214.230', '222.780')
('222.840', '224.850')
('224.970', '227.610')
('227.610', '235.020')
('235.110', '237.600')
('237.600', '239.040')
('239.040', '241.920')
('242.070', '252.870')
('253.080', '255.330')
('255.330', '258.270')
('258.270', '259.320')
('259.470', '268.380')
('268.470', '277.980')
('277.980', '282.090')
('282.120', '283.470')
('283.470', '293.520')
('293.520', '296.010')
('296.160', '297.750')
('297.750', '298.800')
('298.830', '301.350')
('301.470', '302.220')
('302.250', '305.820')
('305.820', '307.050')
('307.050', '313.980')
('314.250', '315.750')
('315.750', '323.940')
('324.210', '327.330')
('327.330', '330.450')
('330.870', '331.950')

