('0.210', '19.260')
('19.680', '23.940')
('23.940', '26.130')
('26.130', '31.500')
('31.500', '45.150')
('45.150', '45.810')
('45.810', '47.730')
('47.760', '54.030')
('54.030', '56.250')
('56.250', '59.130')
('59.130', '61.860')
('61.860', '66.690')
('66.690', '69.690')
('69.690', '70.740')
('70.740', '72.270')
('72.270', '73.200')
('73.200', '77.310')
('77.310', '79.110')
('79.110', '81.270')
('81.270', '83.580')
('83.670', '86.370')
('86.370', '93.690')
('93.960', '94.650')
('94.650', '105.780')
('106.260', '107.250')
('107.280', '108.780')
('108.810', '112.320')
('112.680', '113.880')
('114.090', '119.100')
('119.100', '123.060')
('123.150', '124.560')
('125.190', '127.860')
('127.980', '129.030')
('129.060', '134.430')
('134.430', '135.630')
('136.590', '138.840')
('138.930', '140.250')
('140.370', '142.800')
('142.950', '148.710')
('149.550', '150.810')
('150.810', '152.160')
('152.700', '154.770')
('154.800', '156.360')
('156.600', '159.630')
('159.660', '161.040')
('161.370', '164.820')
('164.820', '166.440')
('167.160', '168.450')
('168.570', '170.160')
('170.670', '172.980')
('173.130', '174.720')
('174.810', '176.340')
('177.210', '179.400')
('179.400', '180.180')
('180.180', '182.190')
('182.250', '183.690')
('184.020', '185.400')
('185.700', '187.260')
('187.320', '191.280')
('191.340', '193.380')
('193.410', '196.740')
('196.740', '199.050')
('199.080', '201.930')
('202.110', '208.380')
('208.380', '209.430')
('209.490', '210.720')
('211.050', '212.100')
('212.850', '213.510')
('213.570', '215.250')
('215.550', '218.130')
('218.130', '219.840')
('220.140', '220.800')
('220.800', '221.460')
('221.550', '222.810')
('222.810', '225.330')
('225.540', '226.140')
('226.290', '229.080')
('229.890', '231.900')
('232.140', '232.830')
('233.010', '238.860')
('239.490', '240.720')
('241.380', '242.310')
('242.310', '244.110')
('244.110', '246.270')
('246.630', '247.680')
('247.800', '248.700')
('249.990', '250.800')
('252.660', '254.520')
('255.120', '255.960')
('256.890', '257.940')
('257.940', '258.930')
('259.110', '260.370')
('261.300', '261.960')
('262.350', '263.610')
('266.580', '267.600')
('268.860', '270.030')
('270.510', '274.020')
('275.130', '277.590')
('278.430', '280.140')
('280.530', '281.760')
('281.940', '282.840')
('284.190', '285.810')
('286.620', '288.330')
('288.330', '289.590')
('289.800', '291.570')
('291.600', '293.550')
('294.090', '295.560')
('296.430', '298.770')
('298.890', '300.720')
('301.260', '302.730')
('303.990', '305.430')
('305.430', '306.570')
('307.050', '309.600')
('310.350', '311.220')
('311.250', '314.370')
('314.970', '317.130')

