('1.290', '2.670')
('2.910', '3.840')
('3.930', '5.730')
('5.730', '7.950')
('8.850', '9.810')
('10.860', '14.880')
('15.390', '16.890')
('17.850', '19.740')
('20.100', '22.830')
('23.130', '27.270')
('28.290', '29.460')
('29.460', '32.760')
('33.240', '34.650')
('34.980', '36.270')
('36.660', '38.850')
('39.780', '43.590')
('44.220', '47.100')
('47.460', '48.900')
('49.080', '50.250')
('50.430', '53.610')
('54.000', '56.460')
('57.240', '60.240')
('60.780', '61.680')
('61.830', '63.630')
('64.350', '65.370')
('65.400', '68.280')
('69.360', '73.410')
('73.710', '76.890')
('77.010', '78.720')
('79.590', '81.840')
('82.320', '83.250')
('83.910', '88.770')
('89.310', '94.650')
('95.070', '96.570')
('97.020', '100.440')
('100.440', '103.650')
('103.680', '107.430')
('107.430', '109.620')
('110.340', '112.950')
('113.490', '117.600')
('117.810', '119.490')
('119.580', '121.170')
('122.730', '126.570')
('127.020', '129.150')
('129.360', '133.320')
('133.500', '134.820')
('135.690', '141.450')
('141.840', '144.120')
('144.390', '145.470')
('146.400', '149.010')
('149.550', '153.900')
('154.590', '157.350')
('157.710', '159.030')
('159.090', '162.360')
('162.420', '164.880')
('165.330', '167.040')
('168.420', '173.100')
('173.700', '175.170')
('175.440', '178.200')
('179.400', '181.470')
('182.100', '183.900')
('184.170', '188.460')
('189.450', '192.330')
('192.450', '196.650')
('197.370', '200.730')
('200.730', '202.020')
('202.110', '204.270')
('204.690', '206.340')
('206.820', '209.460')
('209.910', '211.410')
('212.190', '215.790')
('215.910', '217.620')
('217.800', '221.640')
('221.700', '223.650')
('224.220', '225.540')
('226.080', '227.760')
('227.760', '229.650')
('230.160', '231.480')
('231.780', '233.880')
('234.420', '236.100')
('236.670', '240.150')
('240.570', '247.170')
('248.010', '251.910')
('253.320', '254.790')
('255.660', '258.570')
('259.830', '264.840')
('264.930', '266.400')
('266.400', '267.660')
('267.930', '268.530')
('268.830', '269.610')

