('0.000', '14.430')
('14.910', '16.440')
('16.440', '18.360')
('18.690', '19.680')
('21.060', '21.930')
('22.230', '23.670')
('23.850', '27.300')
('27.660', '31.560')
('32.520', '35.520')
('36.030', '38.700')
('39.750', '40.470')
('40.470', '41.280')
('42.510', '46.170')
('46.860', '48.270')
('48.360', '51.870')
('51.930', '53.700')
('54.150', '57.660')
('57.840', '59.880')
('60.120', '62.790')
('63.180', '64.440')
('65.460', '69.330')
('69.570', '72.270')
('72.390', '73.620')
('74.130', '75.030')
('75.510', '76.110')
('76.290', '78.930')
('78.930', '80.340')
('80.490', '83.520')
('83.640', '84.930')
('85.230', '86.250')
('86.250', '87.180')
('87.360', '89.130')
('89.340', '90.030')
('91.020', '92.280')
('92.490', '93.150')
('93.150', '93.900')
('94.830', '96.990')
('97.500', '99.990')
('100.020', '102.510')
('102.600', '103.410')
('103.470', '104.760')
('105.210', '107.250')
('107.430', '109.560')
('110.550', '112.140')
('112.680', '115.440')
('116.550', '120.300')
('120.690', '121.980')
('122.580', '124.620')
('124.860', '125.580')
('126.450', '130.890')
('131.340', '133.740')
('135.060', '135.750')
('136.320', '137.760')
('138.150', '138.870')
('138.870', '141.420')
('142.200', '143.880')
('144.390', '144.990')
('144.990', '147.630')
('147.690', '151.950')
('152.130', '153.480')
('154.080', '158.910')
('159.720', '162.210')
('162.630', '163.710')
('164.070', '165.990')
('165.990', '167.130')
('167.280', '174.960')
('175.770', '177.750')
('178.440', '181.680')
('182.310', '183.720')
('183.750', '184.890')
('186.060', '188.070')
('188.070', '190.620')
('190.830', '192.450')
('192.540', '196.170')
('196.470', '197.160')
('197.490', '200.850')
('200.970', '201.690')
('201.840', '204.900')
('205.020', '206.490')
('206.880', '207.690')
('207.960', '209.580')
('209.580', '210.570')
('210.660', '212.490')
('212.490', '213.210')
('214.110', '217.260')
('217.800', '218.970')
('218.970', '219.900')
('219.960', '221.730')
('221.730', '223.710')
('224.670', '226.860')
('227.220', '231.000')
('231.000', '231.870')
('232.650', '233.430')
('234.450', '236.580')
('236.670', '238.530')
('238.770', '239.520')
('239.520', '240.150')
('240.180', '241.410')
('241.410', '242.010')
('242.310', '243.570')
('243.750', '246.630')
('246.840', '247.530')
('248.550', '250.830')
('250.860', '253.950')
('254.400', '255.570')
('255.570', '257.640')
('257.700', '260.730')
('260.820', '261.420')
('261.870', '266.280')
('266.280', '267.270')
('267.300', '269.040')
('269.340', '269.970')
('269.970', '270.570')
('270.660', '272.310')
('272.490', '274.050')
('274.050', '275.700')
('276.060', '278.970')
('278.970', '279.900')
('279.900', '284.610')
('285.270', '287.280')
('287.490', '289.470')
('290.250', '294.450')
('294.570', '297.180')
('297.180', '298.230')
('298.230', '299.580')
('299.580', '300.690')
('300.840', '302.130')
('302.160', '304.950')
('305.160', '307.080')
('307.140', '308.430')
('308.850', '312.030')
('312.090', '313.830')
('314.370', '315.870')
('315.870', '316.800')
('316.800', '318.570')
('318.930', '319.680')
('320.700', '321.480')
('321.570', '322.560')
('322.650', '323.730')
('324.360', '325.530')
('325.680', '326.280')
('326.550', '330.510')
('331.320', '333.450')
('333.450', '334.890')
('334.950', '336.900')
('336.990', '339.870')
('340.140', '341.280')
('341.760', '344.910')
('345.120', '346.380')
('346.500', '347.910')
('349.650', '350.820')
('350.820', '351.810')
('351.810', '352.680')
('352.830', '353.460')
('353.490', '356.640')
('357.150', '357.870')
('358.260', '363.720')
('364.440', '369.180')
('369.240', '369.990')
('370.020', '371.700')
('371.820', '372.510')
('372.540', '373.140')
('373.830', '376.470')
('376.620', '378.390')
('378.840', '379.620')
('379.770', '381.570')
('381.780', '383.670')
('384.270', '385.710')
('385.860', '387.300')
('387.870', '389.040')
('389.040', '391.650')
('391.860', '393.480')
('394.290', '396.930')
('397.140', '401.220')
('401.640', '403.380')
('404.100', '405.540')
('405.630', '408.090')
('408.240', '409.020')
('409.680', '412.800')
('412.800', '414.000')
('414.000', '416.100')
('416.130', '419.040')
('419.250', '422.490')
('422.640', '424.020')
('425.310', '426.570')
('427.020', '428.370')
('428.610', '430.110')
('430.200', '431.400')
('431.580', '434.370')
('434.640', '435.990')
('435.990', '436.740')
('439.020', '440.250')
('441.300', '442.590')
('442.890', '445.020')
('445.170', '445.950')
('446.100', '449.100')
('449.100', '450.870')
('451.050', '452.730')
('453.180', '456.000')
('457.200', '459.570')
('459.690', '460.620')
('460.620', '461.640')
('461.910', '465.150')
('465.750', '467.340')
('467.610', '469.290')
('469.830', '470.640')
('472.440', '474.480')
('475.380', '477.600')
('477.780', '478.980')
('479.970', '481.350')
('481.440', '483.780')
('483.930', '484.530')
('485.040', '486.210')
('486.360', '487.710')
('488.190', '490.740')
('491.280', '492.120')
('493.620', '496.260')
('496.350', '496.950')
('497.820', '498.930')
('499.050', '500.880')
('501.000', '504.120')
('504.300', '504.900')
('505.770', '507.330')
('507.780', '509.880')
('510.510', '511.140')
('511.290', '512.850')
('513.180', '514.620')
('515.100', '518.310')
('518.580', '520.260')
('520.470', '522.180')
('522.180', '525.540')
('525.900', '526.950')
('526.950', '528.390')
('528.420', '530.370')
('530.700', '533.370')
('533.550', '534.660')
('534.660', '535.560')
('535.920', '538.230')
('539.580', '541.140')
('541.200', '542.310')
('542.400', '544.290')
('544.320', '547.140')
('548.070', '548.790')
('549.480', '551.100')
('551.430', '552.150')
('553.260', '556.320')
('556.320', '557.940')
('558.120', '561.390')
('561.570', '562.320')
('562.350', '564.780')
('564.870', '567.240')
('567.240', '567.990')
('568.110', '570.570')
('570.870', '574.830')
('574.950', '584.400')
('584.400', '586.020')
('586.110', '588.750')
('589.230', '590.850')
('591.150', '592.050')
('592.200', '592.920')
('593.220', '594.690')
('596.550', '597.180')
('598.500', '599.220')
('599.310', '600.270')
('600.360', '601.410')
('601.860', '603.480')
('604.680', '606.180')
('609.000', '609.630')
('609.660', '610.290')
('610.500', '611.370')
('612.480', '614.400')
('615.060', '615.840')
('616.200', '617.100')
('617.700', '618.840')
('618.900', '619.650')
('619.650', '620.340')
('621.240', '622.290')
('623.550', '624.420')
('624.450', '626.040')
('626.070', '627.270')
('627.540', '629.160')
('629.160', '629.760')
('630.060', '630.990')
('632.190', '632.790')
('633.270', '633.900')
('634.230', '637.140')
('638.220', '639.450')
('639.570', '640.440')
('641.280', '642.750')
('643.290', '643.890')
('644.460', '645.270')
('645.420', '646.470')
('647.280', '648.240')
('648.930', '649.800')
('650.130', '651.480')
('651.990', '652.950')
('657.090', '658.320')
('658.410', '659.220')
('659.340', '661.920')
('662.190', '663.000')
('663.180', '664.170')
('664.560', '666.300')
('667.200', '668.220')
('669.180', '670.050')
('670.140', '671.940')
('672.600', '673.560')
('673.560', '674.730')
('674.730', '675.360')
('675.630', '676.230')
('678.600', '679.230')
('679.380', '680.760')
