('0.000', '6.030')
('9.480', '13.740')
('14.550', '18.990')
('19.080', '20.370')
('20.730', '21.750')
('22.050', '25.230')
('25.230', '29.910')
('30.810', '34.320')
('35.070', '35.970')
('36.180', '37.440')
('37.980', '42.180')
('42.180', '42.900')
('42.930', '45.270')
('48.300', '48.960')
('49.080', '53.880')
('53.880', '55.200')
('56.580', '61.320')
('61.440', '68.580')
('69.150', '69.990')
('70.200', '72.870')
('73.770', '75.000')
('75.960', '77.460')
('77.580', '81.870')
('83.040', '84.150')
('84.150', '88.080')
('89.010', '91.980')
('91.980', '94.770')
('96.390', '99.780')
('99.870', '102.150')
('102.360', '104.550')
('104.760', '106.710')
('106.890', '110.280')
('111.000', '115.380')
('115.800', '117.870')
('117.870', '119.460')
('120.540', '125.940')
('126.600', '128.370')
('128.580', '130.890')
('130.890', '134.850')
('135.600', '137.010')
('137.070', '138.720')
('139.530', '140.610')
('140.760', '143.100')
('143.550', '145.440')
('146.790', '149.100')
('149.100', '150.660')
('150.660', '154.980')
('154.980', '155.850')
('156.450', '159.540')
('159.990', '162.480')
('162.660', '165.120')
('166.110', '169.890')
('170.820', '171.480')
('171.480', '172.740')
('172.860', '181.200')
('181.230', '181.830')
('181.830', '183.210')
('184.080', '185.940')
('186.300', '188.580')
('188.790', '191.100')
('192.840', '193.500')
('193.980', '196.530')
('197.100', '203.640')
('204.420', '208.080')
('208.410', '209.550')
('209.550', '210.330')
('210.600', '213.060')
('213.480', '215.880')
('216.240', '218.820')
('218.940', '220.050')
('220.050', '222.390')
('222.630', '224.010')
('224.130', '225.570')
('226.140', '230.370')
('231.030', '231.930')
('232.380', '233.850')
('234.000', '236.910')
('237.300', '240.900')
('240.960', '243.660')
('244.950', '246.630')
('246.870', '248.670')
('249.270', '254.160')
('254.160', '254.760')
('254.940', '258.030')
('258.270', '259.110')
('259.500', '262.230')
('264.180', '268.380')
('268.590', '271.170')
('271.770', '272.700')
('273.420', '274.530')
('274.530', '277.050')
('277.920', '280.020')
('280.020', '282.870')
('282.870', '283.650')
('283.830', '288.300')
('288.480', '289.650')
('289.890', '290.640')
('290.880', '294.180')
('294.690', '296.910')
('297.930', '299.640')
('300.090', '301.860')
('302.100', '304.740')
('305.070', '306.300')
('307.530', '308.280')
('308.280', '309.510')
('309.630', '315.870')
('316.590', '317.400')
('317.400', '318.150')
('318.990', '321.090')
('321.870', '324.030')
('325.260', '326.700')
('326.880', '328.260')
('328.950', '330.570')
('330.810', '332.400')
('332.490', '334.770')
('336.900', '339.210')
('340.440', '341.880')
('342.630', '344.430')
('344.820', '346.230')
('346.260', '347.970')
('348.420', '349.950')
('350.910', '354.150')
('354.540', '357.810')
('358.020', '360.870')
('360.930', '362.640')
('363.540', '364.680')
('364.680', '368.400')
('369.240', '371.340')
('372.780', '377.280')
('377.970', '380.190')
('380.190', '382.230')
('383.340', '386.370')
('387.000', '387.720')
('388.140', '394.440')
('394.740', '395.910')
('395.910', '397.410')
('397.710', '399.660')
('401.220', '403.830')
('404.370', '406.680')
('407.040', '407.940')
('408.060', '408.720')
('408.900', '413.280')
('415.470', '417.600')
('417.780', '419.370')
('419.640', '421.980')
('422.400', '425.130')
('425.160', '425.970')
('425.970', '426.660')
('426.990', '428.310')
('428.580', '431.160')
('431.160', '432.900')
('434.100', '435.990')
('436.140', '437.220')
('438.000', '440.040')
('440.760', '441.390')
('441.750', '443.340')
('443.370', '443.970')
('444.150', '445.560')
('446.640', '447.840')
('448.020', '450.090')
('450.450', '452.040')
('453.330', '458.640')
('459.450', '461.220')
('461.640', '462.900')
('462.900', '464.610')
('465.690', '470.130')
('470.130', '470.910')
('471.360', '472.830')
('472.860', '473.910')
('474.690', '476.040')
('476.100', '477.510')
('477.900', '483.240')
('483.450', '484.800')
('485.250', '486.840')
('488.220', '491.340')
('491.700', '493.890')
('494.880', '495.840')
('496.440', '498.420')
('498.420', '500.610')
('500.610', '501.660')
('503.040', '504.780')
('504.780', '506.430')
('506.910', '508.890')
('509.850', '510.450')
('511.110', '512.160')
('512.400', '518.250')
('519.180', '520.140')
('520.140', '520.890')
