('0.030', '9.030')
('9.390', '13.380')
('13.470', '16.140')
('16.170', '19.980')
('21.030', '26.940')
('27.330', '31.230')
('31.980', '35.130')
('36.840', '37.470')
('37.470', '43.020')
('43.260', '44.760')
('44.940', '45.870')
('45.870', '50.850')
('51.570', '55.650')
('55.770', '58.950')
('59.100', '68.130')
('68.910', '71.880')
('74.850', '81.510')
('81.540', '85.110')
('87.120', '91.110')
('91.110', '93.990')
('94.170', '95.760')
('95.760', '98.310')
('98.310', '100.800')
('102.450', '105.660')
('105.660', '108.300')
('108.300', '110.400')
('110.430', '112.890')
('115.500', '117.450')
('117.450', '122.400')
('122.400', '128.130')
('128.730', '135.720')
('137.130', '141.570')
('141.570', '144.060')
('144.060', '147.780')
('148.980', '158.040')
('160.170', '161.220')
('161.250', '166.020')
('167.250', '169.590')
('169.590', '175.410')
('175.560', '181.410')
('182.760', '183.990')
('184.170', '189.570')
('190.410', '197.280')
('197.550', '200.700')
('200.910', '202.320')
('202.380', '205.140')
('206.640', '208.230')
('208.290', '210.360')
('210.360', '213.990')
('213.990', '214.830')
('216.720', '221.460')
('221.490', '225.930')
('226.230', '229.650')
('230.610', '237.660')
('239.520', '240.420')
('240.510', '243.690')
('243.960', '246.780')
('247.440', '249.900')
('250.260', '257.580')
('259.290', '260.430')
('260.430', '262.470')
('262.470', '264.750')
('265.110', '266.340')
('266.340', '274.560')
('275.340', '280.560')
('280.650', '282.480')
('282.480', '285.690')
('287.610', '291.090')
('291.090', '294.390')
('294.390', '297.300')
('297.930', '298.620')
('298.620', '301.710')
('301.710', '304.530')
('305.400', '307.590')
('307.590', '308.640')
('312.150', '318.060')
('318.510', '319.260')
('319.950', '325.710')
('325.860', '329.070')
('329.070', '332.670')
('336.510', '340.590')
('340.620', '344.250')
('344.580', '346.170')
('347.250', '353.010')
('353.100', '358.170')
('359.040', '362.490')
('362.490', '366.990')
('367.260', '371.130')
('372.570', '374.670')
('374.670', '375.720')
('375.720', '376.830')
('377.190', '379.080')
('379.110', '383.640')
('384.360', '392.100')
('392.370', '396.450')
('398.520', '406.680')
('407.970', '412.620')
('413.010', '415.920')
('416.310', '417.060')
('417.060', '418.860')
('419.040', '422.520')
('423.960', '427.950')
('428.130', '428.880')
('429.030', '434.670')
('434.880', '437.940')
('438.480', '439.080')
('439.350', '440.610')
('440.610', '441.930')
('442.140', '443.850')
('445.320', '450.990')
('451.050', '452.550')
('452.550', '453.300')
('454.650', '457.110')
('457.110', '459.210')
('460.140', '462.060')
('462.300', '463.620')
('463.620', '464.700')
('464.880', '467.880')
('468.720', '471.840')
('471.840', '473.700')
('474.150', '477.510')
('477.990', '480.360')
('480.570', '481.500')
('481.560', '482.850')
('482.850', '486.030')
('486.120', '490.170')
('490.980', '492.720')
('492.720', '495.240')
('495.420', '497.280')
('497.490', '499.440')
('501.780', '505.410')
('505.620', '508.590')
('508.980', '510.750')
('511.620', '514.470')
('514.500', '518.940')
('519.300', '521.610')
('522.570', '523.800')
('524.040', '529.170')
('529.560', '531.000')
('531.150', '533.190')
('533.190', '535.290')
('535.290', '536.100')
('536.100', '536.970')
('538.110', '543.840')
('543.840', '545.310')
('548.430', '552.150')
('552.150', '554.550')
('554.640', '558.210')
('560.100', '562.290')
('562.560', '567.240')
('567.990', '569.130')
('569.130', '571.530')
('571.530', '575.310')
('577.320', '580.980')
('581.310', '584.010')
('584.220', '585.930')
('585.960', '591.000')
('592.830', '594.150')
('594.150', '597.750')
('597.750', '599.250')
('599.610', '600.690')
('600.690', '602.280')
('602.760', '605.040')
('605.310', '608.070')
('609.510', '611.130')
('611.130', '612.420')
('612.510', '613.920')
('614.250', '615.630')
('615.750', '617.160')
('617.160', '618.180')
('618.690', '620.820')
('621.000', '624.930')
('627.030', '632.190')
('632.190', '633.780')
('636.180', '639.990')
('642.000', '644.250')
('644.310', '645.720')
('645.720', '646.890')
('647.100', '648.960')
('649.500', '651.750')
('651.840', '654.810')
('655.350', '659.880')
('659.880', '665.910')
('666.480', '669.060')
('669.060', '672.360')
('672.990', '676.590')
('676.590', '677.610')
('678.330', '679.140')
('680.610', '681.600')
('682.140', '686.340')
('686.460', '688.950')
('688.950', '691.500')
('691.500', '695.580')
('696.660', '703.080')
('703.080', '705.600')
('705.630', '706.230')
('707.940', '708.990')
('708.990', '709.980')
('710.490', '711.780')
('712.650', '713.820')
('713.910', '715.380')
('715.380', '717.780')
('717.780', '718.770')
('719.010', '720.270')
('720.570', '724.230')
('725.700', '731.190')
('731.220', '733.710')
('735.150', '737.160')
('737.340', '739.410')
('739.500', '740.970')
('741.150', '742.890')
('743.100', '745.110')
('745.320', '747.120')
('747.540', '752.700')
('753.870', '755.850')
('756.030', '757.650')
('759.240', '761.220')
('761.280', '766.980')
('766.980', '770.040')
('770.520', '771.510')
('773.490', '774.420')

