('0.000', '3.060')
('7.920', '9.600')
('9.960', '14.460')
('14.640', '28.020')
('28.050', '31.950')
('31.980', '36.420')
('36.420', '39.090')
('39.090', '40.890')
('40.890', '45.120')
('45.270', '54.600')
('54.600', '59.130')
('59.340', '62.220')
('62.250', '69.390')
('69.570', '74.040')
('74.100', '77.580')
('77.730', '80.400')
('82.110', '87.030')
('87.030', '95.340')
('95.400', '100.410')
('100.530', '102.090')
('102.270', '110.640')
('110.730', '114.660')
('116.940', '122.250')
('122.370', '126.000')
('126.120', '130.740')
('131.520', '136.350')
('136.410', '140.880')
('141.030', '144.030')
('144.030', '146.760')
('147.000', '150.960')
('151.020', '155.820')
('155.880', '158.820')
('158.820', '161.940')
('162.150', '166.320')
('166.560', '168.660')
('168.810', '171.210')
('171.210', '174.900')
('175.350', '176.490')
('176.580', '178.680')
('178.740', '181.260')
('181.260', '182.760')
('182.910', '184.800')
('184.800', '187.080')
('187.140', '189.390')
('189.390', '190.110')
('190.110', '192.120')
('192.120', '195.630')
('195.630', '197.610')
('197.670', '201.300')
('201.360', '208.290')
('208.380', '210.210')
('210.270', '211.980')
('212.010', '213.840')
('214.020', '217.260')
('217.530', '221.400')
('221.970', '223.380')
('223.860', '226.860')
('227.130', '227.820')

