('0.540', '4.740')
('5.130', '6.120')
('6.120', '10.110')
('10.530', '16.560')
('17.190', '18.300')
('18.360', '20.730')
('20.880', '23.160')
('23.670', '25.710')
('25.800', '29.070')
('29.640', '31.140')
('31.320', '32.880')
('33.090', '35.580')
('35.700', '37.830')
('38.580', '40.350')
('40.440', '42.030')
('42.960', '47.250')
('47.430', '51.930')
('52.140', '54.390')
('54.720', '57.960')
('58.110', '62.160')
('63.420', '64.920')
('64.950', '66.000')
('66.240', '68.640')
('69.030', '72.330')
('72.750', '74.820')
('75.060', '76.770')
('77.310', '81.150')
('81.540', '85.530')
('85.860', '90.000')
('90.780', '94.200')
('94.290', '96.930')
('97.500', '98.970')
('99.150', '100.350')
('100.470', '102.960')
('102.960', '103.740')
('103.800', '105.900')
('106.410', '109.110')
('109.440', '111.000')
('111.480', '114.690')
('114.690', '115.830')
('115.830', '116.880')
('117.030', '118.350')
('118.350', '120.750')
('121.590', '124.470')
('125.250', '126.300')
('126.570', '129.120')
('129.390', '131.760')
('131.880', '133.320')
('133.770', '134.550')
('134.940', '139.470')
('140.190', '143.220')
('143.220', '146.250')
('146.280', '147.750')
('148.230', '150.420')
('150.510', '153.240')
('153.270', '155.910')
('156.390', '158.250')
('158.490', '161.610')
('161.940', '163.650')
('163.710', '168.450')
('168.720', '169.770')
('169.860', '170.910')
('171.090', '172.140')
('172.200', '173.430')
('173.550', '174.180')
('174.180', '176.520')
('176.550', '177.750')
('177.810', '179.700')
('179.970', '181.920')
('182.250', '182.850')
('183.300', '186.120')
('186.510', '188.220')
('188.400', '190.260')
('191.700', '193.080')
('193.110', '194.760')
('195.330', '197.520')
('197.520', '199.830')
('200.160', '202.230')
('204.270', '208.320')
('208.530', '210.990')
('211.020', '212.190')
('212.580', '213.750')
('213.750', '215.160')
('215.280', '218.370')
('218.550', '219.690')
('219.840', '221.550')
('221.550', '224.730')
('224.730', '225.750')
('225.900', '226.890')
('226.980', '228.780')
('228.930', '230.490')
('230.490', '232.380')
('232.440', '234.840')
('234.870', '236.400')
('236.460', '240.510')
('240.570', '242.460')
('242.700', '244.770')
('244.800', '245.850')
('246.150', '246.870')
('247.020', '249.840')
('250.020', '252.930')
('253.530', '257.040')
('257.280', '259.650')
('259.980', '262.050')
('262.080', '263.220')
('263.220', '264.420')
('264.450', '266.430')
('266.610', '267.330')
('268.080', '268.950')

