('0.600', '1.500')
('1.710', '5.250')
('5.400', '9.450')
('10.170', '11.280')
('11.490', '12.690')
('13.200', '15.270')
('15.660', '18.750')
('20.070', '21.930')
('21.960', '28.290')
('28.440', '29.550')
('29.760', '30.360')
('31.740', '32.430')
('32.430', '36.180')
('36.630', '38.400')
('38.400', '39.720')
('39.750', '41.430')
('41.940', '43.380')
('43.410', '45.030')
('45.240', '46.680')
('47.340', '48.210')
('48.210', '50.850')
('50.850', '58.140')
('58.320', '61.350')
('61.710', '66.720')
('66.720', '70.200')
('70.380', '74.160')
('74.190', '75.240')
('75.240', '76.440')
('77.850', '78.600')
('79.050', '80.250')
('80.430', '81.810')
('81.810', '83.730')
('84.600', '85.980')
('86.040', '87.810')
('88.140', '90.420')
('91.800', '92.880')
('92.970', '95.820')
('96.900', '99.540')
('99.570', '100.350')
('100.500', '102.930')
('103.200', '104.940')
('105.810', '107.490')
('107.820', '108.720')
('108.870', '111.420')
('111.930', '113.610')
('113.880', '116.010')
('116.520', '117.750')
('118.740', '122.190')
('122.880', '124.260')
('124.800', '125.640')
('125.790', '126.630')
('126.960', '128.280')
('129.090', '129.900')
('129.960', '131.250')
('132.060', '133.320')
('133.620', '137.160')
('137.160', '137.820')
('138.150', '138.930')
('143.100', '145.800')
('146.430', '147.330')
('147.330', '148.800')
('152.550', '153.630')
('153.630', '155.760')
('156.150', '158.400')
('158.400', '160.050')
('160.290', '161.490')
('161.490', '163.140')
('163.170', '166.080')
('168.330', '169.470')
('171.210', '173.220')
('173.370', '174.660')
('174.750', '175.830')
('175.830', '177.990')
('178.110', '179.460')
('179.760', '180.420')
('180.870', '183.180')
('183.690', '184.830')
('185.700', '187.080')
('187.650', '189.540')
('190.050', '192.120')
('192.300', '193.860')
('194.220', '194.970')
('196.230', '197.550')
('197.550', '199.950')
('202.710', '204.780')
('204.780', '205.410')
('205.950', '207.780')
('207.780', '209.250')
('209.610', '211.470')
('211.470', '213.450')
('213.630', '216.180')
('216.450', '217.920')
('219.600', '221.460')
('222.240', '224.760')
('225.120', '227.640')
('227.880', '229.230')
('230.280', '231.360')
('232.380', '233.940')
('236.190', '237.450')
('237.750', '239.220')
('239.820', '241.980')
('242.730', '245.850')
('246.150', '247.200')
('247.260', '248.520')
('252.570', '253.500')
('253.590', '256.260')
('256.470', '258.900')
('259.260', '260.070')
('260.130', '261.660')
('265.440', '268.350')
('268.350', '270.060')
('270.360', '272.520')
('274.080', '275.010')
('275.340', '277.260')
('278.160', '279.690')
('279.960', '281.280')
('283.680', '285.060')
('285.810', '287.280')
('287.340', '288.660')
('289.140', '291.030')
('291.540', '292.620')
('293.220', '296.100')
('296.340', '297.990')
('298.740', '300.180')
('300.330', '302.670')
('303.720', '305.730')
('306.870', '307.890')
('310.200', '310.980')

