('0.270', '7.110')
('8.130', '9.900')
('9.900', '17.700')
('17.700', '27.570')
('27.960', '32.850')
('33.120', '36.810')
('38.880', '40.170')
('40.440', '41.790')
('42.030', '43.290')
('43.290', '44.850')
('45.090', '47.610')
('47.640', '48.240')
('48.450', '50.970')
('51.720', '55.320')
('55.440', '59.940')
('60.390', '61.740')
('61.950', '62.970')
('63.000', '65.280')
('65.310', '66.810')
('70.380', '72.780')
('73.170', '73.770')
('74.040', '75.120')
('76.290', '77.130')
('78.480', '80.010')
('80.010', '80.610')
('80.700', '81.510')
('82.590', '83.220')
('85.770', '86.700')
('86.700', '87.300')
('94.470', '97.140')
('97.620', '98.760')
('99.600', '101.250')
('102.300', '105.240')
('105.300', '106.650')
('106.650', '108.210')
('108.480', '109.080')
('109.500', '110.370')
('111.510', '118.140')
('118.140', '120.000')
('120.090', '123.870')
('124.260', '128.670')
('128.850', '132.090')
('133.440', '138.000')
('138.000', '142.050')
('142.380', '143.490')
('145.440', '146.040')
('146.340', '147.330')
('149.910', '151.620')

