('0.030', '5.820')
('10.410', '14.430')
('15.030', '19.440')
('19.680', '20.850')
('20.850', '21.870')
('21.870', '23.580')
('23.610', '25.950')
('26.130', '27.450')
('27.780', '31.260')
('31.380', '34.290')
('34.290', '35.910')
('36.000', '37.320')
('37.320', '41.550')
('41.670', '43.500')
('43.500', '45.420')
('45.600', '48.240')
('48.240', '50.070')
('50.070', '53.130')
('53.130', '54.300')
('54.840', '55.830')
('56.010', '61.950')
('61.950', '63.120')
('63.210', '65.580')
('65.610', '71.340')
('71.520', '75.360')
('75.600', '77.790')
('77.790', '79.530')
('79.530', '83.250')
('83.310', '86.040')
('86.310', '89.010')
('89.040', '92.430')
('92.490', '95.520')

