('0.000', '6.030')
('11.610', '14.310')
('14.430', '15.900')
('15.960', '18.900')
('19.200', '20.760')
('20.760', '22.440')
('22.440', '24.570')
('24.570', '27.300')
('27.300', '29.190')
('29.460', '32.670')
('32.700', '40.830')
('41.070', '43.980')
('44.040', '49.380')
('49.770', '50.940')
('50.940', '54.480')
('54.480', '58.050')
('58.050', '59.880')
('59.880', '63.090')
('63.300', '65.880')
('66.330', '67.680')
('67.680', '69.600')
('69.600', '72.330')
('72.330', '74.670')
('74.670', '75.630')
('75.630', '79.530')
('79.650', '81.960')
('81.960', '84.450')
('84.660', '88.650')
('88.830', '92.190')
('92.190', '96.840')
('97.140', '102.480')
('102.510', '103.740')
('103.740', '105.510')
('105.510', '112.290')
('112.290', '114.450')
('114.450', '120.720')
('120.810', '124.470')
('124.470', '127.320')
('127.320', '129.090')
('129.600', '130.860')
('130.890', '132.510')
('132.510', '134.040')
('134.040', '135.210')
('135.210', '136.950')
('136.950', '138.690')
('138.750', '141.870')
('141.870', '144.330')
('144.960', '147.330')
('147.540', '153.240')
('153.630', '157.800')
('157.890', '160.440')
('160.590', '163.020')
('163.020', '165.390')
('165.480', '167.880')
('167.910', '172.290')
('172.290', '177.690')
('177.750', '179.070')
('179.070', '183.750')
('184.050', '187.890')
('187.890', '191.640')
('191.910', '194.460')
('194.520', '195.750')
('195.840', '200.460')
('200.580', '208.020')
('208.140', '209.550')
('209.550', '212.070')
('212.250', '214.830')
('214.920', '216.210')
('216.210', '224.430')
('224.430', '225.330')
('225.480', '230.070')
('230.370', '233.610')
('233.730', '235.860')
('235.860', '239.400')
('239.640', '243.900')
('244.050', '247.590')
('247.710', '249.330')
('249.450', '250.800')
('250.860', '253.350')
('253.350', '256.980')
('256.980', '261.270')
('261.270', '262.080')
('262.080', '264.060')
('264.330', '265.860')
('265.860', '267.540')
('267.540', '269.070')
('269.460', '271.170')
('271.260', '274.140')
('274.800', '276.660')
('277.020', '282.420')
('282.420', '286.410')
('286.740', '290.100')
('290.370', '293.040')
('293.040', '294.090')
('294.090', '296.670')
('296.670', '297.690')
('297.840', '299.580')
('299.580', '302.250')
('302.370', '303.870')
('304.140', '305.820')
('306.150', '309.810')
('310.020', '314.460')
('314.460', '316.860')
('316.860', '318.810')
('318.810', '321.750')
('321.900', '325.080')
('325.080', '326.100')
('326.220', '327.720')
('327.720', '331.350')
('331.860', '333.630')
('333.630', '336.930')
('337.080', '339.570')
('339.630', '341.040')
('341.460', '346.230')
('346.230', '349.920')
('349.920', '351.240')
('351.240', '352.740')
('352.740', '354.180')
('354.660', '356.010')
('356.100', '356.940')
('357.150', '357.960')
('358.260', '359.760')
('359.820', '363.930')
('364.380', '366.330')
('366.420', '367.440')
('367.440', '368.250')
('368.310', '369.750')
('370.170', '370.890')
('371.100', '372.300')
('372.300', '374.040')
('374.040', '378.300')
('378.960', '379.650')
('379.770', '380.370')
('380.370', '381.450')
('382.350', '383.820')
('383.820', '384.930')
('385.950', '387.150')
('387.630', '388.680')
('388.680', '389.700')
('389.700', '392.490')
('392.610', '393.630')
('393.900', '397.410')
('397.440', '399.810')
('400.050', '401.970')
('401.970', '402.810')
('402.810', '403.650')
('403.650', '405.720')
('405.720', '413.520')
('413.520', '416.010')
('416.040', '418.020')
('418.170', '419.550')
('419.610', '420.600')
('420.600', '421.470')
('421.500', '422.550')
('422.940', '424.620')
('424.680', '425.490')
('425.970', '429.990')
('430.410', '432.120')
('432.150', '434.820')
('435.120', '437.460')
('437.460', '439.020')
('439.620', '441.360')
('441.360', '442.560')
('442.650', '444.810')
('444.810', '446.100')
('446.370', '447.930')
('448.080', '448.980')
('449.070', '450.390')
('450.930', '452.250')
('452.370', '453.840')
('453.840', '454.800')
('456.060', '460.260')
('460.500', '461.940')
('461.940', '464.160')
('464.190', '465.030')
('465.150', '467.520')
('468.030', '469.830')
('469.830', '470.580')
('472.230', '473.790')
('473.790', '474.630')
('474.780', '475.620')
('475.740', '477.030')
('477.120', '479.610')
('479.970', '482.340')
('482.340', '484.020')
('484.110', '486.150')
('486.150', '487.080')
('487.080', '488.490')
('488.490', '490.020')
('490.500', '492.930')
('492.930', '493.830')
('493.980', '495.000')
('495.210', '496.170')
('496.800', '497.880')
('497.970', '498.960')
('498.960', '500.040')
('500.310', '501.810')
('501.810', '503.730')
('503.730', '507.210')
('508.230', '509.400')
('509.430', '511.320')
('511.980', '513.120')
('513.180', '515.850')
('515.880', '516.750')
('516.840', '519.510')
('520.350', '521.430')
('521.880', '522.960')
('522.990', '527.040')
('527.040', '528.840')
('528.900', '530.730')
('530.760', '531.870')
('532.350', '533.670')
('533.820', '534.870')
('535.020', '536.550')
('537.450', '540.090')
('540.090', '541.080')
('541.590', '542.310')
('542.820', '543.480')
('543.540', '546.030')
('546.330', '549.150')
('549.480', '552.600')
('552.810', '554.280')
('554.520', '555.600')
('556.290', '558.300')
('558.330', '560.340')
('560.520', '561.630')
('561.630', '563.370')
('563.370', '565.290')
('565.290', '566.790')
('567.090', '570.360')
('570.990', '572.040')
('572.220', '574.260')
