('0.000', '15.060')
('15.150', '17.520')
('17.550', '19.440')
('19.440', '26.910')
('27.000', '30.180')
('30.180', '32.160')
('32.400', '37.410')
('37.770', '38.580')
('38.580', '41.400')
('41.520', '43.200')
('43.200', '46.740')
('47.970', '48.780')
('49.260', '52.260')
('52.350', '55.770')
('56.010', '56.610')
('56.610', '61.020')
('61.200', '62.280')
('62.370', '65.070')
('65.250', '67.710')
('67.770', '72.720')
('72.930', '77.310')
('77.310', '80.700')
('81.600', '87.870')
('87.870', '94.590')
('95.280', '99.450')
('99.630', '102.540')
('102.810', '106.770')
('107.040', '111.960')
('111.960', '115.470')
('115.470', '118.740')
('119.100', '120.540')
('120.540', '123.150')
('123.540', '124.140')
('125.160', '126.000')
('126.060', '131.790')
('132.030', '135.750')
('135.840', '136.620')
('137.010', '142.020')
('142.110', '145.050')
('145.740', '149.670')
('149.670', '153.570')
('153.570', '155.280')
('155.280', '157.050')
('158.760', '164.940')
('165.120', '168.840')
('169.080', '174.660')
('174.900', '177.930')
('177.960', '180.870')
('181.050', '182.670')
('183.000', '185.400')
('185.400', '186.810')
('186.810', '189.060')
('189.120', '194.250')
('195.180', '197.220')
('197.250', '198.000')
('198.000', '202.200')
('202.200', '203.580')
('203.730', '207.150')
('207.150', '209.130')
('209.370', '211.050')
('211.140', '211.950')
('211.950', '216.900')
('216.900', '220.050')
('220.050', '221.340')
('221.340', '224.940')
('225.060', '227.760')
('229.980', '234.150')
('234.510', '235.320')
('236.490', '240.780')
('241.080', '244.500')
('244.500', '248.430')
('249.120', '253.140')
('253.350', '254.400')
('254.490', '258.240')
('258.360', '264.750')
('264.840', '267.390')
('267.390', '268.830')
('268.950', '272.040')
('272.160', '274.680')
('274.680', '276.630')
('276.660', '278.580')
('280.560', '281.400')
('281.430', '285.840')
('285.960', '287.070')
('287.190', '290.250')
('290.760', '295.260')
('296.070', '297.630')
('298.680', '302.490')
('302.850', '306.420')
('306.420', '311.100')
('311.100', '313.470')
('313.470', '316.650')
('316.650', '320.310')
('320.430', '324.750')
('324.900', '325.800')
('326.160', '326.760')
('326.760', '327.630')
('327.720', '331.170')
('331.170', '334.620')
('334.950', '339.390')
('339.810', '341.250')
('341.310', '344.130')
('344.130', '345.180')
('345.210', '348.360')
('349.770', '350.520')
('350.610', '351.330')
('351.330', '353.730')
('353.730', '358.500')
('358.530', '360.540')
('360.600', '365.250')
('365.250', '367.350')
('367.350', '369.300')
('369.330', '370.980')
('370.980', '375.480')
('375.780', '379.230')
('379.380', '381.330')
('381.360', '382.020')
('382.080', '385.500')
('385.560', '386.310')
('386.700', '390.330')
('390.450', '392.010')
('392.010', '393.300')
('393.300', '394.890')
('394.890', '399.390')
('399.420', '401.730')
('401.790', '402.930')
('402.930', '405.150')
('405.150', '407.460')
('407.460', '409.290')
('410.190', '412.770')
('412.770', '414.810')
('414.930', '417.990')
('417.990', '420.240')
('420.960', '421.680')
('421.680', '426.120')
('426.210', '427.110')
('427.230', '430.950')
('430.980', '432.270')
('432.360', '434.610')
('434.730', '438.960')
('439.680', '442.590')
('443.280', '444.660')
('444.660', '448.800')
('448.830', '452.430')
('452.430', '454.800')
('454.800', '459.660')
('459.810', '461.040')
('461.190', '462.990')
('463.560', '465.180')
('465.390', '468.210')
('468.480', '472.470')
('472.560', '474.930')
('474.930', '476.280')
('476.280', '479.640')
('479.640', '482.280')
('482.400', '484.590')
('484.590', '486.840')
('486.840', '491.010')
('491.010', '491.850')
('491.850', '496.110')
('496.110', '498.600')
('498.900', '501.600')
('501.810', '503.970')
('504.570', '507.390')
('507.390', '510.210')
('510.270', '514.110')
('514.110', '516.630')
('516.630', '518.610')
('519.660', '520.410')
('520.410', '522.030')
('522.030', '524.340')
('524.520', '526.860')
('527.340', '529.260')
('529.380', '533.700')
('533.940', '535.680')
('535.800', '539.400')
('539.610', '540.210')
('540.300', '545.010')
('545.010', '546.540')

