('1.110', '2.640')
('3.090', '9.540')
('10.500', '12.420')
('12.630', '14.310')
('15.630', '16.650')
('16.890', '18.990')
('19.530', '20.820')
('21.660', '24.540')
('24.540', '25.710')
('26.640', '28.890')
('29.670', '32.310')
('32.310', '33.240')
('33.420', '35.340')
('36.060', '37.260')
('37.260', '38.430')
('39.060', '42.060')
('42.720', '44.730')
('44.790', '46.350')
('47.190', '51.660')
('51.900', '53.190')
('53.550', '54.630')
('55.020', '56.130')
('56.580', '57.960')
('58.380', '59.640')
('60.000', '61.500')
('63.000', '64.890')
('65.430', '68.250')
('68.610', '70.380')
('71.550', '75.030')
('75.570', '76.230')
('76.230', '80.220')
('80.250', '82.320')
('84.540', '87.840')
('107.370', '109.080')
('109.320', '110.640')
('111.750', '113.220')
('113.340', '114.600')
('115.050', '115.740')
('115.950', '117.540')
('117.930', '118.560')
('118.560', '119.520')
('119.820', '120.900')
('123.240', '124.230')
('124.230', '126.450')
('126.450', '127.740')
('130.020', '132.630')
('133.140', '136.260')
('139.350', '142.680')
('143.580', '147.390')
('148.530', '150.480')
('154.380', '156.990')
('158.040', '159.780')
('159.780', '162.840')
('164.010', '167.340')
('167.340', '169.380')
('170.670', '172.470')
('172.530', '174.330')
('178.500', '180.150')
('183.450', '184.500')
('186.240', '188.250')
('189.180', '193.290')
('193.290', '195.000')
('195.090', '199.410')
('199.410', '202.530')

('202.980', '203.640')
