('0.270', '7.860')
('8.010', '14.490')
('14.730', '21.360')
('21.390', '24.330')
('24.600', '26.670')
('27.030', '30.720')
('30.720', '33.450')
('33.630', '38.520')
('38.520', '43.050')
('43.260', '48.270')
('48.270', '52.710')
('53.010', '55.710')
('56.280', '57.810')
('57.930', '60.390')
('61.170', '65.130')
('65.130', '68.670')
('68.910', '73.650')
('73.680', '75.420')
('75.600', '78.630')
('78.690', '83.460')
('83.970', '87.180')
('87.180', '88.350')
('88.560', '92.700')
('93.150', '95.670')
('95.670', '102.090')
('102.090', '107.730')
('107.850', '109.170')
('109.170', '111.810')
('111.990', '116.190')
('116.190', '121.080')
('121.260', '124.530')
('124.890', '126.510')
('126.720', '128.340')
('128.400', '129.720')
('129.780', '131.700')
('131.730', '133.680')
('133.890', '136.110')
('136.230', '137.580')
('137.850', '140.490')
('140.490', '144.030')
('144.870', '148.110')
('148.110', '153.570')
('153.660', '156.030')
('156.120', '158.220')
('160.650', '161.670')
('161.670', '163.470')
('163.560', '167.400')
('167.580', '169.110')
('169.110', '170.700')
('170.970', '171.930')
('171.930', '174.690')
('174.690', '176.880')
('177.150', '179.400')
('179.880', '180.960')

('180.990', '185.160')
