('0.000', '18.450')
('18.450', '19.260')
('19.320', '71.940')
('72.000', '98.730')
('98.730', '102.630')
('102.690', '119.850')
('120.090', '122.280')
('122.280', '126.150')
('126.210', '127.200')
('127.200', '131.580')
('131.580', '147.120')
('147.120', '147.720')
('147.900', '149.010')
('149.130', '150.540')
('150.570', '152.910')
('152.910', '159.510')
('159.600', '160.500')
('160.500', '162.870')
('162.870', '185.880')
('185.880', '187.710')
('187.710', '190.620')
('190.620', '194.160')
('194.160', '195.750')
('195.780', '198.060')
('198.060', '199.320')
('199.470', '204.780')
('204.780', '209.760')
('209.760', '211.920')
('211.980', '213.270')
('213.270', '216.330')
('216.420', '221.190')
('221.400', '227.670')
('227.850', '228.600')
('228.600', '233.070')
('233.250', '234.570')
('234.780', '235.740')
('235.740', '239.730')
('239.940', '241.050')

