('0.000', '17.370')
('17.370', '19.770')
('19.830', '21.420')
('21.420', '24.720')
('24.870', '27.090')
('27.090', '30.930')
('31.140', '35.550')
('35.550', '39.450')
('39.870', '45.180')
('45.180', '48.750')
('50.220', '53.580')
('57.000', '59.370')
('59.520', '62.520')
('63.600', '64.290')
('64.680', '66.450')
('70.530', '72.060')
('72.060', '73.530')
('73.560', '75.420')
('75.540', '76.950')
('77.910', '78.690')
('79.080', '81.450')
('81.660', '82.920')
('84.750', '88.650')
('91.650', '92.460')
('92.820', '95.430')
('96.210', '97.170')
('97.470', '99.600')
('99.930', '101.760')
('101.760', '106.350')
('106.380', '107.970')
('108.720', '110.700')
('111.180', '112.110')
('113.490', '114.090')
('115.470', '119.310')
('120.360', '121.650')
('124.050', '125.250')
('126.570', '129.810')
('130.710', '132.300')
('134.130', '136.320')
('136.860', '141.000')
('141.480', '143.040')
('143.250', '144.180')
('144.870', '145.530')
('145.530', '147.330')
('147.720', '151.110')
('151.140', '152.790')
('152.880', '157.230')
('157.680', '158.580')
('164.340', '167.880')
('172.350', '175.950')
('176.640', '177.300')
('177.300', '180.030')
('184.380', '187.980')
('188.790', '190.050')
('190.530', '192.270')
('194.760', '200.820')
('201.030', '202.590')
('205.020', '207.570')
('208.980', '210.870')
('210.870', '213.270')
('217.620', '219.720')
('219.960', '221.970')
('222.540', '223.140')
('223.290', '225.240')
('225.360', '228.300')
('228.810', '230.010')
('232.590', '235.440')
('238.080', '239.490')
('239.550', '241.500')
('243.570', '248.190')
('249.360', '250.920')
('251.550', '253.740')
('254.070', '259.140')
('259.140', '260.250')
('260.640', '262.980')
('267.510', '269.670')
('270.180', '271.830')
('272.280', '273.570')
('273.570', '274.380')
('281.640', '284.010')
('284.130', '285.660')
('286.170', '287.220')
('288.600', '289.980')
('290.550', '292.710')
('293.250', '297.060')
('298.920', '301.440')
('301.650', '304.560')
('305.700', '306.510')
('306.510', '308.070')
('308.730', '309.690')
('311.310', '313.710')
('313.890', '319.620')
('320.220', '323.280')
('326.010', '326.910')
('328.680', '330.450')
('330.660', '332.430')
('333.090', '333.780')
('335.370', '337.560')
('337.710', '342.540')
('342.720', '343.860')
('343.860', '346.230')
('348.570', '349.170')
('349.170', '351.540')
('351.810', '352.800')
('352.800', '355.260')
('359.490', '361.200')
('362.400', '366.540')
('366.720', '369.090')
('372.030', '373.320')
('373.320', '376.710')
('379.920', '381.600')
('381.600', '382.590')
('383.910', '384.780')
('384.900', '385.650')
('385.770', '388.920')
('390.240', '390.990')
('391.140', '393.510')
('394.590', '396.930')
('397.290', '400.710')
('400.860', '403.680')
('403.950', '407.370')
('407.430', '409.800')
('409.860', '412.170')
('412.260', '413.820')
('414.780', '418.020')
('421.020', '421.710')
('422.730', '423.420')
('425.820', '427.590')
('430.830', '436.320')
('436.800', '439.470')
('440.820', '444.300')
('444.930', '446.010')
('446.550', '452.460')
('453.030', '457.290')
('460.020', '461.070')
('461.070', '465.420')
('465.420', '467.790')
('467.910', '472.320')
('472.560', '474.090')
('474.090', '476.310')
('476.400', '477.630')
('477.630', '478.920')
('479.340', '479.940')
('479.970', '481.710')
('481.980', '482.910')
('483.180', '486.450')
('486.750', '487.800')

