('0.000', '3.060')
('8.940', '9.840')
('9.840', '10.530')
('11.850', '15.330')
('15.960', '17.460')
('17.910', '21.420')
('22.500', '26.340')
('26.400', '28.320')
('28.620', '30.720')
('30.900', '35.520')
('36.750', '40.830')
('41.220', '44.250')
('44.250', '47.250')
('47.430', '49.260')
('49.440', '50.760')
('50.760', '52.860')
('57.630', '63.600')
('63.600', '64.200')
('66.060', '67.740')
('68.040', '69.180')
('75.450', '78.390')
('78.510', '80.130')
('80.730', '85.350')
('85.380', '88.470')
('88.920', '91.890')
('94.080', '95.730')
('95.790', '99.540')
('100.110', '103.860')
('104.280', '108.120')
('108.510', '110.460')
('110.700', '114.120')
('114.510', '116.160')
('121.020', '122.670')
('122.670', '124.140')
('128.100', '133.290')
('133.560', '135.120')
('148.020', '150.660')
('150.690', '154.110')
('154.320', '155.070')
('155.130', '157.890')
('157.950', '160.860')
('160.980', '163.740')
('164.400', '166.680')
('166.680', '169.320')
('169.410', '170.850')
('170.970', '173.610')
('173.610', '175.560')
('175.800', '178.980')
('179.220', '181.050')
('181.200', '183.360')
('185.010', '189.960')
('190.080', '194.340')
('198.150', '200.370')
('202.500', '203.100')
('203.280', '208.470')
('208.680', '211.320')
('211.590', '215.460')
('215.880', '217.890')
('218.100', '222.900')
('223.140', '225.180')
('225.300', '231.870')
('231.870', '233.400')
('233.580', '234.180')

