('0.000', '19.710')
('19.740', '21.900')
('22.230', '24.270')
('24.510', '26.130')
('26.190', '31.650')
('31.680', '33.060')
('33.120', '38.160')
('38.580', '44.040')
('44.040', '49.320')
('49.650', '52.620')
('53.160', '54.930')
('54.930', '66.000')
('66.030', '69.570')
('69.840', '72.570')
('72.690', '73.800')
('74.220', '82.320')
('82.920', '85.740')
('85.770', '87.210')
('87.540', '93.990')
('94.380', '95.070')
('95.160', '97.800')
('98.700', '100.290')
('102.030', '103.620')
('105.330', '106.110')
('106.350', '112.350')
('112.860', '114.390')
('114.540', '115.620')
('115.620', '116.280')
('116.520', '117.360')
('117.360', '119.250')
('119.370', '120.150')
('120.210', '122.100')
('122.910', '123.510')
('124.950', '126.270')
('126.420', '128.160')
('128.520', '130.080')
('130.200', '133.290')
('133.440', '138.630')
('138.750', '140.820')
('141.330', '143.550')
('143.550', '144.630')
('144.720', '147.660')
('147.660', '148.350')
('148.950', '152.250')
('152.250', '153.330')
('153.330', '153.930')
('154.200', '160.170')
('160.650', '162.480')
('162.900', '164.400')
('166.140', '168.630')
('169.590', '171.030')
('173.400', '174.840')
('175.620', '176.430')
('176.610', '177.720')
('177.870', '180.030')
('180.030', '181.650')
('182.460', '185.070')
('185.700', '189.060')
('189.180', '190.350')
('190.620', '191.460')
('193.470', '194.730')
('195.210', '196.860')
('197.220', '198.510')
('198.840', '199.920')
('200.010', '201.540')
('202.050', '202.650')
('203.730', '205.110')
('205.200', '207.360')
('207.360', '208.470')
('208.710', '210.480')
('210.930', '212.040')
('212.100', '212.910')
('213.750', '215.010')
('218.640', '220.530')
('220.710', '222.810')
('223.560', '224.340')
('224.760', '227.340')
('227.340', '227.940')
('229.440', '231.180')
('231.870', '237.300')
('237.930', '238.680')
('238.980', '239.790')
('240.180', '242.700')
('243.270', '243.930')
('244.140', '245.730')
('246.510', '247.170')
('248.460', '250.710')
('252.540', '253.740')
('255.000', '257.130')
('257.970', '259.140')
('260.010', '261.030')
('263.430', '264.930')
('264.990', '269.010')
('269.460', '270.270')
('271.470', '272.430')
('273.450', '274.410')
('275.190', '276.480')
('277.980', '278.880')
('279.150', '280.020')
('280.020', '280.710')
('281.010', '284.730')
('286.590', '288.570')
('289.410', '290.310')
('290.700', '291.600')
('291.630', '292.470')
('292.680', '294.030')
('294.540', '295.890')
('296.310', '297.300')
('299.340', '300.570')
('301.860', '303.660')
('304.080', '304.860')
('304.860', '305.820')
('305.820', '307.170')
('307.170', '308.700')
('309.360', '310.620')
('311.040', '312.240')
('313.470', '314.370')
('316.530', '318.000')
('319.020', '320.220')
('320.790', '322.230')
('322.950', '324.390')
('325.230', '325.830')
('326.340', '327.870')
('328.440', '330.300')
('330.660', '332.160')
('333.060', '333.690')
('333.750', '335.430')
('338.970', '341.550')
('341.640', '343.230')
('343.380', '343.980')
('344.400', '346.230')
('346.710', '347.310')
('347.310', '349.920')
('350.040', '350.820')
('351.180', '353.010')
('353.430', '354.420')
('354.450', '355.200')
('355.200', '356.550')
('357.030', '358.230')
('358.530', '363.090')
('363.300', '364.290')
('366.150', '368.580')
('368.820', '369.720')
('370.530', '371.310')
('371.490', '373.050')
('373.500', '374.850')
('374.850', '377.190')
('378.030', '378.930')
('380.340', '381.330')
('381.420', '382.830')
('383.430', '385.830')
('386.310', '387.270')
('388.230', '389.730')
('390.180', '391.590')
('392.100', '393.960')
('394.110', '395.550')
('395.910', '396.840')
('397.410', '398.160')
('398.340', '399.360')
('399.690', '401.820')
('402.300', '404.670')
('404.970', '407.550')
('407.610', '409.710')
('409.710', '411.660')
('411.990', '412.860')
('413.580', '414.270')
('414.270', '415.680')
('416.610', '417.300')
('417.420', '418.890')
('419.580', '420.270')
('421.470', '423.270')
('424.470', '426.240')
('426.240', '426.990')
('427.410', '429.450')
('429.570', '430.320')
('430.680', '433.740')
('434.460', '436.530')
('437.400', '438.000')
('438.180', '439.170')
('439.710', '442.350')
('442.380', '444.360')
('444.420', '445.590')
('445.800', '449.700')
('450.030', '450.840')
('450.870', '452.460')
('452.850', '453.780')
('453.780', '456.750')
('456.840', '457.530')
('457.530', '458.880')
('459.840', '460.650')
('463.320', '464.220')

