('0.150', '10.920')
('10.920', '12.900')
('12.990', '16.410')
('16.650', '18.330')
('18.930', '25.230')
('25.320', '30.120')
('30.390', '32.340')
('32.340', '34.200')
('34.230', '36.480')
('36.600', '40.140')
('40.290', '40.920')
('41.070', '42.780')
('43.350', '46.170')
('46.740', '51.630')
('51.660', '52.650')
('52.680', '54.480')
('54.840', '59.160')
('59.430', '60.900')
('61.590', '67.380')
('68.310', '70.050')
('70.200', '70.800')
('71.640', '72.240')
('72.930', '73.830')
('73.830', '74.940')
('75.450', '76.890')
('77.310', '78.840')
('78.840', '81.750')
('81.990', '84.510')
('85.260', '85.860')
('86.010', '89.220')
('91.020', '92.520')
('93.270', '94.260')
('94.650', '96.690')
('97.980', '98.610')
('99.240', '101.940')
('101.940', '103.680')
('104.190', '105.810')
('105.810', '107.340')
('108.360', '111.840')
('112.410', '116.460')
('116.580', '119.550')
('119.640', '122.400')
('122.550', '123.870')
('123.990', '124.620')
('124.770', '126.870')
('127.110', '129.690')
('130.560', '131.880')
('133.890', '137.100')
('137.490', '138.210')
('138.390', '139.140')
('139.530', '142.650')
('144.000', '145.290')
('146.250', '146.850')
('147.150', '147.810')
('148.260', '149.340')
('152.550', '153.360')
('153.390', '154.350')
('154.440', '155.430')
('155.460', '156.150')
('156.660', '157.260')
('158.370', '159.690')
('160.290', '163.230')
('163.260', '163.860')
('164.160', '165.000')
('165.000', '170.070')
('170.460', '171.120')
('171.330', '172.230')
('173.220', '174.420')
('174.420', '176.460')
('176.670', '179.310')
('179.310', '180.180')
('180.660', '181.920')
('182.340', '183.120')
('183.270', '183.870')
('184.740', '187.710')
('188.490', '189.930')
('190.140', '192.120')
('192.120', '195.930')
('197.550', '200.670')
('201.060', '204.720')
('205.620', '209.010')
('211.710', '212.640')
('215.700', '217.440')
('218.070', '220.950')
('220.950', '222.750')
('223.410', '225.480')
('226.380', '227.100')
('227.250', '229.860')
('231.060', '233.880')
('234.720', '236.280')
('236.310', '236.910')
('237.270', '243.300')
('243.930', '247.710')
('248.610', '252.120')
('252.630', '253.230')
('254.010', '258.750')
('260.250', '261.900')
('262.230', '264.900')
('265.110', '268.590')
('268.590', '269.940')
('270.330', '274.530')
('274.890', '276.720')
('276.900', '277.740')
('277.800', '278.430')
('278.520', '279.360')
('279.360', '280.710')
('280.710', '282.930')
('282.930', '286.500')
('286.830', '289.050')
('289.140', '291.900')
('293.220', '295.350')
('296.550', '300.210')
('300.480', '302.130')
('302.580', '303.990')
('304.530', '305.580')
('306.510', '308.790')
('309.030', '309.660')
('309.900', '311.190')
('312.420', '313.710')
('314.460', '318.450')
('318.660', '319.950')
('320.250', '320.940')
('321.030', '322.920')
('323.310', '324.660')
('324.720', '325.320')
('325.620', '331.560')
('332.610', '334.290')
('334.290', '335.910')
('337.830', '338.610')
('338.730', '341.160')
('344.100', '349.380')
('350.700', '352.500')
('352.770', '354.330')
('355.920', '357.390')
('357.780', '358.560')
('358.650', '359.310')
('359.850', '361.500')
('362.010', '362.790')
('363.480', '364.560')
('365.100', '367.200')
('367.200', '372.210')
('373.200', '375.750')
('375.900', '378.870')
('378.870', '381.840')
('382.560', '384.690')
('386.340', '386.940')
('387.090', '387.870')
('389.520', '390.810')
('390.810', '391.710')
('391.710', '394.290')
('394.440', '400.470')
('401.130', '401.730')
('401.760', '403.320')
('403.590', '404.280')
('407.160', '410.610')
('410.670', '411.900')
('412.140', '413.160')
('414.210', '414.810')
('415.440', '417.000')
('417.090', '417.900')
('419.010', '419.880')
('419.880', '421.230')
('421.800', '423.930')
('423.930', '425.430')
('425.460', '426.270')
('428.370', '430.920')
('431.640', '432.240')
('432.660', '433.260')
('434.430', '435.780')
('436.290', '437.700')
('438.330', '440.250')
('440.520', '441.360')
('441.840', '442.470')
('442.800', '443.760')
('443.850', '445.920')
('446.610', '448.020')
('449.730', '452.790')
('452.940', '453.900')
('453.960', '455.550')
('457.020', '460.710')
('460.830', '462.300')
('462.300', '464.220')
('465.570', '466.920')
('467.490', '469.440')
('470.070', '471.210')
('471.540', '472.500')
('473.100', '475.590')
('476.430', '479.100')
('479.100', '481.740')
('482.820', '483.570')
('483.570', '486.750')
('486.810', '488.310')
('488.460', '490.230')
('492.570', '493.800')
('493.800', '494.670')
('495.360', '496.800')
('497.220', '498.480')
('498.630', '500.520')
('500.580', '501.780')
('502.530', '505.170')
('505.170', '505.950')
('506.400', '508.680')
('509.340', '509.940')
('514.830', '517.080')
('517.920', '520.050')
('521.010', '522.480')
('525.180', '526.440')
('527.100', '527.760')
('528.930', '529.680')
('532.950', '534.600')
('536.970', '538.890')
('539.610', '541.050')
('541.290', '545.070')
('545.070', '546.150')
('546.180', '547.950')
('548.730', '549.330')
('551.520', '553.470')
('553.800', '554.910')
('555.390', '558.180')
('558.870', '562.140')
('565.200', '567.660')
('567.750', '569.700')
('569.880', '570.540')
('571.770', '574.380')
('574.830', '575.430')
('576.240', '576.900')
('577.140', '579.060')
('579.720', '581.190')
('581.910', '583.710')
('585.150', '586.440')
('587.610', '589.350')
('590.820', '591.810')
('593.160', '594.420')
('594.960', '596.280')
('596.610', '598.320')
('602.190', '603.480')
('603.570', '605.790')
('606.360', '607.350')
('608.670', '609.390')
('609.870', '610.740')
('616.650', '617.250')
('617.850', '618.540')
('620.520', '621.270')

