('0.000', '11.580')
('16.620', '18.060')
('18.270', '22.560')
('22.770', '24.930')
('25.410', '29.190')
('29.580', '33.570')
('33.720', '35.340')
('35.880', '37.950')
('42.600', '47.580')
('47.580', '49.260')
('57.480', '58.770')
('60.990', '63.000')
('63.120', '68.010')
('69.450', '71.460')
('72.630', '77.220')
('80.940', '85.650')
('86.580', '88.860')
('88.860', '91.680')
('92.610', '95.310')
('95.730', '97.020')
('97.770', '98.730')
('98.850', '100.020')
('100.020', '102.120')
('102.870', '104.010')
('104.100', '106.170')
('107.160', '109.470')
('109.620', '111.750')
('111.960', '114.870')
('115.530', '117.990')
('117.990', '119.250')
('121.380', '124.080')
('129.780', '130.830')
('135.090', '137.730')
('140.580', '141.750')
('141.840', '144.510')
('144.540', '146.400')
('147.240', '151.170')
('151.740', '155.010')
('158.250', '159.240')
('159.480', '161.670')
('162.090', '164.250')
('165.330', '167.550')
('168.720', '171.270')
('171.330', '173.190')
('174.240', '177.360')
('178.980', '181.320')
('181.320', '183.480')
('184.320', '188.130')
('188.820', '192.060')
('192.300', '194.640')
('196.920', '199.950')
('199.950', '200.880')
('200.970', '203.670')
('204.240', '206.490')
('207.270', '210.060')
('211.560', '213.210')
('213.240', '215.760')
('216.090', '218.220')
('219.600', '221.040')
('226.170', '228.180')
('240.210', '241.320')
('241.470', '243.390')
('243.510', '245.160')
('246.630', '249.510')
('257.580', '258.870')
('259.020', '260.610')
('260.610', '261.450')
('262.140', '265.410')
('266.310', '268.440')
('268.590', '270.330')
('270.720', '271.980')
('272.790', '275.520')
('276.600', '277.710')
('277.980', '279.450')
('280.350', '282.210')
('282.480', '283.950')
('284.490', '285.900')
('285.930', '287.010')
('287.640', '290.250')
('292.800', '295.950')
('296.400', '297.150')

