('0.000', '2.760')
('3.870', '5.220')
('6.060', '10.050')
('10.080', '13.440')
('13.500', '15.930')
('16.290', '21.990')
('22.200', '23.550')
('23.550', '24.150')
('24.150', '26.340')
('26.700', '28.470')
('28.560', '32.760')
('32.760', '35.250')
('35.250', '37.110')
('37.350', '39.120')
('39.120', '39.750')
('39.750', '41.040')
('41.040', '43.230')
('43.230', '45.210')
('45.390', '48.330')
('48.870', '50.760')
('50.760', '52.590')
('52.950', '55.380')
('55.380', '58.590')
('58.590', '60.660')
('61.290', '64.470')
('64.470', '68.610')
('68.730', '72.570')
('72.570', '73.530')
('73.530', '75.150')
('75.990', '77.910')
('78.030', '79.170')
('79.290', '80.640')
('81.420', '83.520')
('83.520', '84.870')
('85.410', '88.110')
('88.110', '91.290')
('91.320', '93.690')
('94.080', '95.970')
('96.060', '98.580')
('98.730', '99.750')
('100.110', '100.710')
('100.860', '104.040')
('104.040', '104.940')
('105.000', '106.020')
('106.530', '107.550')
('107.760', '108.540')
('108.840', '111.210')
('113.130', '114.330')
('115.380', '117.810')
('117.990', '120.540')
('120.540', '121.230')
('121.410', '122.640')
('122.970', '124.050')
('124.050', '125.580')
('126.180', '127.170')
('127.320', '129.150')
('129.750', '132.450')
('132.450', '133.650')
('133.950', '136.170')
('136.920', '137.850')
('137.880', '139.230')
('139.230', '141.060')
('141.210', '144.360')
('144.360', '146.040')
('146.400', '149.460')
('149.850', '150.630')
('151.200', '154.530')
('155.100', '157.410')
('157.710', '159.390')
('159.600', '161.010')
('161.130', '163.620')
('164.610', '167.460')
('167.490', '168.690')
('169.380', '171.420')
('171.750', '173.790')
('174.390', '177.360')
('177.360', '178.860')
('179.010', '180.390')
('181.380', '183.450')
('183.960', '187.980')
('188.010', '189.600')
('189.660', '191.370')
('192.390', '194.640')
('195.150', '196.830')
('197.040', '197.910')
('197.970', '199.740')
('199.800', '201.480')
('201.570', '203.160')
('203.190', '205.230')
('205.230', '207.450')
('208.290', '209.370')
('210.510', '213.240')
('213.300', '214.800')
('215.520', '216.840')
('218.400', '219.810')
('219.870', '221.790')
('222.000', '224.040')
('224.220', '225.630')
('226.320', '226.950')
('227.190', '227.850')
('228.120', '230.700')
('230.700', '231.720')
('231.720', '232.320')
('232.320', '233.730')
('233.910', '236.010')
('236.280', '237.780')
('239.040', '240.210')
('240.300', '241.290')
('241.530', '243.180')
('244.140', '245.460')
('245.670', '248.730')
('248.760', '251.190')
('252.180', '253.110')
('254.940', '256.620')
('257.070', '258.030')
('258.060', '259.620')
('259.740', '261.840')
('261.840', '264.300')
('265.620', '266.460')

