('0.210', '8.760')
('8.970', '11.580')
('11.730', '24.900')
('25.140', '29.490')
('29.490', '49.410')
('49.530', '52.740')
('52.740', '54.510')
('54.510', '57.120')
('57.120', '59.160')
('59.310', '61.500')
('61.560', '64.140')
('64.410', '68.670')
('68.670', '78.810')
('78.810', '89.640')
('89.880', '92.820')
('92.820', '96.600')
('96.720', '103.080')
('103.080', '104.880')
('105.330', '111.030')
('111.180', '123.810')
('123.990', '124.590')
('124.590', '126.090')
('126.180', '130.950')
('131.130', '138.270')
('138.360', '141.300')
('141.420', '149.040')
('149.160', '151.530')
('151.530', '152.520')
('153.000', '154.740')
('154.980', '158.010')
('158.010', '160.770')
('161.310', '162.510')
('163.200', '165.930')
('167.160', '169.410')
('169.410', '170.550')
('170.580', '171.870')
('172.200', '173.490')
('175.530', '177.660')
('177.720', '180.150')
('180.180', '182.340')
('182.340', '186.750')
('186.750', '188.460')
('188.850', '189.990')
('189.990', '190.770')
('190.830', '192.330')
('192.330', '194.070')
('194.070', '196.890')
('197.070', '198.270')
('198.540', '199.980')
('200.580', '201.750')
('202.440', '203.640')
('203.760', '205.500')
('207.570', '209.430')
('210.120', '212.250')
('212.460', '214.230')
('214.290', '215.220')
('215.370', '216.510')
('216.600', '217.320')
('217.650', '222.690')
('223.380', '224.160')
('224.160', '225.030')
('225.120', '226.260')
('227.340', '232.290')
('232.530', '233.910')
('234.870', '237.600')
('237.900', '239.400')
('240.600', '241.440')
('241.680', '244.680')
('244.680', '247.140')
('247.140', '251.520')
('252.360', '253.620')
('253.620', '255.780')
('256.650', '258.390')
('258.840', '260.640')
('261.300', '263.070')
('263.310', '265.110')
('265.290', '266.550')
('266.550', '269.490')
('269.760', '270.870')
('271.350', '273.300')
('273.330', '274.230')
('274.230', '275.220')
('276.600', '277.620')
('278.610', '279.390')
('279.390', '281.760')
('281.820', '283.080')
('283.950', '285.120')
('285.300', '287.190')
('289.590', '291.930')
('292.560', '293.550')
('293.820', '295.500')
('295.920', '297.090')
('297.870', '299.010')
('299.430', '300.030')
('300.030', '302.310')
('302.400', '303.570')
('303.750', '304.770')
('305.070', '306.840')
('306.840', '308.160')
('308.250', '309.390')
('309.420', '310.740')
('311.700', '312.390')
('312.450', '313.170')
('313.830', '314.610')
('314.610', '315.900')
('316.470', '319.080')
('319.080', '320.550')
('320.550', '321.990')
('322.050', '322.830')
('322.860', '324.030')
('324.150', '324.930')
('325.230', '326.010')
('326.310', '327.600')
('327.900', '329.670')
('330.090', '330.930')
('331.110', '331.740')
('331.830', '333.300')
('333.570', '335.460')
('336.510', '338.430')
('338.610', '339.630')
('339.870', '341.340')
('342.000', '343.230')
('343.470', '344.100')
('344.100', '346.740')
('347.100', '348.060')
('348.240', '349.920')
('350.400', '352.200')
('354.030', '354.990')
('355.080', '357.240')
('357.450', '358.860')
('360.840', '362.100')
('362.100', '365.160')
('365.430', '366.780')
('366.870', '368.190')
('368.280', '371.070')
('371.670', '372.570')
('374.280', '375.420')
('375.540', '378.570')
('379.290', '382.950')
('383.400', '385.980')
('387.090', '388.740')
('390.180', '390.780')
('391.830', '393.570')
('393.780', '394.410')
('394.410', '395.550')
('395.640', '396.330')
('396.690', '398.280')
('398.370', '399.810')
('401.610', '402.390')
('403.440', '404.430')
('407.640', '408.720')
('409.500', '410.790')
('411.060', '412.890')
('413.040', '414.270')
('416.160', '418.740')
('418.920', '421.350')
('421.620', '422.640')
('424.380', '425.340')
('425.370', '426.210')
('426.210', '426.990')
('427.440', '428.400')
('430.230', '432.300')
('432.450', '433.710')
('434.730', '435.990')
('437.850', '438.810')
('441.720', '442.530')
('442.590', '443.640')
('444.120', '446.070')
('446.670', '447.690')
('448.920', '449.910')
('449.970', '450.810')
('450.840', '451.620')
('451.650', '452.250')
('453.600', '454.200')
('454.200', '455.370')
('456.630', '457.650')
('458.280', '460.380')
('461.310', '462.330')
('463.080', '464.160')
('465.330', '466.230')
('466.290', '467.160')
('468.570', '470.130')
('470.640', '471.930')
('472.410', '473.190')
('473.190', '474.090')
('474.900', '476.370')
('477.180', '478.140')
('478.920', '479.580')
('481.200', '482.130')
('482.190', '483.180')
('483.300', '484.800')
('484.950', '486.090')
('486.330', '488.160')
('489.510', '490.560')
('491.790', '492.720')
('492.720', '493.650')
('494.700', '496.110')
('496.710', '497.640')
('499.680', '500.730')
('502.890', '504.030')
('505.020', '505.860')
('506.670', '507.690')
('508.290', '510.480')
('510.690', '511.920')
('512.520', '514.260')
('515.370', '516.450')
('516.780', '519.420')
('519.420', '520.020')

