('0.000', '13.860')
('13.860', '15.600')
('15.600', '17.340')
('17.340', '18.060')
('18.270', '25.110')
('25.110', '28.140')
('28.380', '31.020')
('31.020', '32.100')
('32.160', '44.730')
('44.760', '51.570')
('51.720', '64.530')
('64.860', '72.510')
('72.510', '77.460')
('77.460', '78.660')
('78.810', '80.190')
('80.190', '85.170')
('85.170', '86.490')
('86.640', '94.410')
('94.500', '101.370')
('101.400', '113.310')
('113.310', '114.690')
('114.780', '117.000')
('117.000', '128.100')
('128.160', '131.070')
('131.070', '133.530')
('133.650', '140.700')
('140.790', '142.650')
('142.740', '145.320')
('145.530', '147.330')
('147.960', '150.630')
('150.630', '169.050')
('169.140', '172.680')
('172.680', '176.340')
('176.610', '179.310')
('179.310', '181.650')
('182.190', '185.190')
('185.190', '186.780')
('187.050', '191.670')
('191.670', '198.870')
('198.870', '199.830')
('200.040', '205.530')
('206.010', '207.990')
('207.990', '210.330')
('210.330', '215.070')
('215.070', '228.360')
('228.420', '231.360')
('231.360', '237.870')
('237.870', '241.440')
('241.440', '243.090')
('243.090', '249.210')
('249.300', '252.120')
('252.120', '254.430')
('254.430', '257.040')
('257.040', '262.950')
('263.100', '264.600')
('264.630', '268.200')
('268.200', '270.480')
('270.480', '273.000')
('273.030', '274.890')
('274.980', '281.040')
('281.100', '290.340')
('290.340', '298.410')
('298.410', '308.010')
('308.370', '311.430')
('311.580', '316.980')
('316.980', '324.780')
('325.080', '326.700')
('326.700', '329.970')
('330.000', '334.950')
('335.310', '354.270')
('354.330', '356.580')
('356.580', '364.920')
('364.920', '366.210')
('366.300', '370.950')
('371.160', '371.760')
('371.760', '372.810')
('373.080', '384.150')
('384.150', '385.590')
('386.070', '387.960')
('387.960', '390.630')
('390.630', '395.370')
('395.370', '396.840')
('396.840', '398.640')
('399.030', '405.900')
('405.900', '408.510')
('408.510', '411.270')
('411.270', '412.230')
('412.230', '414.810')
('414.870', '417.300')
('417.300', '425.010')
('425.370', '431.580')
('432.150', '435.030')
('435.030', '439.140')
('439.140', '442.080')
('442.200', '442.890')
('442.920', '447.630')
('447.630', '451.500')
('451.860', '454.800')
('454.800', '457.440')
('457.440', '459.630')
('459.630', '464.610')
('464.790', '469.320')
('469.320', '470.130')
('470.250', '473.850')
('474.270', '491.400')
('491.400', '496.440')
('496.740', '498.660')
('498.660', '502.440')
('502.440', '505.500')
('505.500', '509.160')
('509.250', '510.150')
('510.150', '511.740')
('511.950', '513.090')
('513.090', '515.340')
('515.370', '516.120')
('516.120', '522.390')
('522.600', '525.300')
('525.390', '527.040')
('527.040', '530.490')
('530.610', '534.450')
('534.660', '536.040')
('536.280', '538.350')
('538.440', '539.910')
('540.000', '544.080')
('544.290', '547.080')
('547.170', '550.050')
('550.200', '554.250')
('554.250', '558.600')
('558.840', '560.160')
('560.250', '563.250')
('563.460', '564.480')
('565.200', '567.240')
('567.240', '569.520')
('569.880', '572.670')
('572.820', '573.420')
('573.480', '577.590')
('578.010', '578.880')
('579.000', '582.510')
('582.570', '585.630')
('585.780', '591.750')
('591.930', '594.060')
('594.960', '596.010')
('596.220', '599.430')
('600.240', '604.170')
('605.250', '608.640')
('608.730', '610.140')
('610.500', '619.650')
('619.650', '623.100')
('623.100', '625.680')
('625.680', '628.500')
('628.740', '631.890')
('631.890', '634.770')
('634.770', '635.430')
('635.550', '644.790')
('644.790', '659.220')
('659.220', '669.750')
('669.960', '673.920')
('675.240', '676.170')

