('0.810', '1.770')
('2.010', '8.310')
('8.490', '11.340')
('11.610', '13.560')
('13.560', '15.180')
('15.180', '16.800')
('16.800', '19.710')
('20.250', '23.610')
('23.670', '24.540')
('25.320', '26.370')
('26.370', '27.780')
('27.870', '32.970')
('33.090', '36.810')
('37.170', '39.870')
('39.870', '42.510')
('42.750', '44.640')
('47.040', '50.430')
('50.520', '51.660')
('51.810', '54.510')
('54.810', '58.380')
('59.760', '63.270')
('65.460', '66.570')
('66.630', '68.130')
('68.130', '71.820')
('73.500', '74.460')
('74.460', '75.990')
('76.050', '78.540')
('78.810', '82.230')
('82.530', '87.600')
('88.470', '89.430')
('89.430', '91.140')
('91.140', '94.350')
('95.400', '97.770')
('97.800', '102.120')
('102.780', '104.160')
('104.160', '107.940')
('107.970', '109.530')
('109.770', '114.540')
('114.810', '118.710')
('119.550', '123.210')
('123.420', '124.410')
('124.500', '127.590')
('127.590', '128.730')
('130.350', '131.190')
('131.640', '135.360')
('135.480', '138.450')
('138.630', '139.590')
('139.590', '142.080')
('142.440', '144.570')
('144.660', '147.270')
('147.270', '148.860')
('148.980', '149.580')
('150.060', '152.700')
('152.940', '154.170')
('154.170', '158.190')
('158.190', '159.180')
('159.180', '161.130')
('161.520', '162.450')
('162.570', '165.870')
('166.830', '167.760')
('167.880', '172.440')
('172.650', '177.060')
('177.840', '179.010')
('179.130', '181.470')
('181.560', '184.620')
('185.010', '187.020')
('187.080', '188.220')
('188.220', '190.440')
('190.470', '191.790')
('191.850', '195.000')
('196.230', '201.210')
('201.510', '202.350')
('202.410', '203.610')
('203.670', '205.290')
('205.800', '208.530')
('208.680', '209.880')
('209.880', '212.280')
('212.490', '214.500')
('214.770', '218.220')
('218.220', '219.240')
('219.360', '221.160')
('222.690', '224.130')
('224.130', '228.270')
('228.600', '232.740')
('232.950', '233.820')
('233.880', '234.960')
('235.050', '237.150')
('237.180', '239.640')
('239.700', '244.410')
('244.710', '246.390')
('246.510', '251.310')
('251.640', '252.810')
('253.080', '254.100')
('254.190', '258.240')
('258.240', '258.960')
('260.310', '262.050')
('262.290', '265.590')
('265.650', '267.150')
('267.720', '270.030')
('270.390', '271.830')

