('1.260', '5.310')
('5.310', '6.120')
('7.710', '14.910')
('15.330', '21.360')
('21.510', '27.060')
('27.690', '31.890')
('31.890', '34.410')
('35.280', '40.740')
('41.010', '45.510')
('45.660', '47.970')
('48.270', '53.220')
('54.030', '59.820')
('59.880', '63.420')
('63.420', '64.620')
('66.420', '71.010')
('71.220', '74.910')
('75.210', '77.460')
('77.490', '80.550')
('80.580', '83.580')
('84.300', '87.930')
('87.930', '94.050')
('94.830', '97.290')
('97.410', '101.130')
('102.060', '105.570')
('105.570', '107.370')
('107.430', '110.070')
('110.670', '114.030')
('115.740', '118.530')
('118.530', '124.530')
('125.220', '130.740')
('131.400', '133.470')
('135.030', '138.720')

