('0.390', '19.260')
('19.470', '22.560')
('22.860', '26.520')
('26.760', '28.560')
('28.680', '31.530')
('31.560', '36.480')
('36.480', '41.910')
('41.910', '45.810')
('46.230', '48.690')
('49.080', '53.580')
('53.760', '56.790')
('57.090', '60.540')
('60.630', '63.150')
('63.240', '68.850')
('69.210', '74.700')
('74.940', '78.120')
('78.480', '82.860')
('83.220', '85.740')
('86.130', '88.170')
('88.410', '89.550')
('89.550', '91.440')
('91.500', '92.370')
('92.370', '95.310')
('95.520', '99.360')
('99.360', '101.220')
('101.250', '102.570')
('103.230', '105.900')
('105.900', '108.240')
('108.600', '111.300')
('111.420', '113.340')
('113.400', '114.990')
('114.990', '118.140')
('119.160', '121.410')
('121.530', '124.560')
('125.340', '127.410')
('127.560', '130.020')
('130.170', '131.220')
('132.210', '135.720')
('135.840', '136.440')
('136.440', '137.580')
('138.300', '141.960')
('142.350', '143.070')
('143.160', '147.420')
('147.600', '149.430')
('150.090', '151.350')
('151.980', '153.870')
('154.050', '155.700')
('156.060', '159.900')
('160.290', '162.450')
('163.830', '165.840')
('166.320', '166.920')
('167.550', '170.070')
('170.070', '171.180')
('171.210', '174.480')
('174.750', '177.390')
('177.450', '180.570')
('180.630', '182.520')
('182.700', '187.320')
('187.320', '189.090')
('189.210', '191.520')
('191.520', '193.560')
('193.740', '194.760')
('194.850', '195.510')
('196.200', '197.130')
('197.220', '200.070')
('200.220', '203.040')
('203.250', '205.230')
('206.010', '206.610')
('206.910', '209.850')
('210.210', '211.860')
('211.860', '214.500')
('214.680', '217.560')
('217.770', '219.810')
('219.900', '220.500')
('221.010', '223.920')
('224.160', '224.760')
('225.090', '225.870')
('226.680', '227.280')
('227.580', '230.340')
('230.550', '232.350')
('232.860', '234.630')
('235.590', '238.470')
('240.660', '243.810')
('244.500', '245.880')
('245.910', '247.860')
('248.100', '249.900')
('252.030', '252.720')
('253.020', '256.050')
('256.770', '257.760')
('258.600', '261.300')
('261.450', '262.770')
('263.550', '264.420')
('264.420', '266.400')
('266.520', '267.810')
('268.410', '269.070')
('270.720', '273.810')
('273.840', '275.010')
('275.640', '276.990')
('278.280', '279.120')
('279.390', '281.490')
('282.090', '284.310')
('285.960', '286.830')
('287.160', '288.240')
('288.660', '290.280')
('291.030', '291.930')
('292.260', '294.210')
('295.440', '296.130')
('296.280', '297.930')
('297.930', '300.390')

