('0.000', '6.030')
('10.920', '15.150')
('16.320', '17.910')
('18.570', '19.830')
('20.220', '23.370')
('23.760', '26.040')
('26.760', '29.640')
('29.730', '32.700')
('32.910', '34.800')
('34.890', '36.030')
('36.750', '38.880')
('38.880', '41.040')
('41.430', '44.730')
('44.820', '45.810')
('46.500', '50.730')
('50.730', '55.110')
('55.290', '60.030')
('60.750', '63.930')
('64.740', '68.820')
('68.880', '70.740')
('71.220', '77.160')
('77.760', '81.750')
('81.750', '82.620')
('82.740', '86.340')
('86.520', '89.250')
('90.240', '94.290')
('94.890', '100.770')
('101.640', '104.820')
('104.880', '107.370')
('108.330', '110.160')
('110.280', '112.620')
('113.010', '114.720')
('115.290', '120.480')
('121.050', '123.960')
('124.230', '128.310')
('129.240', '133.380')
('133.800', '138.480')
('138.690', '140.220')
('140.700', '148.710')
('149.010', '149.730')

