('0.000', '12.030')
('12.150', '14.610')
('14.880', '16.590')
('16.710', '19.710')
('19.770', '23.040')
('23.040', '24.600')
('24.600', '26.850')
('26.880', '29.040')
('29.040', '30.270')
('30.390', '34.500')
('35.010', '39.900')
('39.900', '42.690')
('42.690', '48.540')
('48.780', '50.070')
('50.160', '54.150')
('54.150', '57.840')
('57.840', '58.950')
('59.880', '60.660')
('60.780', '63.930')
('64.110', '66.900')
('68.100', '70.530')
('72.270', '73.020')
('73.440', '74.820')
('76.260', '78.780')
('79.380', '80.310')
('80.670', '83.070')
('83.670', '85.590')
('85.650', '87.330')
('87.360', '90.780')
('91.260', '92.940')
('94.470', '97.320')
('97.590', '99.330')
('99.570', '103.200')
('103.860', '105.960')
('106.020', '108.000')
('108.960', '110.340')
('114.360', '115.950')
('120.870', '124.020')
('124.050', '125.850')
('125.880', '128.040')
('128.130', '129.060')
('129.630', '134.940')
('135.090', '136.590')
('137.190', '138.120')
('138.150', '141.120')
('141.120', '141.720')
('142.020', '143.940')
('144.390', '145.440')
('145.890', '147.720')
('148.290', '150.120')
('150.780', '152.640')
('152.910', '154.470')
('154.770', '156.090')
('157.170', '157.860')
('160.140', '164.610')
('164.790', '165.450')
('165.450', '167.490')
('167.550', '168.990')
('170.640', '172.200')
('172.440', '173.610')
('174.780', '175.860')
('176.970', '177.660')
('178.230', '180.150')
('181.860', '184.860')
('185.310', '190.350')
('192.180', '192.960')
('192.960', '195.840')
('196.560', '197.220')
('197.220', '198.810')
('199.320', '202.080')
('202.860', '205.140')
('206.520', '207.360')
('207.690', '208.470')
('211.830', '214.680')
('214.860', '216.570')
('217.020', '218.820')
('220.020', '220.620')
('221.640', '224.250')
('224.610', '227.280')
('227.550', '228.180')
('228.180', '230.970')
('231.060', '232.650')
('232.740', '234.120')
('238.500', '240.330')
('243.420', '245.820')
('245.940', '248.490')
('248.550', '254.430')
('255.330', '257.970')
('258.060', '260.940')
('261.030', '262.380')
('262.800', '265.410')
('268.860', '270.630')
('271.290', '273.360')
('274.860', '275.550')
('276.060', '278.400')
('278.430', '279.720')
('280.380', '281.550')
('281.550', '285.090')
('285.270', '286.590')
('286.890', '287.490')
('288.060', '289.380')
('291.510', '297.960')
('298.590', '302.790')
('302.790', '304.350')
('305.700', '307.050')
('308.430', '309.690')
('310.230', '311.460')
('311.850', '313.710')
('313.980', '315.570')
('319.470', '320.580')
('320.580', '323.640')
('324.390', '325.110')
('325.740', '327.960')
('332.070', '334.500')
('334.740', '335.340')
('335.340', '340.170')
('340.320', '342.390')
('343.800', '347.910')
('348.480', '349.350')
('350.280', '351.180')
('352.650', '353.400')
('354.330', '355.320')
('358.320', '359.130')
('360.720', '361.470')
('361.860', '365.250')
('365.940', '366.900')
('366.990', '369.990')
('370.500', '372.870')
('373.650', '377.730')
('377.940', '379.200')
('379.710', '380.640')
('381.120', '386.160')
('386.160', '386.940')
('387.840', '388.500')
('388.650', '390.420')
('390.810', '391.950')
('396.660', '397.620')
('400.410', '403.050')
('403.590', '405.060')
('405.270', '407.100')
('407.460', '408.060')
('408.060', '411.600')
('411.600', '412.500')
('412.560', '414.690')
('414.690', '415.980')
('416.610', '418.560')
('421.560', '423.090')
('427.950', '428.610')
('428.730', '430.620')
('432.960', '436.950')
('437.190', '438.030')
('438.180', '439.950')
('439.980', '442.470')
('442.740', '443.730')
('444.120', '444.750')
('446.310', '448.860')
('449.340', '452.340')
('452.640', '453.300')
('453.300', '459.420')
('459.780', '461.190')
('461.580', '462.570')
('462.750', '464.250')
('464.250', '467.880')
('470.460', '472.710')
('472.800', '475.080')
('480.240', '481.410')
('481.890', '484.500')
('484.710', '486.120')
('486.540', '491.850')
('492.570', '494.580')
('495.060', '498.030')
('498.840', '499.500')
('499.530', '500.730')
('500.730', '502.890')
('506.970', '507.600')
('507.960', '510.000')
('511.200', '514.800')
('514.950', '517.740')
('524.040', '528.060')
('530.790', '531.990')
('533.160', '534.210')
('534.690', '536.970')
('537.450', '540.900')
('541.140', '543.960')
('545.190', '546.930')
('547.830', '549.300')
('549.510', '550.380')
('550.950', '552.660')
('553.170', '555.390')
('556.230', '557.310')
('557.850', '559.110')
('559.650', '560.580')
('563.850', '564.480')
('564.930', '566.520')
('567.240', '571.980')
('572.070', '572.670')
('572.910', '574.770')
('574.860', '577.020')
('577.320', '581.670')
('581.940', '585.510')
('585.510', '588.060')
('588.390', '589.560')
('590.070', '591.720')
('591.990', '592.950')
('593.340', '596.910')
('597.420', '599.070')
('600.270', '602.100')
('603.090', '607.020')
('607.020', '609.330')
('610.560', '611.820')
('614.220', '614.850')
('615.510', '616.800')
('618.540', '619.770')
('621.690', '622.350')
('622.350', '625.470')
('625.470', '628.050')
('628.620', '636.270')
('636.270', '641.160')
('641.340', '643.230')
('643.230', '645.990')
('646.260', '648.150')
('649.170', '652.680')
('653.370', '655.740')
('655.770', '657.870')
('658.140', '659.220')

