('0.090', '10.080')
('10.680', '13.650')
('14.070', '14.820')
('15.030', '19.440')
('19.470', '20.370')
('22.350', '25.950')
('26.430', '28.140')
('29.490', '33.420')
('33.420', '35.370')
('35.400', '38.280')
('38.400', '39.330')
('40.470', '42.390')
('43.620', '44.490')
('45.060', '47.550')
('48.990', '51.360')
('52.230', '53.490')
('54.600', '57.600')
('58.800', '59.670')
('61.530', '62.130')
('62.130', '62.820')
('65.130', '68.010')
('70.050', '70.650')
('73.410', '76.320')
('76.530', '78.930')
('79.680', '80.550')
('81.750', '82.710')
('84.660', '85.260')
('86.160', '88.470')
('88.920', '90.900')
('91.290', '92.340')
('92.610', '93.210')
('94.770', '96.660')
('96.870', '100.200')
('100.380', '102.990')
('105.960', '106.980')
('110.910', '114.000')
('114.240', '114.870')
('115.230', '116.280')
('116.280', '117.030')
('120.270', '124.920')
('124.950', '129.570')
('130.770', '131.370')
('132.210', '134.820')
('134.820', '136.890')
('138.150', '138.750')
('140.850', '143.310')
('143.460', '145.200')
('148.710', '150.060')
('150.510', '153.750')
('153.780', '154.500')
('155.010', '156.840')
('156.990', '158.100')
('158.190', '159.870')
('160.020', '161.640')
('164.160', '165.030')
('168.150', '172.080')
('172.110', '172.860')
('172.980', '177.660')
('178.080', '179.640')
('180.360', '184.110')
('184.530', '185.730')
('187.230', '194.370')
('195.390', '196.170')
('197.310', '199.770')
('199.860', '200.760')
('201.720', '203.100')
('205.800', '206.790')
('210.300', '212.610')
('213.000', '213.780')
('214.290', '215.070')
('216.450', '217.410')
('221.940', '222.810')
('222.810', '223.920')
('224.010', '224.910')
('227.850', '228.450')
('228.450', '229.110')
('229.620', '230.250')
('230.400', '231.180')
('234.450', '235.080')
('243.210', '245.280')
('245.940', '248.160')
('249.930', '250.710')
('256.020', '257.490')
('259.920', '260.670')
('262.020', '262.800')
('266.670', '267.780')
('273.630', '274.770')
('284.250', '287.370')

