('1.500', '2.160')
('2.370', '6.900')
('7.080', '10.590')
('10.800', '12.420')
('12.780', '17.010')
('17.460', '20.640')
('20.970', '21.570')
('21.630', '26.700')
('27.420', '31.080')
('31.380', '33.660')
('33.900', '36.300')
('36.540', '39.240')
('39.240', '40.920')
('41.010', '42.360')
('43.860', '46.710')
('46.800', '49.110')
('50.130', '52.740')
('53.850', '55.020')
('56.400', '57.090')
('58.800', '61.350')
('62.880', '63.840')
('64.230', '64.920')
('65.550', '69.060')
('69.240', '71.610')
('71.760', '75.330')
('75.750', '77.520')
('78.180', '79.950')
('80.610', '84.570')
('84.600', '86.280')
('86.280', '92.010')
('92.280', '95.850')
('96.390', '101.160')
('101.460', '102.870')
('102.870', '105.300')
('105.390', '108.180')
('108.870', '111.120')
('111.240', '115.440')
('115.500', '118.110')
('118.170', '122.730')
('122.730', '123.840')
('124.320', '127.140')
('127.560', '129.780')
('129.780', '132.990')
('133.050', '134.700')
('134.820', '137.910')
('137.970', '139.680')
('139.890', '143.520')
('143.700', '145.410')
('145.680', '150.630')
('150.780', '152.130')
('152.190', '154.800')
('154.800', '156.180')
('156.180', '159.600')
('159.750', '163.140')
('164.490', '167.310')
('168.030', '171.570')
('171.870', '172.560')
('172.680', '176.850')
('176.940', '177.600')
('177.660', '181.350')
('181.530', '184.860')
('184.920', '187.380')
('187.560', '188.730')
('189.000', '191.910')
('192.270', '192.900')
('193.740', '196.200')
('196.710', '199.620')
('200.310', '202.500')
('203.040', '205.020')
('205.350', '206.490')
('207.060', '209.100')
('209.670', '210.330')
('210.330', '215.100')
('215.220', '216.450')
('217.500', '218.910')
('218.970', '223.530')
('224.190', '225.360')
('225.420', '226.470')
('226.800', '229.920')
('230.100', '230.760')
('230.820', '232.770')
('232.920', '234.600')
('234.840', '237.480')
('237.480', '239.340')
('239.340', '242.130')
('242.280', '246.210')
('246.210', '247.410')
('247.410', '249.870')
('250.140', '252.060')
('252.060', '252.810')
('253.200', '254.340')
('254.340', '256.560')
('256.800', '257.400')
('257.730', '259.500')
('259.740', '260.760')
('261.120', '263.130')
('263.130', '265.560')
('265.890', '267.930')
('267.960', '270.060')
('270.870', '274.650')
('275.790', '277.560')
('277.860', '279.750')
('279.750', '280.890')
('280.890', '283.170')
('283.440', '285.690')
('285.720', '286.650')
('286.980', '288.600')
('288.960', '291.120')
('291.360', '292.260')
('292.440', '293.370')
('293.370', '294.990')
('295.080', '298.950')
('299.130', '301.680')
('301.800', '304.170')
('304.290', '306.210')
('306.210', '307.380')
('307.380', '308.070')
('308.250', '308.940')
('309.090', '310.710')
('310.740', '312.690')
('312.750', '316.470')
('316.650', '318.720')
('319.080', '319.680')
('319.770', '322.890')
('322.920', '325.230')
('325.260', '326.070')
('326.070', '327.120')
('327.120', '330.540')
('330.570', '332.640')
('332.700', '334.380')
('334.410', '335.340')
('335.640', '336.390')
('336.450', '337.860')
('338.040', '338.700')
('338.730', '339.660')

