('0.000', '13.200')
('13.200', '15.390')
('15.390', '17.730')
('17.850', '18.900')
('18.990', '21.180')
('21.360', '22.710')
('22.920', '25.050')
('25.080', '31.620')
('31.920', '37.110')
('37.620', '39.150')
('39.270', '40.530')
('40.980', '41.760')
('42.060', '43.800')
('43.800', '51.390')
('51.780', '53.580')
('53.580', '55.770')
('55.860', '57.060')
('57.060', '60.090')
('60.360', '63.030')
('63.510', '65.940')
('66.090', '70.140')
('70.140', '72.060')
('72.180', '76.290')
('76.470', '82.170')
('82.440', '85.050')
('85.080', '89.760')
('90.060', '91.350')
('91.380', '92.460')
('92.580', '93.930')
('93.990', '96.120')
('96.120', '97.260')
('97.440', '99.090')
('99.180', '103.080')
('103.380', '106.290')
('106.500', '107.520')
('107.640', '108.690')
('108.810', '109.530')
('109.530', '110.760')
('110.760', '112.710')
('113.070', '116.130')
('116.130', '117.240')
('117.360', '118.440')
('118.830', '119.610')
('119.820', '121.980')
('121.980', '124.950')
('125.280', '126.540')
('126.660', '128.820')
('129.300', '132.840')
('133.140', '135.540')
('135.990', '138.690')
('138.810', '140.790')
('140.940', '143.010')
('143.490', '145.530')
('145.620', '150.660')
('150.660', '154.650')
('154.650', '161.280')
('161.490', '165.900')
('166.050', '167.610')
('167.610', '170.490')
('170.580', '172.080')
('172.290', '174.660')
('174.840', '178.740')
('178.740', '181.440')
('181.440', '184.920')
('184.920', '186.000')
('186.000', '190.860')
('190.890', '193.920')
('194.280', '196.110')
('196.560', '197.880')
('197.940', '199.110')
('199.110', '200.880')
('200.910', '202.080')
('202.260', '204.690')
('204.690', '206.760')
('207.000', '208.230')
('208.290', '212.130')
('212.190', '215.280')
('215.550', '216.390')
('216.660', '218.970')
('218.970', '219.960')
('220.080', '221.310')
('221.550', '226.590')
('226.650', '230.730')
('230.730', '233.580')
('233.580', '235.050')
('235.050', '236.190')
('236.190', '239.820')
('239.910', '243.330')
('243.900', '246.000')
('246.180', '247.200')
('247.560', '250.710')
('250.800', '251.550')
('251.910', '253.230')
('253.470', '255.150')
('255.330', '258.870')
('258.870', '260.220')
('260.340', '262.740')
('262.800', '264.210')
('264.210', '266.130')
('266.130', '267.270')
('267.270', '269.130')
('269.130', '276.450')
('276.450', '278.550')
('278.730', '280.560')
('280.770', '282.600')
('282.690', '284.850')
('284.880', '286.680')
('286.860', '287.970')
('288.390', '291.300')
('291.450', '295.320')
('295.320', '297.840')
('297.840', '298.560')
('298.770', '300.330')
('300.330', '301.440')
('301.680', '302.970')
('303.090', '306.000')
('306.360', '308.730')
('308.760', '310.500')
('311.790', '314.190')
('314.190', '315.450')
('315.780', '319.320')
('319.830', '321.780')
('322.200', '324.180')
('324.180', '328.350')
('328.350', '331.620')
('331.740', '332.610')
('332.640', '334.680')
('334.830', '336.930')
('337.020', '342.000')
('342.120', '345.180')
('345.270', '348.690')
('348.960', '351.150')
('351.270', '353.670')
('353.820', '355.140')
('355.200', '356.610')
('357.000', '359.550')
('359.550', '360.990')
('360.990', '363.630')
('363.900', '365.760')
('365.760', '368.340')
('368.460', '370.020')
('370.350', '371.670')
('371.790', '375.180')
('375.180', '377.010')
('377.430', '379.620')
('379.620', '380.970')
('381.480', '385.020')
('385.020', '386.580')
('386.640', '397.470')
('397.470', '398.310')
('398.310', '399.150')
('399.180', '405.840')
('405.840', '407.970')
('408.090', '409.170')
('409.410', '412.200')
('412.320', '414.030')
('414.060', '415.770')
('415.770', '418.500')
('418.530', '421.470')
('421.530', '423.030')
('423.210', '424.830')
('425.280', '427.020')
('427.020', '429.900')
('429.930', '432.930')
('433.080', '435.120')
('435.210', '441.090')
('441.210', '442.770')
('442.770', '444.900')
('445.020', '446.010')
('446.370', '449.490')
('449.580', '451.080')
('451.320', '456.000')
('456.270', '457.470')
('457.710', '458.610')
('458.640', '459.960')
('460.200', '461.400')
('462.090', '463.260')
('463.440', '464.640')
('464.880', '467.760')
('468.240', '469.410')
('469.710', '471.780')
('472.320', '473.400')
('473.610', '474.570')
('474.570', '476.280')
('476.340', '477.900')
('478.170', '478.800')
('478.800', '481.290')
('481.470', '487.080')
('487.200', '489.630')
('489.630', '492.900')
('492.900', '494.820')
('494.910', '500.370')
('500.370', '501.330')
('501.330', '504.210')
('504.210', '507.300')
('507.450', '510.420')
('510.540', '513.930')
('513.930', '518.220')
('518.430', '520.140')
('520.140', '522.330')
('522.420', '525.660')
('526.710', '527.970')
('528.270', '530.070')
('530.250', '532.620')
('532.860', '534.840')
('535.230', '536.520')
('536.850', '539.700')
('540.270', '542.460')
('542.790', '545.160')
('545.340', '547.050')
('547.260', '551.190')
('551.670', '554.550')
('554.550', '555.690')
('556.140', '556.950')
('557.340', '558.900')
('559.320', '562.170')
('562.170', '566.220')
('566.700', '568.680')
('568.680', '571.050')
('571.200', '574.830')
('574.860', '577.020')
('577.140', '578.850')
('578.850', '581.010')
('581.220', '582.360')
('582.360', '583.740')
('584.490', '586.110')
('586.110', '590.730')
('590.970', '593.790')
('593.880', '596.400')
('596.460', '598.260')
('598.470', '600.540')
('600.600', '602.130')
('602.610', '606.300')
('606.720', '609.870')
('610.320', '612.000')
('612.000', '613.440')
('613.530', '614.340')
('614.430', '615.480')
('615.480', '616.590')
('617.250', '619.920')
('620.160', '622.350')
('622.860', '626.880')
('626.940', '628.500')
('628.530', '632.250')
('633.090', '634.800')
('634.890', '636.510')
('636.960', '637.770')
('638.100', '639.090')
('639.990', '641.880')
('641.940', '643.260')
('643.650', '645.840')
('645.840', '647.130')
('647.280', '648.930')
('649.350', '651.750')
('651.810', '653.790')
('653.790', '657.150')
('657.810', '658.680')
('658.980', '661.770')
('661.920', '666.900')
('667.020', '668.370')
('668.400', '669.540')
('669.780', '672.240')
('672.540', '674.340')
('674.340', '675.030')
('675.060', '676.080')
('676.080', '676.920')
('677.070', '679.710')
('680.490', '681.210')
('681.510', '684.210')
('684.660', '688.170')
('688.500', '689.100')
('689.100', '691.380')
('691.650', '692.820')
('693.450', '695.430')
('695.430', '696.450')
('696.450', '699.510')
('699.990', '700.890')
('701.010', '703.530')
('703.950', '705.510')
('705.510', '706.980')
('707.370', '708.750')
('708.900', '710.910')
('710.970', '712.590')
('712.830', '716.340')
('716.370', '718.110')
('718.560', '720.030')
('720.030', '721.800')
('721.920', '723.510')
('723.750', '725.550')
('725.640', '727.110')
('727.470', '730.080')
('730.110', '731.940')
('731.970', '733.380')
('733.770', '734.400')
('734.400', '736.770')
('736.860', '737.790')
('737.850', '740.640')
('740.700', '744.330')
('744.480', '745.860')
('746.340', '748.110')
('748.230', '750.330')
('750.630', '752.490')
('752.790', '753.960')
('754.680', '758.250')
('758.250', '760.320')
('760.470', '761.820')
('762.210', '764.970')
('765.060', '766.020')
('766.350', '767.430')
('767.760', '769.050')
('769.050', '770.340')
('770.400', '772.230')
('772.470', '773.370')
('774.210', '777.900')
('777.960', '781.410')
('781.470', '783.030')
('783.030', '784.080')
('784.230', '785.430')
('785.430', '786.870')
('787.350', '788.460')
('789.390', '790.560')
('790.590', '792.030')
('792.480', '793.980')
('794.190', '795.990')
('796.290', '797.100')
('797.100', '798.780')
('798.780', '801.330')
('801.540', '803.760')
('803.850', '805.530')
('806.310', '808.770')
('809.070', '811.170')
('811.620', '812.400')
('812.400', '813.990')
('814.290', '815.760')
('815.790', '817.140')
('817.380', '819.450')
('819.990', '821.100')
('821.100', '822.300')
('822.390', '823.440')
('824.910', '827.280')
('827.280', '829.950')
('830.040', '831.900')
('832.440', '833.490')
('833.490', '835.650')
('835.830', '839.370')
('839.490', '842.700')
('843.210', '845.370')
('846.000', '848.040')
('848.400', '851.430')
('851.730', '852.330')
('853.230', '855.750')
('856.500', '857.880')
('857.880', '858.780')
('858.780', '859.590')
('860.190', '862.110')
('863.550', '865.050')
('865.260', '865.860')
('866.250', '867.450')
('867.480', '869.520')
('870.150', '872.190')
('872.520', '873.630')
('873.630', '875.670')
('876.480', '877.560')
('877.590', '878.910')
('879.030', '879.840')
('880.020', '880.740')
('881.100', '882.480')
('882.570', '885.000')
('885.000', '889.230')
('889.350', '890.100')
('890.100', '891.090')
('891.090', '892.380')
('892.590', '894.900')
('894.900', '896.100')
('896.100', '898.050')
('898.050', '902.340')
('902.340', '903.090')
('903.090', '904.380')
('904.650', '907.110')
('907.230', '908.070')
('908.460', '909.420')
('909.480', '910.500')
('910.500', '911.640')
('912.060', '915.330')
('915.390', '916.860')
('916.860', '919.860')
('919.860', '920.970')
('921.120', '923.820')
('923.820', '925.770')
('926.190', '927.270')
('927.720', '929.280')
('929.520', '930.660')
('931.170', '933.270')
('933.270', '935.040')
('935.160', '935.910')
('936.090', '938.910')
('939.180', '939.930')
('940.230', '941.400')
('941.970', '943.050')
('943.140', '945.030')
('945.240', '946.140')
('947.280', '949.020')
('949.380', '952.770')
('952.950', '954.180')
('954.510', '956.190')
('956.220', '957.780')
('957.780', '958.380')
('958.380', '959.190')
('961.950', '962.940')

