('0.060', '8.520')
('8.580', '9.330')
('9.390', '10.590')
('10.590', '13.620')
('13.620', '15.810')
('15.810', '17.730')
('18.330', '20.700')
('20.910', '23.760')
('23.760', '25.470')
('25.860', '28.140')
('28.170', '30.000')
('30.300', '33.630')
('33.720', '35.490')
('35.940', '40.080')
('40.500', '41.700')
('41.730', '43.380')
('43.680', '45.030')
('45.120', '47.190')
('47.190', '49.620')
('50.160', '53.190')
('53.250', '55.350')
('55.620', '58.350')
('58.830', '61.350')
('61.620', '64.770')
('64.770', '67.770')
('68.430', '72.510')
('72.690', '75.150')
('75.240', '76.950')
('77.190', '78.960')
('79.530', '81.690')
('81.900', '83.700')
('83.760', '85.770')
('86.340', '88.110')
('88.590', '92.610')
('93.120', '95.400')
('95.790', '97.890')
('98.250', '100.410')
('100.410', '102.600')
('102.900', '107.280')
('107.670', '110.640')
('111.360', '113.130')
('113.340', '116.700')
('116.910', '118.800')
('118.980', '120.270')
('120.270', '122.490')
('122.790', '125.430')
('125.910', '131.700')
('132.150', '133.020')
('133.590', '135.720')
('135.750', '138.750')
('138.900', '142.350')
('142.500', '143.880')
('144.390', '146.790')
('146.880', '150.120')
('150.390', '151.620')
('151.680', '155.040')
('155.220', '157.830')
('157.890', '159.660')
('159.840', '163.020')
('164.010', '167.070')
('167.700', '171.210')
('171.480', '174.900')
('175.440', '176.640')
('176.730', '180.960')
('181.770', '183.240')
('183.240', '183.840')
('184.020', '186.000')
('186.300', '190.920')
('191.700', '193.080')
('193.470', '195.210')
('195.210', '196.440')
('196.440', '199.380')
('199.890', '201.180')
('201.180', '206.100')
('206.310', '209.250')
('209.880', '212.460')
('212.640', '215.790')
('216.900', '218.490')
('218.550', '220.470')
('220.620', '222.210')
('222.450', '225.030')
('225.390', '228.810')
('229.410', '230.340')

