('0.120', '6.210')
('7.380', '8.640')
('8.640', '12.570')
('12.660', '15.480')
('15.480', '17.580')
('17.670', '20.550')
('20.790', '28.380')
('28.380', '31.440')
('32.100', '36.810')
('36.810', '42.210')
('42.210', '45.840')
('45.840', '49.860')
('50.880', '52.020')
('52.020', '55.980')
('56.130', '61.740')
('63.810', '67.590')
('67.590', '71.490')
('71.790', '76.770')
('77.040', '82.860')
('82.860', '88.650')
('88.650', '91.710')
('92.850', '94.650')
('95.070', '97.020')
('97.620', '102.090')
('102.720', '104.910')
('105.360', '107.970')
('108.450', '110.460')
('111.360', '114.600')
('114.600', '116.370')
('116.610', '118.170')
('118.230', '119.520')
('120.960', '121.950')
('122.220', '123.300')
('123.420', '126.690')
('127.080', '128.010')
('128.310', '131.460')

