('0.000', '11.610')
('12.030', '12.630')
('16.230', '17.760')
('18.060', '21.120')
('21.120', '23.640')
('23.880', '28.620')
('30.390', '33.510')
('35.340', '37.410')
('37.710', '39.420')
('39.840', '41.820')
('42.090', '44.250')
('45.540', '47.340')
('50.970', '52.560')
('60.060', '61.620')
('65.100', '66.690')
('72.480', '74.220')
('79.080', '80.790')
('84.690', '85.710')
('85.710', '87.270')
('93.090', '95.580')
('96.450', '97.980')
('101.370', '103.980')
('104.850', '106.500')
('112.860', '114.600')
('125.550', '127.350')
('139.830', '142.650')
('149.520', '150.690')
('150.690', '153.870')
('154.080', '154.890')

