('0.060', '8.520')
('8.520', '9.540')
('9.660', '14.040')
('14.250', '16.950')
('16.950', '20.100')
('20.370', '21.780')
('21.840', '22.890')
('22.890', '25.110')
('25.440', '29.700')
('29.730', '32.490')
('32.490', '33.840')
('33.840', '35.100')
('35.100', '37.590')
('37.590', '40.080')
('40.320', '43.350')
('43.410', '47.190')
('47.400', '52.140')
('52.410', '55.500')
('55.860', '57.780')
('58.200', '61.080')
('61.440', '62.700')
('62.700', '67.920')
('68.160', '73.200')
('73.410', '76.440')
('76.440', '77.850')
('77.850', '79.080')
('79.320', '84.540')
('84.840', '87.960')
('87.960', '90.360')
('90.840', '94.020')
('94.020', '95.580')
('95.760', '97.770')
('98.190', '102.240')
('102.780', '105.120')
('105.210', '106.140')
('106.140', '106.920')
('106.980', '108.690')
('108.690', '110.010')
('110.160', '111.900')
('112.560', '117.390')
('117.900', '121.560')
('121.560', '122.550')
('122.880', '126.300')
('126.360', '131.730')
('131.790', '133.770')
('134.100', '136.680')
('136.710', '138.420')
('138.420', '141.390')
('141.630', '144.480')
('144.960', '146.070')
('147.390', '150.240')
('150.240', '150.840')

