('0.000', '6.030')
('12.240', '13.080')
('13.080', '14.310')
('14.610', '16.530')
('17.940', '21.210')
('22.050', '24.480')
('24.720', '26.130')
('26.520', '28.650')
('29.070', '31.050')
('31.050', '33.120')
('33.270', '34.050')
('34.560', '36.360')
('37.290', '40.350')
('41.220', '43.290')
('43.710', '47.130')
('47.730', '49.290')
('49.710', '51.840')
('51.870', '53.220')
('54.540', '55.620')
('55.950', '58.740')
('59.550', '62.580')
('63.000', '65.310')
('67.440', '70.260')
('70.410', '73.650')
('74.340', '75.750')
('76.470', '80.760')
('81.480', '82.590')
('82.620', '83.430')
('84.420', '86.340')
('87.090', '90.090')
('90.090', '91.200')
('91.680', '94.170')
('94.470', '95.100')
('95.790', '102.150')
('103.230', '105.030')
('105.030', '111.420')
('112.140', '113.310')
('113.490', '114.270')
('115.620', '119.640')
('120.930', '126.630')
('126.630', '127.230')
('127.350', '128.520')
('128.940', '130.380')
('130.830', '131.700')
('132.960', '139.620')
('140.850', '142.170')
('142.650', '145.920')
('146.250', '147.030')
('148.050', '148.890')
('149.340', '150.570')
('150.600', '152.940')
('153.300', '156.120')
('157.380', '158.520')
('158.730', '160.380')
('160.830', '161.820')
('161.820', '162.810')
('162.810', '163.890')
('164.340', '168.630')
('168.750', '171.060')
('171.090', '173.430')
('173.940', '179.160')
('179.280', '181.050')
('181.560', '186.150')
('186.150', '192.150')
('192.570', '195.030')
('196.170', '198.510')
('198.690', '201.270')
('201.330', '202.740')
('202.740', '205.560')
('206.010', '206.610')
('206.970', '207.570')
('207.780', '208.560')
('208.770', '212.310')
('212.310', '213.690')
('213.690', '215.700')
('216.300', '219.210')
('219.690', '223.200')
('223.680', '226.710')
('227.520', '228.750')
('228.960', '230.760')
('231.600', '234.870')
('235.560', '237.180')
('237.330', '239.070')
('239.760', '244.140')
('244.590', '246.450')
('246.660', '249.750')
('250.860', '257.280')
('257.340', '259.140')
('259.860', '261.210')
('261.750', '262.350')
('262.350', '263.190')
('263.670', '265.410')
('268.500', '270.090')
('270.420', '271.470')
('271.470', '272.250')
('273.150', '276.270')
('277.980', '279.120')
('279.330', '280.890')
('284.010', '285.030')
('286.740', '288.060')
('288.840', '289.740')
('289.800', '291.390')
('292.710', '295.560')
('295.650', '296.790')
('298.110', '301.020')
('301.260', '302.490')
('302.490', '303.450')
('303.780', '304.680')
('305.370', '306.810')
('306.810', '308.310')
('309.210', '309.870')
('310.260', '311.880')
('312.600', '313.890')
('314.550', '316.740')
('316.800', '317.490')
('318.000', '322.560')
('323.520', '324.360')
('324.990', '326.460')
('326.850', '329.940')
('330.120', '332.610')
('332.700', '333.720')
('334.290', '337.710')
('338.550', '339.930')
('339.930', '342.180')
('343.770', '345.390')
('345.390', '347.490')
('347.580', '352.230')
('352.380', '353.520')
('354.630', '357.240')
('358.350', '360.060')
('360.810', '361.530')
('361.800', '364.230')
('364.770', '366.660')
('366.750', '368.760')
('368.970', '369.570')
('370.050', '371.340')
('371.460', '376.380')
('378.090', '379.230')
('380.550', '382.890')
('383.100', '384.120')

