('0.000', '3.060')
('9.000', '9.900')
('9.900', '10.560')
('11.250', '13.170')
('14.550', '19.020')
('19.230', '21.690')
('21.690', '24.270')
('24.600', '30.150')
('30.150', '32.070')
('32.430', '36.480')
('36.720', '41.670')
('41.880', '45.780')
('45.870', '49.680')
('49.860', '52.980')
('52.980', '55.920')
('56.070', '57.390')
('61.590', '64.080')
('64.260', '67.830')
('68.730', '72.690')
('72.810', '75.300')
('75.300', '79.080')
('79.530', '84.270')
('84.570', '86.280')
('86.280', '89.400')
('89.670', '91.260')
('91.470', '94.080')
('94.200', '98.310')
('98.730', '101.010')
('101.220', '102.810')
('107.250', '110.610')
('110.610', '111.990')
('112.290', '112.920')
('112.920', '114.120')
('114.120', '115.620')
('115.740', '117.720')
('117.990', '120.210')
('120.900', '122.190')
('122.490', '127.380')
('127.560', '130.890')
('131.100', '132.540')
('132.960', '137.370')
('137.670', '140.580')
('140.760', '143.460')
('143.820', '146.010')
('146.010', '147.240')
('147.360', '148.380')
('148.590', '151.710')
('152.190', '155.100')
('155.220', '158.730')
('159.060', '163.680')
('164.190', '167.850')
('167.970', '170.040')
('174.720', '176.790')
('176.940', '179.340')
('179.940', '184.740')
('184.980', '187.890')
('188.040', '190.260')
('190.620', '191.730')
('191.910', '193.440')
('193.710', '197.100')
('199.110', '203.340')
('203.670', '205.590')
('206.340', '206.940')
('206.940', '208.500')
('208.620', '209.940')
('210.450', '218.070')
('218.220', '220.170')
('220.380', '222.690')
('222.870', '226.290')
('226.290', '229.680')
('229.860', '232.950')
('233.190', '236.400')
('236.400', '238.110')
('238.470', '240.150')
('240.150', '241.590')
('241.590', '245.220')
('245.340', '249.420')
('249.810', '252.930')
('252.930', '257.430')
('257.490', '261.210')
('261.270', '264.870')
('265.470', '266.760')
('266.910', '270.780')
('271.110', '273.390')
('273.990', '275.220')
('275.400', '280.650')
('280.800', '282.090')
('282.390', '286.650')
('287.070', '290.850')
('291.150', '295.590')
('297.120', '299.280')
('299.280', '300.300')
('300.300', '301.350')
('302.040', '305.550')
('305.700', '308.250')
('308.250', '310.080')
('310.530', '311.970')
('312.210', '313.830')
('314.340', '317.490')
('317.970', '320.220')
('320.310', '321.450')
('321.450', '322.170')
('322.410', '323.160')
('323.160', '324.540')
('324.540', '325.890')
('326.190', '329.430')
('329.430', '331.080')
('331.350', '336.960')
('337.200', '340.830')
('340.980', '343.230')
('343.230', '344.130')
('344.370', '345.930')
('345.930', '350.820')
('350.970', '354.060')
('354.060', '358.170')
('358.170', '359.790')
('360.090', '363.210')
('363.840', '364.920')
('365.190', '367.080')
('367.140', '370.170')
('370.470', '371.220')

