('0.000', '13.110')
('13.200', '15.870')
('16.200', '17.700')
('18.060', '20.010')
('20.010', '25.080')
('25.290', '33.000')
('33.420', '35.970')
('35.970', '37.890')
('37.950', '41.490')
('41.520', '43.920')
('44.310', '49.680')
('49.680', '50.640')
('50.640', '55.020')
('55.200', '58.320')
('58.530', '60.540')
('60.540', '61.290')
('61.350', '62.160')
('62.250', '63.510')
('63.510', '66.540')
('66.540', '68.040')
('68.760', '72.210')
('72.720', '73.920')
('73.980', '77.370')
('77.700', '78.960')
('78.960', '83.670')
('83.700', '84.870')
('85.170', '85.800')
('86.310', '90.690')
('90.690', '91.290')
('91.740', '94.500')
('94.650', '96.000')
('96.510', '97.890')
('97.890', '100.020')
('100.020', '103.530')
('103.800', '107.220')
('107.520', '108.360')
('108.360', '109.650')
('110.070', '111.180')
('111.360', '112.290')
('112.530', '113.640')
('113.850', '115.290')
('115.290', '116.280')
('117.090', '119.520')
('119.520', '121.320')
('121.590', '123.660')
('123.690', '125.130')
('125.820', '127.020')
('127.140', '130.140')
('130.410', '131.970')
('132.420', '134.340')
('134.640', '139.380')
('139.410', '140.280')
('140.730', '145.740')
('145.950', '147.330')
('147.840', '151.710')
('151.710', '153.630')
('153.690', '155.580')
('155.640', '156.630')
('157.440', '158.640')
('159.600', '162.420')
('162.750', '163.350')
('163.620', '167.520')
('167.850', '171.930')
('171.930', '173.100')
('174.270', '175.470')
('176.610', '177.780')
('178.320', '179.850')
('180.210', '186.540')
('186.720', '187.590')
('188.460', '189.420')
('190.140', '191.280')
('191.940', '193.140')
('193.500', '194.550')
('195.000', '197.550')
('198.390', '199.710')
('199.860', '201.180')
('201.180', '202.110')
('202.260', '203.760')
('204.420', '205.650')
('206.010', '207.690')
('207.990', '211.050')
('211.890', '214.680')
('214.710', '215.400')
('215.970', '217.200')
('217.320', '218.730')
('219.930', '222.090')
('222.180', '223.680')
('226.170', '228.300')
('228.300', '229.920')
('230.010', '231.750')
('231.750', '232.650')
('232.950', '234.030')
('234.030', '235.860')
('235.860', '237.690')
('238.680', '239.370')
('239.760', '240.420')
('240.720', '242.160')
('242.250', '243.300')
('243.360', '244.590')
('244.860', '245.490')
('246.030', '246.810')
('247.560', '248.370')
('248.520', '251.070')
('251.130', '252.810')
('252.900', '253.530')
('253.680', '255.810')
('256.440', '257.490')
('257.820', '258.870')
('258.990', '260.610')
('260.670', '262.170')
('262.650', '263.610')
('264.030', '266.640')
('268.920', '269.580')
('269.700', '270.630')
('270.900', '272.130')
('272.340', '274.800')
('275.010', '276.450')
('276.750', '277.860')
('278.130', '279.870')
('280.200', '281.070')
('281.190', '281.850')
('281.970', '283.830')
('284.070', '284.760')
('285.030', '286.020')
('286.440', '287.430')
('287.610', '288.210')
('288.600', '290.490')
('290.730', '293.520')
('293.610', '294.510')
('294.600', '295.560')
('295.710', '296.880')
('297.210', '299.640')
('299.640', '300.420')
('300.630', '303.390')
('303.510', '304.410')
('304.680', '306.060')
('306.690', '307.380')
('308.430', '311.760')
('313.860', '316.050')
('316.170', '317.760')
('318.240', '319.260')
('319.590', '320.280')
('320.820', '321.690')
('321.690', '322.710')
('322.710', '323.310')
('323.310', '325.290')
('325.470', '326.520')
('326.730', '328.680')
('329.040', '330.210')
('331.650', '332.640')
('332.910', '333.930')
('334.260', '335.280')
('335.940', '337.380')
('337.500', '339.150')
('340.110', '342.090')
('342.150', '342.990')
('343.830', '344.820')
('344.910', '346.080')
('346.170', '347.280')
('348.150', '349.170')
('349.740', '350.670')
('351.390', '353.250')
('353.340', '356.460')
('356.790', '359.190')
('359.700', '362.460')
('362.460', '364.380')
('364.530', '365.250')
('365.250', '367.110')
('367.530', '368.370')
('368.760', '369.540')
('369.660', '370.890')
('370.950', '372.030')
('372.030', '372.630')

