('0.060', '18.840')
('19.800', '24.630')
('24.960', '28.470')
('28.560', '31.290')
('31.470', '32.940')
('32.940', '34.260')
('34.860', '35.940')
('36.030', '38.700')
('38.940', '40.440')
('40.650', '41.370')
('41.790', '45.540')
('46.020', '49.890')
('50.100', '53.220')
('53.310', '56.280')
('56.880', '58.170')
('58.230', '63.420')
('63.540', '66.540')
('67.140', '68.670')
('68.790', '70.290')
('70.620', '73.590')
('73.770', '75.330')
('75.510', '77.430')
('77.460', '80.100')
('80.430', '81.660')
('81.660', '84.780')
('85.020', '86.220')
('86.520', '88.410')
('88.590', '89.970')
('91.560', '94.410')
('94.770', '95.580')
('95.700', '98.130')
('98.220', '100.320')
('100.320', '102.240')
('103.170', '105.480')
('105.480', '109.020')
('109.710', '111.720')
('111.780', '115.680')
('116.250', '117.270')
('117.360', '120.150')
('120.420', '122.820')
('122.880', '125.550')
('126.150', '128.100')
('128.670', '130.950')
('130.950', '132.450')
('132.450', '133.200')
('133.320', '136.680')
('136.680', '137.640')
('137.640', '141.780')
('141.900', '145.590')
('145.590', '146.220')
('146.910', '149.040')
('149.250', '152.130')
('152.250', '154.410')
('154.410', '156.990')
('157.410', '158.490')
('158.490', '160.350')
('160.800', '165.000')
('165.630', '166.290')
('166.380', '168.240')
('171.630', '178.290')
('178.290', '180.330')
('180.630', '181.470')
('183.180', '186.270')
('186.270', '188.520')
('189.000', '190.050')
('190.800', '192.960')
('194.040', '194.910')
('194.910', '195.690')
('195.750', '197.430')
('197.610', '198.390')
('198.480', '199.770')
('201.420', '202.920')
('203.130', '205.080')
('205.200', '206.310')
('206.910', '208.980')
('209.550', '211.230')
('212.280', '215.370')
('216.450', '220.590')
('220.620', '221.580')
('222.030', '222.930')
('222.990', '225.990')
('226.440', '228.390')
('228.480', '231.510')
('233.070', '237.960')
('238.140', '240.840')
('241.680', '247.980')
('248.760', '254.130')
('254.130', '254.790')
('255.270', '257.520')
('258.180', '261.870')
('262.290', '265.110')
('267.000', '268.470')
('268.500', '272.280')

