('0.510', '6.480')
('6.480', '9.330')
('9.900', '14.490')
('14.850', '20.430')
('21.150', '26.820')
('26.910', '30.180')
('30.510', '35.430')
('35.610', '36.750')
('36.750', '43.020')
('43.500', '44.730')
('44.730', '48.810')
('48.810', '50.790')
('50.820', '53.580')
('54.180', '59.610')
('60.150', '65.310')
('65.310', '66.510')
('66.720', '74.010')
('74.160', '77.160')
('77.340', '81.750')
('81.840', '86.490')
('86.910', '92.130')
('93.120', '94.980')
('94.980', '100.890')
('100.890', '103.650')
('103.650', '108.150')
('109.020', '110.160')
('110.250', '115.290')
('116.040', '117.300')
('117.450', '118.800')
('118.950', '123.120')
('124.440', '130.140')
('130.230', '132.480')
('132.480', '133.770')
('134.880', '139.650')
('139.680', '141.360')
('141.360', '143.760')
('143.880', '145.200')
('145.200', '149.160')
('149.400', '150.030')
('150.600', '154.410')
('154.470', '156.390')
('157.200', '158.460')
('159.060', '159.780')
('159.780', '161.760')
('161.910', '164.370')
('164.520', '165.480')
('165.840', '173.250')
('173.850', '174.450')
('174.600', '176.310')
('176.970', '178.470')
('179.520', '180.690')
('180.690', '182.160')
('182.460', '184.230')
('184.770', '186.330')
('186.960', '188.100')
('188.220', '190.350')
('190.350', '191.520')
('192.480', '194.460')
('195.000', '198.180')
('198.180', '199.770')
('199.830', '204.000')
('204.480', '205.800')
('205.800', '208.050')
('208.620', '210.300')
('210.570', '212.610')
('212.730', '214.890')
('215.520', '216.300')
('216.930', '221.100')
('221.880', '224.670')
('224.670', '226.020')
('226.200', '227.730')
('228.180', '228.780')
('228.990', '232.500')
('232.500', '235.350')
('235.350', '238.080')
('238.890', '240.750')
('241.410', '242.700')
('243.360', '245.670')
('246.150', '248.550')
('249.000', '251.580')
('252.810', '253.950')
('253.980', '255.750')
('255.750', '258.420')
('258.450', '260.130')
('260.460', '261.630')
('261.630', '262.860')
('262.860', '264.030')
('265.230', '266.820')
('266.820', '267.960')
('267.990', '270.360')
('270.840', '272.730')
('273.210', '275.340')
('275.550', '277.080')
('277.710', '280.170')
('281.130', '281.880')
('282.030', '283.260')
('284.340', '286.080')
('287.100', '289.230')
('289.770', '290.520')
('290.520', '291.930')
('292.050', '292.980')
('293.160', '297.270')
('297.810', '300.300')
('301.170', '302.940')
('303.210', '304.770')
('304.770', '306.600')
('306.600', '309.630')
('310.350', '311.370')
('313.890', '316.140')
('316.620', '318.810')
('320.250', '321.840')
('322.350', '323.700')
('326.550', '331.080')
('331.080', '332.940')
('334.050', '335.520')
('336.480', '339.450')
('339.450', '340.920')
('340.920', '342.090')
('343.290', '345.720')
('346.530', '347.760')
('351.600', '352.710')
('352.800', '354.600')
('354.660', '355.590')
('356.010', '357.510')
('358.440', '360.090')
('360.750', '362.730')
('365.070', '366.660')
('366.780', '369.210')
('369.420', '371.190')
('372.180', '374.400')
('374.400', '376.620')
('379.680', '381.120')
('382.380', '383.820')
('384.060', '387.870')
('388.410', '389.700')
('391.260', '392.730')
('394.170', '395.730')
('396.720', '398.190')
('398.190', '398.970')
('398.970', '400.200')
('400.770', '402.660')
('402.660', '403.830')
('404.850', '407.040')
('409.740', '411.240')
('412.290', '415.350')
('415.350', '416.790')
('417.420', '418.050')
('418.650', '419.250')
('419.850', '421.620')
('422.730', '424.110')
('425.100', '426.360')
('426.360', '427.800')
('428.250', '429.810')
('430.230', '431.550')
('433.980', '436.980')
('437.460', '439.590')
('439.800', '442.320')
('442.320', '443.520')
('444.180', '445.110')
('445.110', '446.910')
('447.120', '448.110')
('448.290', '449.460')
('449.790', '450.690')
('450.990', '452.940')
('452.940', '454.680')
('454.680', '456.180')
('456.570', '457.770')
('458.370', '460.080')
('460.500', '461.850')
('463.710', '464.820')
('465.060', '466.500')
('467.550', '468.390')
('471.750', '472.800')
('473.010', '474.300')
('474.870', '476.430')
('476.430', '477.900')
('478.260', '478.860')
('479.040', '480.750')
('481.830', '483.180')
('484.110', '485.700')
('486.120', '486.960')
('487.230', '489.600')
('490.170', '494.280')
('496.140', '497.430')
('498.060', '498.990')
('500.550', '501.780')
('502.290', '504.990')
('505.410', '506.460')
('506.610', '507.540')
('507.540', '509.220')
('511.680', '512.940')
('512.970', '514.290')
('515.610', '517.290')
('517.290', '518.790')
('519.210', '519.840')
('520.320', '521.580')
('522.150', '524.040')
('524.520', '525.930')
('527.550', '528.180')
('530.010', '531.690')
('532.950', '534.540')
('534.630', '535.980')
('537.360', '539.010')
('539.580', '541.590')
('542.010', '542.730')

