('1.230', '1.860')
('2.490', '7.770')
('8.400', '9.750')
('9.960', '11.490')
('12.810', '13.710')
('14.070', '15.390')
('16.050', '17.520')
('18.030', '19.350')
('20.250', '23.430')
('24.210', '28.320')
('28.980', '29.640')
('29.910', '32.580')
('33.150', '34.920')
('35.880', '36.990')
('37.470', '39.270')
('39.480', '40.890')
('41.160', '42.330')
('42.690', '44.370')
('44.910', '48.300')
('48.360', '50.130')
('50.130', '51.330')
('51.480', '52.500')
('53.070', '54.780')
('54.780', '56.820')
('57.330', '58.020')
('58.050', '60.150')
('60.150', '62.430')
('63.060', '65.130')
('65.490', '67.680')
('68.250', '70.830')
('70.980', '72.120')
('72.150', '73.800')
('74.220', '76.350')
('76.650', '80.220')
('80.670', '82.620')
('82.980', '84.150')
('84.150', '88.680')
('88.860', '90.330')
('90.960', '94.170')
('94.440', '95.790')
('95.880', '97.530')
('97.650', '99.300')
('99.360', '101.580')
('101.580', '102.690')
('102.720', '104.880')
('105.090', '106.500')
('106.680', '108.300')
('108.300', '110.550')
('110.940', '114.270')
('114.450', '116.370')
('116.370', '119.550')
('120.810', '123.870')
('125.400', '129.060')
('129.240', '131.340')
('132.870', '134.670')
('135.810', '136.950')
('137.370', '140.640')
('140.820', '142.950')
('143.310', '144.480')
('146.040', '147.300')
('147.450', '149.610')
('149.610', '151.200')
('151.590', '153.840')
('154.020', '157.440')
('157.860', '160.020')
('160.350', '162.450')
('163.470', '164.700')
('165.270', '166.500')
('167.010', '169.170')
('169.380', '172.830')
('173.010', '174.510')
('174.510', '177.870')
('178.260', '181.560')
('182.010', '185.790')
('185.820', '187.140')
('187.260', '188.280')
('188.940', '190.110')
('190.530', '192.210')
('192.810', '197.100')
('197.370', '201.030')
('201.510', '203.340')
('203.490', '205.650')
('206.460', '208.920')
('209.070', '211.080')
('211.710', '214.500')
('215.130', '216.960')
('217.560', '218.670')
('219.870', '221.010')
('223.800', '225.300')
('228.900', '230.220')
('230.220', '232.170')
('232.650', '234.870')
('235.890', '237.600')
('237.690', '239.580')
('239.850', '240.750')
('240.750', '241.950')
('242.160', '243.240')
('243.900', '244.530')
('245.160', '246.060')

