('0.000', '11.610')
('12.030', '12.630')
('16.380', '17.970')
('18.210', '22.590')
('22.920', '26.610')
('26.790', '29.370')
('29.370', '33.450')
('33.720', '37.230')
('37.890', '41.730')
('42.510', '45.330')
('45.330', '47.070')
('47.640', '52.410')
('52.560', '54.720')
('55.410', '57.660')
('61.740', '66.720')
('67.470', '72.870')
('72.870', '74.520')
('75.030', '81.720')
('83.970', '88.170')
('91.470', '95.550')
('97.200', '98.640')
('98.760', '101.280')
('102.210', '105.270')
('115.200', '120.930')
('123.300', '131.190')
('131.700', '136.080')
('137.370', '139.830')
('140.670', '146.700')
('146.700', '148.020')
('148.830', '150.870')
('151.920', '157.770')
('164.460', '167.610')
('168.450', '171.570')
('172.440', '178.290')
('179.670', '185.460')
('186.870', '191.340')
('191.340', '193.920')
('195.840', '199.320')
('199.320', '201.030')
('201.300', '202.110')

