('0.000', '13.140')
('13.200', '20.490')
('20.520', '22.320')
('22.950', '25.710')
('25.920', '29.490')
('29.670', '33.660')
('33.810', '37.320')
('37.500', '38.550')
('38.610', '39.570')
('39.630', '42.030')
('42.420', '43.500')
('44.670', '46.650')
('46.650', '48.300')
('49.020', '53.400')
('53.400', '54.480')
('54.780', '56.940')
('57.300', '58.140')
('58.320', '61.680')
('62.430', '63.690')
('63.690', '64.290')
('64.890', '66.840')
('66.960', '68.880')
('69.300', '72.600')
('73.110', '73.710')
('74.700', '80.580')
('80.970', '83.130')
('83.520', '85.650')
('85.650', '86.250')
('86.250', '87.150')
('87.900', '90.240')
('90.240', '91.350')
('92.040', '95.250')
('95.610', '99.150')
('99.330', '101.040')
('101.040', '103.650')
('104.100', '105.900')
('106.350', '107.250')
('110.580', '111.330')
('111.510', '112.980')
('113.340', '115.110')
('115.710', '116.970')
('116.970', '118.680')
('121.710', '124.770')
('125.700', '128.790')
('128.790', '133.620')
('134.130', '135.660')
('136.590', '140.310')
('140.430', '141.960')
('142.110', '145.470')
('145.620', '148.170')
('148.200', '150.030')
('150.090', '152.100')
('152.100', '157.560')
('157.920', '159.420')
('159.420', '162.090')
('162.090', '163.350')
('163.830', '166.680')
('167.250', '172.050')
('172.500', '174.600')
('175.350', '176.340')
('177.510', '178.950')
('179.670', '182.610')
('182.700', '184.590')
('185.640', '186.390')
('186.540', '188.040')
('189.150', '193.320')
('194.250', '195.840')
('196.650', '197.430')
('197.490', '198.450')
('198.930', '199.770')
('199.770', '200.670')
('202.410', '204.030')
('205.200', '205.950')
('205.980', '207.210')
('207.210', '207.990')
('208.920', '212.100')
('212.820', '213.510')
('214.260', '215.520')
('216.240', '219.780')
('220.920', '225.690')
('225.780', '227.250')
('230.310', '231.060')
('231.090', '232.740')
('233.550', '235.500')
('241.380', '248.670')
('248.760', '252.480')
('252.660', '256.410')
('256.470', '258.810')
('259.320', '261.600')
('261.600', '264.000')
('264.180', '267.990')
('268.440', '270.900')
('271.500', '273.630')
('274.350', '276.810')
('276.810', '279.030')
('279.120', '281.100')
('281.850', '286.680')
('287.100', '289.590')
('289.590', '293.430')
('293.430', '296.580')
('297.240', '298.950')
('299.220', '304.530')
('304.860', '306.900')
('306.990', '311.550')
('311.850', '314.610')
('315.150', '317.370')
('317.490', '320.040')
('320.070', '321.330')
('322.230', '323.130')
('323.640', '324.600')
('325.680', '328.170')
('328.440', '330.810')
('331.290', '333.360')
('333.900', '334.980')
('335.070', '337.050')
('337.320', '338.400')
('339.150', '339.930')
('342.240', '344.940')
('345.210', '349.230')
('349.680', '350.280')
('350.280', '353.880')
('353.910', '355.470')
('356.790', '359.130')
('359.340', '363.660')
('363.840', '365.220')
('365.700', '367.170')
('367.230', '368.310')
('368.640', '369.330')
('369.630', '370.470')
('371.850', '374.490')
('374.640', '376.290')
('376.740', '380.220')
('380.730', '384.720')
('384.810', '388.410')
('389.640', '391.740')
('391.770', '394.200')
('394.440', '396.270')
('398.520', '399.600')
('400.080', '403.590')
('404.220', '408.600')
('408.690', '410.160')
('410.340', '413.010')
('413.160', '416.700')
('417.120', '417.990')
('417.990', '422.070')
('422.640', '426.990')
('427.320', '427.920')
('428.100', '428.760')
('428.760', '431.970')
('432.090', '435.630')
('435.840', '438.480')
('438.600', '442.440')
('442.860', '444.180')
('444.630', '445.350')
('446.400', '450.030')
('450.720', '453.090')
('453.180', '454.200')
('454.680', '457.950')
('458.250', '459.300')

