('0.030', '5.820')
('11.670', '15.870')
('16.110', '19.020')
('19.440', '21.180')
('21.450', '22.590')
('23.070', '24.750')
('25.440', '26.070')
('26.370', '30.330')
('30.420', '33.900')
('34.800', '36.270')
('36.270', '37.830')
('38.310', '41.580')
('41.700', '43.590')
('43.770', '45.000')
('45.000', '49.410')
('50.010', '52.500')
('52.500', '54.420')
('54.420', '56.460')
('57.330', '61.020')
('61.020', '61.620')
('62.130', '64.050')
('64.380', '67.170')
('67.440', '69.270')
('70.290', '72.600')
('73.080', '75.030')
('75.390', '76.470')
('76.470', '77.970')
('78.780', '82.620')
('83.160', '84.540')
('84.630', '87.030')
('87.420', '89.550')
('89.730', '91.560')
('91.680', '94.800')
('95.400', '97.170')
('97.380', '99.780')
('99.780', '100.860')
('100.860', '104.100')
('104.340', '107.010')
('107.460', '109.140')
('109.680', '111.270')
('111.270', '112.890')
('112.890', '115.620')
('115.830', '120.180')
('120.180', '121.770')
('122.460', '124.680')
('124.800', '126.570')
('126.570', '129.690')
('129.870', '132.450')
('132.450', '133.980')
('134.160', '136.740')
('137.340', '138.600')
('138.840', '140.340')
('140.790', '141.960')
('141.960', '143.490')

